date,hour,day_of_week,kitchen,item_name_raw,price_thb,units_sold,gross_revenue_thb,rate_code,source_row_id,duplicate_key,exception_reason
2025-11-03,0,0,BKK_Sukhumvit,Combo Set A (2 แก้ว),59.0,2,118.0,LM-RC000,7645,15528241180071027850,non_menu_or_unmapped_name
2026-07-15,9,2,Pattaya_Beach,Combo Set A (2 แก้ว),0.0,1,0.0,GB-RC000,8591,15408266503953170552,non_menu_or_unmapped_name
2026-03-01,4,6,BKK_Sukhumvit,Combo Set A (2 แก้ว),59.0,1,59.0,GB-RC000,8621,6188550497956545160,non_menu_or_unmapped_name
2026-05-26,2,1,BKK_Ladprao,น้ำส้มปั่น (เมนูทดลอง),35.0,3,105.0,LM-RC000,10041,7381595300745752445,non_menu_or_unmapped_name
2026-05-13,13,2,Pattaya_Central,แก้วเปล่า,99.0,3,297.0,LM-RC000,10261,12050504483680027559,non_menu_or_unmapped_name
2026-03-06,7,4,BKK_Ladprao,แก้วเปล่า,35.0,3,105.0,LM-RC000,10442,13196693463403690060,non_menu_or_unmapped_name
2026-01-09,13,4,Pattaya_Beach,แก้วเปล่า,59.0,3,177.0,LM-RC000,11775,2559018902636890637,non_menu_or_unmapped_name
2025-10-26,14,6,BKK_Ladprao,น้ำส้มปั่น (เมนูทดลอง),99.0,3,297.0,LM-RC000,12692,6426085755182320697,non_menu_or_unmapped_name
2025-11-16,7,6,Pattaya_Central,น้ำส้มปั่น (เมนูทดลอง),99.0,2,198.0,LM-RC000,12784,8962798278421149327,non_menu_or_unmapped_name
2026-01-03,14,5,Pattaya_Beach,น้ำส้มปั่น (เมนูทดลอง),99.0,1,99.0,LM-RC000,13094,7640110456281467081,non_menu_or_unmapped_name
2026-04-18,3,5,Pattaya_Central,Combo Set A (2 แก้ว),59.0,1,59.0,LM-RC000,13320,6556175672099809797,non_menu_or_unmapped_name
2026-07-02,17,3,BKK_Ladprao,น้ำส้มปั่น (เมนูทดลอง),35.0,2,70.0,GB-RC000,13522,3693591803643000022,non_menu_or_unmapped_name
2026-06-21,23,6,BKK_Sukhumvit,น้ำส้มปั่น (เมนูทดลอง),59.0,3,177.0,GB-RC000,13951,10949388791390865674,non_menu_or_unmapped_name
2026-03-03,15,1,Pattaya_Beach,Combo Set A (2 แก้ว),0.0,1,0.0,GB-RC000,14148,17215280843425966190,non_menu_or_unmapped_name
2025-12-02,1,1,BKK_Sukhumvit,แก้วเปล่า,35.0,2,70.0,GB-RC000,14596,7439306918219037020,non_menu_or_unmapped_name
2026-03-23,17,0,BKK_Sukhumvit,น้ำส้มปั่น (เมนูทดลอง),0.0,1,0.0,GB-RC000,14673,14455651001579615768,non_menu_or_unmapped_name
2026-06-24,0,2,BKK_Ladprao,แก้วเปล่า,99.0,1,99.0,LM-RC000,15457,18443749791013733579,non_menu_or_unmapped_name
2026-06-23,16,1,BKK_Sukhumvit,Combo Set A (2 แก้ว),99.0,1,99.0,LM-RC000,15526,12651445888798605218,non_menu_or_unmapped_name
2026-06-07,10,6,Pattaya_Central,Combo Set A (2 แก้ว),99.0,2,198.0,LM-RC000,15650,3324363489964279474,non_menu_or_unmapped_name
2026-06-21,11,6,Pattaya_Central,แก้วเปล่า,35.0,1,35.0,GB-RC000,15847,13631456526080838942,non_menu_or_unmapped_name
2025-09-07,6,6,BKK_Ladprao,Combo Set A (2 แก้ว),99.0,3,297.0,GB-RC000,16825,16671425933285247234,non_menu_or_unmapped_name
2025-11-06,19,3,Pattaya_Beach,น้ำส้มปั่น (เมนูทดลอง),35.0,1,35.0,LM-RC000,16884,4250897960872381828,non_menu_or_unmapped_name
2026-04-20,7,0,BKK_Ladprao,น้ำส้มปั่น (เมนูทดลอง),59.0,2,118.0,LM-RC000,17522,9285720299627359070,non_menu_or_unmapped_name
2026-03-30,6,0,BKK_Sukhumvit,น้ำส้มปั่น (เมนูทดลอง),99.0,1,99.0,LM-RC000,17946,14547020955268987165,non_menu_or_unmapped_name
2025-11-27,22,3,BKK_Ladprao,น้ำส้มปั่น (เมนูทดลอง),99.0,1,99.0,LM-RC000,18051,4150660817236756019,non_menu_or_unmapped_name
2026-07-12,14,6,Pattaya_Central,น้ำส้มปั่น (เมนูทดลอง),59.0,1,59.0,LM-RC000,18346,2774985795179646190,non_menu_or_unmapped_name
2025-09-19,16,4,Pattaya_Central,แก้วเปล่า,59.0,2,118.0,LM-RC000,18813,13967988792184280921,non_menu_or_unmapped_name
2026-08-22,17,5,BKK_Ladprao,น้ำส้มปั่น (เมนูทดลอง),99.0,1,99.0,GB-RC000,19370,1708498426601158632,non_menu_or_unmapped_name
2025-10-11,19,5,Pattaya_Central,น้ำส้มปั่น (เมนูทดลอง),0.0,3,0.0,LM-RC000,19479,3540442081770797626,non_menu_or_unmapped_name
2026-08-25,2,1,Pattaya_Central,Combo Set A (2 แก้ว),35.0,2,70.0,GB-RC000,20014,5796760004354897036,non_menu_or_unmapped_name
2025-11-06,12,3,BKK_Ladprao,Combo Set A (2 แก้ว),0.0,1,0.0,LM-RC000,20914,14779778198484927970,non_menu_or_unmapped_name
2026-02-01,22,6,Pattaya_Central,น้ำส้มปั่น (เมนูทดลอง),35.0,1,35.0,LM-RC000,21344,7334320199800208488,non_menu_or_unmapped_name
2026-08-07,11,4,Pattaya_Central,น้ำส้มปั่น (เมนูทดลอง),35.0,1,35.0,LM-RC000,21595,14060621423369510757,non_menu_or_unmapped_name
2026-03-06,23,4,Pattaya_Beach,น้ำส้มปั่น (เมนูทดลอง),0.0,1,0.0,LM-RC000,21928,17243159926198164349,non_menu_or_unmapped_name
2026-02-24,23,1,BKK_Sukhumvit,แก้วเปล่า,35.0,3,105.0,GB-RC000,22320,16996391144024861391,non_menu_or_unmapped_name
2025-11-06,17,3,BKK_Sukhumvit,Combo Set A (2 แก้ว),99.0,2,198.0,GB-RC000,22329,2781247301661373686,non_menu_or_unmapped_name
2026-02-07,19,5,Pattaya_Central,น้ำส้มปั่น (เมนูทดลอง),0.0,3,0.0,GB-RC000,22414,17596785166800170062,non_menu_or_unmapped_name
2025-11-13,11,3,Pattaya_Beach,น้ำส้มปั่น (เมนูทดลอง),35.0,2,70.0,LM-RC000,22441,17787148247456131075,non_menu_or_unmapped_name
2026-05-06,18,2,BKK_Sukhumvit,แก้วเปล่า,99.0,2,198.0,GB-RC000,22909,13680559084523338185,non_menu_or_unmapped_name
2026-08-10,23,0,Pattaya_Central,Combo Set A (2 แก้ว),59.0,2,118.0,LM-RC000,23679,17768957216227872786,non_menu_or_unmapped_name
2025-10-29,2,2,BKK_Sukhumvit,แก้วเปล่า,59.0,3,177.0,GB-RC000,23759,10141783609033853995,non_menu_or_unmapped_name
2025-10-25,8,5,BKK_Ladprao,Combo Set A (2 แก้ว),59.0,3,177.0,LM-RC000,24128,17217492039962255091,non_menu_or_unmapped_name
2026-04-30,23,3,Pattaya_Central,แก้วเปล่า,59.0,3,177.0,LM-RC000,24491,3260151091630247110,non_menu_or_unmapped_name
2025-09-06,15,5,Pattaya_Central,แก้วเปล่า,0.0,1,0.0,LM-RC000,24607,4422651117122982012,non_menu_or_unmapped_name
2025-09-01,23,0,Pattaya_Central,แก้วเปล่า,0.0,3,0.0,GB-RC000,25164,12221076546129555481,non_menu_or_unmapped_name
2026-03-14,1,5,BKK_Ladprao,แก้วเปล่า,0.0,2,0.0,LM-RC000,25392,18375289788381438066,non_menu_or_unmapped_name
2025-10-11,12,5,Pattaya_Beach,Combo Set A (2 แก้ว),0.0,1,0.0,LM-RC000,25585,5175065196220369794,non_menu_or_unmapped_name
2026-03-28,10,5,Pattaya_Central,แก้วเปล่า,0.0,3,0.0,GB-RC000,25979,11619281159595227000,non_menu_or_unmapped_name
2026-06-26,11,4,BKK_Ladprao,แก้วเปล่า,99.0,1,99.0,GB-RC000,26060,1233083250303711959,non_menu_or_unmapped_name
2026-08-14,12,4,BKK_Ladprao,แก้วเปล่า,99.0,3,297.0,GB-RC000,26206,3485776431364243456,non_menu_or_unmapped_name
2026-05-21,21,3,BKK_Sukhumvit,แก้วเปล่า,0.0,3,0.0,GB-RC000,26566,12661812856397529811,non_menu_or_unmapped_name
2026-06-01,12,0,BKK_Sukhumvit,น้ำส้มปั่น (เมนูทดลอง),99.0,3,297.0,GB-RC000,26788,2724690466729459769,non_menu_or_unmapped_name
2026-07-20,0,0,BKK_Sukhumvit,น้ำส้มปั่น (เมนูทดลอง),35.0,3,105.0,GB-RC000,26995,3239755734523094197,non_menu_or_unmapped_name
2026-04-16,19,3,BKK_Sukhumvit,แก้วเปล่า,99.0,3,297.0,GB-RC000,27073,14354534868258023112,non_menu_or_unmapped_name
2026-05-25,12,0,Pattaya_Central,Combo Set A (2 แก้ว),0.0,1,0.0,GB-RC000,27358,17944502795238500077,non_menu_or_unmapped_name
2025-09-15,11,0,BKK_Sukhumvit,น้ำส้มปั่น (เมนูทดลอง),35.0,1,35.0,GB-RC000,27360,12901781697032961382,non_menu_or_unmapped_name
2026-05-30,2,5,Pattaya_Central,น้ำส้มปั่น (เมนูทดลอง),0.0,3,0.0,LM-RC000,27536,14070730609310921836,non_menu_or_unmapped_name
2026-01-10,16,5,Pattaya_Beach,น้ำส้มปั่น (เมนูทดลอง),59.0,2,118.0,LM-RC000,29127,2814811682791861635,non_menu_or_unmapped_name
2025-10-31,22,4,Pattaya_Beach,แก้วเปล่า,59.0,3,177.0,LM-RC000,29601,456600314069729563,non_menu_or_unmapped_name
2025-12-27,12,5,Pattaya_Central,แก้วเปล่า,0.0,3,0.0,LM-RC000,29679,4269064957577227642,non_menu_or_unmapped_name
2025-11-16,23,6,Pattaya_Central,น้ำส้มปั่น (เมนูทดลอง),0.0,3,0.0,LM-RC000,30016,18398333814154357764,non_menu_or_unmapped_name
2025-09-23,21,1,Pattaya_Central,Combo Set A (2 แก้ว),35.0,2,70.0,LM-RC000,30243,4663298790039741837,non_menu_or_unmapped_name
2026-01-25,2,6,Pattaya_Beach,แก้วเปล่า,0.0,2,0.0,LM-RC000,30404,10948339114170054955,non_menu_or_unmapped_name
2025-10-09,20,3,BKK_Ladprao,แก้วเปล่า,99.0,2,198.0,GB-RC000,31344,15869090392259935281,non_menu_or_unmapped_name
2025-11-18,3,1,Pattaya_Central,น้ำส้มปั่น (เมนูทดลอง),59.0,3,177.0,LM-RC000,31810,9030007442957508019,non_menu_or_unmapped_name
2025-11-12,20,2,BKK_Sukhumvit,แก้วเปล่า,35.0,3,105.0,LM-RC000,32425,16481994119340713717,non_menu_or_unmapped_name
2025-10-05,9,6,Pattaya_Beach,Combo Set A (2 แก้ว),0.0,2,0.0,GB-RC000,32621,1228693399057374466,non_menu_or_unmapped_name
2026-07-19,23,6,Pattaya_Beach,Combo Set A (2 แก้ว),59.0,1,59.0,LM-RC000,32814,14257518598347828601,non_menu_or_unmapped_name
2025-11-19,15,2,Pattaya_Beach,แก้วเปล่า,0.0,3,0.0,GB-RC000,33082,5296129604906836983,non_menu_or_unmapped_name
2025-10-14,9,1,Pattaya_Central,Combo Set A (2 แก้ว),0.0,1,0.0,GB-RC000,33380,8581383549589479165,non_menu_or_unmapped_name
2025-11-09,23,6,BKK_Ladprao,น้ำส้มปั่น (เมนูทดลอง),99.0,2,198.0,LM-RC000,33391,5153750238293772244,non_menu_or_unmapped_name
2026-05-19,21,1,Pattaya_Central,น้ำส้มปั่น (เมนูทดลอง),99.0,1,99.0,GB-RC000,33407,14385148776456253760,non_menu_or_unmapped_name
2026-01-21,22,2,BKK_Sukhumvit,แก้วเปล่า,99.0,3,297.0,GB-RC000,33455,447239694701266209,non_menu_or_unmapped_name
2026-08-28,7,4,Pattaya_Beach,Combo Set A (2 แก้ว),0.0,2,0.0,GB-RC000,33522,7028413418289081798,non_menu_or_unmapped_name
2026-06-02,13,1,Pattaya_Beach,น้ำส้มปั่น (เมนูทดลอง),35.0,1,35.0,GB-RC000,33623,14040829946961919645,non_menu_or_unmapped_name
2026-03-02,15,0,BKK_Ladprao,แก้วเปล่า,59.0,3,177.0,GB-RC000,34017,10484145368397534893,non_menu_or_unmapped_name
2026-07-30,18,3,BKK_Sukhumvit,Combo Set A (2 แก้ว),59.0,3,177.0,GB-RC000,34316,14344704411952685475,non_menu_or_unmapped_name
2026-05-01,4,4,BKK_Sukhumvit,แก้วเปล่า,59.0,2,118.0,GB-RC000,34390,12843700237652804778,non_menu_or_unmapped_name
2025-09-21,13,6,Pattaya_Central,น้ำส้มปั่น (เมนูทดลอง),35.0,2,70.0,LM-RC000,35151,6872130292782132024,non_menu_or_unmapped_name
2026-04-04,16,5,BKK_Ladprao,Combo Set A (2 แก้ว),35.0,3,105.0,GB-RC000,35649,15012611145155458117,non_menu_or_unmapped_name
2026-08-31,22,0,Pattaya_Beach,แก้วเปล่า,35.0,1,35.0,LM-RC000,35795,17824190996695753248,non_menu_or_unmapped_name
2026-03-15,23,6,Pattaya_Central,แก้วเปล่า,35.0,3,105.0,LM-RC000,36017,5038777599268660858,non_menu_or_unmapped_name
2026-08-14,7,4,BKK_Ladprao,น้ำส้มปั่น (เมนูทดลอง),99.0,1,99.0,LM-RC000,36052,15132661623916874295,non_menu_or_unmapped_name
2026-05-01,1,4,BKK_Sukhumvit,น้ำส้มปั่น (เมนูทดลอง),0.0,1,0.0,LM-RC000,36080,5618129486026634993,non_menu_or_unmapped_name
2026-05-28,11,3,Pattaya_Beach,น้ำส้มปั่น (เมนูทดลอง),99.0,3,297.0,LM-RC000,36126,9782543464788601503,non_menu_or_unmapped_name
2026-06-21,11,6,Pattaya_Central,Combo Set A (2 แก้ว),59.0,1,59.0,GB-RC000,36201,10104849828263085572,non_menu_or_unmapped_name
2026-04-10,20,4,BKK_Ladprao,น้ำส้มปั่น (เมนูทดลอง),35.0,2,70.0,LM-RC000,37005,13557321809709188292,non_menu_or_unmapped_name
2026-08-12,23,2,Pattaya_Central,แก้วเปล่า,99.0,2,198.0,GB-RC000,37276,17323513215429775768,non_menu_or_unmapped_name
2025-10-16,1,3,BKK_Sukhumvit,Combo Set A (2 แก้ว),0.0,2,0.0,LM-RC000,37320,5200996237650930285,non_menu_or_unmapped_name
2026-07-19,6,6,Pattaya_Central,น้ำส้มปั่น (เมนูทดลอง),59.0,1,59.0,LM-RC000,37914,3208744272405440312,non_menu_or_unmapped_name
2026-01-24,1,5,Pattaya_Central,แก้วเปล่า,59.0,3,177.0,LM-RC000,37984,16812872440202955872,non_menu_or_unmapped_name
2025-10-08,6,2,BKK_Sukhumvit,น้ำส้มปั่น (เมนูทดลอง),59.0,2,118.0,GB-RC000,38097,17202741436483582837,non_menu_or_unmapped_name
2025-11-30,5,6,Pattaya_Central,น้ำส้มปั่น (เมนูทดลอง),59.0,3,177.0,LM-RC000,38324,17392800517664015440,non_menu_or_unmapped_name
2025-12-06,11,5,BKK_Ladprao,น้ำส้มปั่น (เมนูทดลอง),35.0,1,35.0,GB-RC000,38529,15381212869096833837,non_menu_or_unmapped_name
2026-06-06,20,5,Pattaya_Central,น้ำส้มปั่น (เมนูทดลอง),99.0,1,99.0,LM-RC000,39660,10887082542254400450,non_menu_or_unmapped_name
2025-09-20,11,5,BKK_Sukhumvit,น้ำส้มปั่น (เมนูทดลอง),35.0,1,35.0,LM-RC000,40460,16628853520605170651,non_menu_or_unmapped_name
2025-11-27,13,3,BKK_Ladprao,แก้วเปล่า,99.0,1,99.0,GB-RC000,40709,16511249576465834091,non_menu_or_unmapped_name
2026-08-21,9,4,BKK_Sukhumvit,Combo Set A (2 แก้ว),35.0,3,105.0,GB-RC000,40739,969636982056857808,non_menu_or_unmapped_name
2025-10-30,12,3,Pattaya_Beach,แก้วเปล่า,0.0,3,0.0,GB-RC000,42104,16044282419815440825,non_menu_or_unmapped_name
2025-09-24,9,2,Pattaya_Central,Combo Set A (2 แก้ว),0.0,3,0.0,LM-RC000,42663,14649210205382809906,non_menu_or_unmapped_name
2025-12-22,9,0,Pattaya_Beach,แก้วเปล่า,35.0,2,70.0,LM-RC000,43256,9416577727436439913,non_menu_or_unmapped_name
2026-04-28,13,1,BKK_Sukhumvit,Combo Set A (2 แก้ว),0.0,2,0.0,LM-RC000,43340,314760924273644409,non_menu_or_unmapped_name
2026-04-16,15,3,BKK_Sukhumvit,น้ำส้มปั่น (เมนูทดลอง),59.0,2,118.0,GB-RC000,43767,287892132110094401,non_menu_or_unmapped_name
2026-06-12,2,4,BKK_Sukhumvit,Combo Set A (2 แก้ว),0.0,1,0.0,GB-RC000,44772,4403118515002276380,non_menu_or_unmapped_name
2026-08-06,17,3,BKK_Sukhumvit,Combo Set A (2 แก้ว),59.0,2,118.0,GB-RC000,44999,14188150483267236070,non_menu_or_unmapped_name
2026-07-03,22,4,Pattaya_Beach,แก้วเปล่า,0.0,2,0.0,GB-RC000,45081,14569730753154421562,non_menu_or_unmapped_name
2026-07-09,22,3,BKK_Sukhumvit,น้ำส้มปั่น (เมนูทดลอง),0.0,3,0.0,LM-RC000,45129,6199826899240111512,non_menu_or_unmapped_name
2026-06-27,18,5,Pattaya_Beach,น้ำส้มปั่น (เมนูทดลอง),99.0,2,198.0,GB-RC000,45219,14055719833120107668,non_menu_or_unmapped_name
2026-08-06,18,3,BKK_Ladprao,แก้วเปล่า,0.0,3,0.0,LM-RC000,45538,15705729061783307017,non_menu_or_unmapped_name
2026-05-25,16,0,BKK_Sukhumvit,น้ำส้มปั่น (เมนูทดลอง),99.0,3,297.0,LM-RC000,45660,7087639299077131505,non_menu_or_unmapped_name
2025-12-02,1,1,BKK_Sukhumvit,แก้วเปล่า,99.0,3,297.0,LM-RC000,45759,17813489297287421224,non_menu_or_unmapped_name
2026-01-02,19,4,Pattaya_Beach,น้ำส้มปั่น (เมนูทดลอง),59.0,1,59.0,LM-RC000,46035,8860882252190326215,non_menu_or_unmapped_name
2026-08-26,3,2,Pattaya_Beach,Combo Set A (2 แก้ว),0.0,1,0.0,LM-RC000,46062,4084840237636500741,non_menu_or_unmapped_name
2026-05-06,3,2,BKK_Sukhumvit,น้ำส้มปั่น (เมนูทดลอง),99.0,1,99.0,GB-RC000,46815,2878731028132114185,non_menu_or_unmapped_name
2026-04-19,15,6,Pattaya_Central,น้ำส้มปั่น (เมนูทดลอง),99.0,1,99.0,GB-RC000,46879,7810509578012259508,non_menu_or_unmapped_name
2025-12-06,14,5,Pattaya_Central,แก้วเปล่า,35.0,3,105.0,LM-RC000,46931,1421570312653272901,non_menu_or_unmapped_name
2026-06-23,20,1,BKK_Sukhumvit,แก้วเปล่า,0.0,1,0.0,GB-RC000,47152,1595475628267209443,non_menu_or_unmapped_name
2025-10-22,16,2,BKK_Ladprao,น้ำส้มปั่น (เมนูทดลอง),99.0,1,99.0,GB-RC000,47431,15821911151678326514,non_menu_or_unmapped_name
2026-04-28,7,1,BKK_Sukhumvit,Combo Set A (2 แก้ว),99.0,1,99.0,LM-RC000,47584,8174410910288785663,non_menu_or_unmapped_name
2026-04-13,22,0,Pattaya_Beach,Combo Set A (2 แก้ว),35.0,2,70.0,LM-RC000,48954,9230155415428586914,non_menu_or_unmapped_name
2026-03-22,19,6,BKK_Ladprao,น้ำส้มปั่น (เมนูทดลอง),99.0,2,198.0,LM-RC000,48980,6110330514007294842,non_menu_or_unmapped_name
2025-12-25,14,3,BKK_Sukhumvit,น้ำส้มปั่น (เมนูทดลอง),35.0,3,105.0,GB-RC000,49150,4173665079073867489,non_menu_or_unmapped_name
2026-02-25,7,2,BKK_Sukhumvit,น้ำส้มปั่น (เมนูทดลอง),99.0,3,297.0,LM-RC000,49189,6647756852728552038,non_menu_or_unmapped_name
2026-06-16,22,1,Pattaya_Central,น้ำส้มปั่น (เมนูทดลอง),59.0,3,177.0,GB-RC000,49941,10987309644250191149,non_menu_or_unmapped_name
2026-01-30,22,4,BKK_Ladprao,แก้วเปล่า,59.0,3,177.0,GB-RC000,50667,1681990279179324666,non_menu_or_unmapped_name
2026-08-24,15,0,BKK_Sukhumvit,Combo Set A (2 แก้ว),59.0,2,118.0,LM-RC000,51200,9083245965650749676,non_menu_or_unmapped_name
2026-05-29,21,4,Pattaya_Central,แก้วเปล่า,99.0,1,99.0,GB-RC000,51281,2329137243618606321,non_menu_or_unmapped_name
2025-10-25,0,5,Pattaya_Beach,น้ำส้มปั่น (เมนูทดลอง),99.0,3,297.0,LM-RC000,51309,2272957506696068615,non_menu_or_unmapped_name
2026-06-24,11,2,BKK_Sukhumvit,น้ำส้มปั่น (เมนูทดลอง),99.0,1,99.0,LM-RC000,51513,5093608055847068131,non_menu_or_unmapped_name
2025-10-18,7,5,BKK_Ladprao,แก้วเปล่า,99.0,1,99.0,LM-RC000,51544,7934930751458216046,non_menu_or_unmapped_name
2026-02-08,13,6,BKK_Ladprao,แก้วเปล่า,59.0,3,177.0,LM-RC000,51931,4009431845387392048,non_menu_or_unmapped_name
2025-09-26,9,4,BKK_Sukhumvit,แก้วเปล่า,59.0,3,177.0,LM-RC000,51956,4022267785570168163,non_menu_or_unmapped_name
2026-05-25,8,0,BKK_Ladprao,Combo Set A (2 แก้ว),59.0,1,59.0,GB-RC000,52116,10385027566728839696,non_menu_or_unmapped_name
2026-04-18,22,5,BKK_Sukhumvit,Combo Set A (2 แก้ว),99.0,2,198.0,LM-RC000,52261,5817186596369887317,non_menu_or_unmapped_name
2026-04-17,17,4,Pattaya_Beach,Combo Set A (2 แก้ว),35.0,1,35.0,LM-RC000,52680,16222561636645800827,non_menu_or_unmapped_name
2026-08-31,22,0,Pattaya_Beach,น้ำส้มปั่น (เมนูทดลอง),0.0,3,0.0,LM-RC000,52877,2392532369095048363,non_menu_or_unmapped_name
2025-10-27,11,0,Pattaya_Central,น้ำส้มปั่น (เมนูทดลอง),35.0,3,105.0,LM-RC000,52995,12719108113977397279,non_menu_or_unmapped_name
2025-10-22,7,2,Pattaya_Beach,Combo Set A (2 แก้ว),99.0,1,99.0,GB-RC000,53945,351675268758843638,non_menu_or_unmapped_name
2026-05-11,15,0,Pattaya_Beach,น้ำส้มปั่น (เมนูทดลอง),59.0,3,177.0,GB-RC000,54064,5048336043855940032,non_menu_or_unmapped_name
2025-11-07,13,4,Pattaya_Central,น้ำส้มปั่น (เมนูทดลอง),99.0,3,297.0,LM-RC000,55105,8061613282740611907,non_menu_or_unmapped_name
2026-05-23,8,5,Pattaya_Central,Combo Set A (2 แก้ว),59.0,2,118.0,GB-RC000,55109,17474579160896149037,non_menu_or_unmapped_name
2025-10-21,6,1,Pattaya_Central,น้ำส้มปั่น (เมนูทดลอง),0.0,2,0.0,GB-RC000,55390,6393117033452792315,non_menu_or_unmapped_name
2025-09-14,20,6,BKK_Sukhumvit,Combo Set A (2 แก้ว),0.0,3,0.0,LM-RC000,55891,4413357783046391850,non_menu_or_unmapped_name
2026-06-09,21,1,BKK_Sukhumvit,น้ำส้มปั่น (เมนูทดลอง),35.0,2,70.0,GB-RC000,55897,16061842282844049975,non_menu_or_unmapped_name
2026-02-28,9,5,Pattaya_Central,แก้วเปล่า,35.0,2,70.0,GB-RC000,56049,4287790644914476408,non_menu_or_unmapped_name
2026-01-31,21,5,Pattaya_Central,น้ำส้มปั่น (เมนูทดลอง),59.0,2,118.0,LM-RC000,56064,12702077782734316873,non_menu_or_unmapped_name
2026-04-17,20,4,BKK_Ladprao,น้ำส้มปั่น (เมนูทดลอง),0.0,3,0.0,GB-RC000,56369,8778747093084928365,non_menu_or_unmapped_name
2026-04-11,5,5,BKK_Sukhumvit,Combo Set A (2 แก้ว),99.0,1,99.0,GB-RC000,56452,3251621647447090602,non_menu_or_unmapped_name
2025-11-12,6,2,Pattaya_Central,แก้วเปล่า,99.0,3,297.0,LM-RC000,56614,8074440671909524155,non_menu_or_unmapped_name
2026-04-21,14,1,BKK_Ladprao,น้ำส้มปั่น (เมนูทดลอง),35.0,1,35.0,LM-RC000,56996,11624825655213413594,non_menu_or_unmapped_name
