date,hour,day_of_week,kitchen,item_name_raw,price_thb,units_sold,gross_revenue_thb,rate_code,source_row_id,duplicate_key,exception_reason
2025-11-19,23,2,Pattaya_Central,guava ice,49.0,4,196.0,LM-RC000,39598,1517573431604843585,exact_duplicate
2026-07-06,13,0,BKK_Sukhumvit,Guava Smoothie,49.0,3,147.0,LM-RC000,39659,11001302821548857957,exact_duplicate
2026-01-25,7,6,Pattaya_Central,Pineapple Smoothie,49.0,4,196.0,LM-RC000,40069,6748993211599796798,exact_duplicate
2026-07-27,1,0,Pattaya_Beach,Guava Ice,49.0,1,49.0,LM-RC000,40376,17510330137523709119,exact_duplicate
2025-11-25,18,1,Pattaya_Beach,ฝรั่งปั่น,49.0,5,245.0,LM-RC000,40603,4975389404005984474,exact_duplicate
2026-06-29,21,0,Pattaya_Central,ฝรั่งปั่น,49.0,6,294.0,GB-RC000,40869,13533343494881034251,exact_duplicate
2026-04-04,19,5,BKK_Ladprao,Watermelon Ice,36.0,11,396.0,LM-RC102,41111,1175647842759312551,exact_duplicate
2026-03-14,22,5,Pattaya_Central,Watermelon smoothy,45.0,31,1395.0,LM-RC000,41756,7226295524591832134,exact_duplicate
2026-08-19,1,2,BKK_Sukhumvit,Watermelon Ice,45.0,1,45.0,GB-RC000,42261,17062596798394320817,exact_duplicate
2025-11-30,15,6,BKK_Ladprao,Pineapple smoothie ,49.0,5,245.0,GB-RC000,42317,1454651113076437193,exact_duplicate
2025-11-17,9,0,Pattaya_Central,เสาวรสปั่นเข้มข้น,65.0,2,130.0,GB-RC000,42389,10224097223240364604,exact_duplicate
2026-04-02,17,3,BKK_Ladprao,แตงโมปั่น (ไซส์ M),45.0,10,450.0,LM-RC000,42843,11793353380270885018,exact_duplicate
2026-04-25,7,5,Pattaya_Beach,Pineapple Smoothie,41.65,1,41.65,LM-RC101-PA,43342,4543448685182969523,exact_duplicate
2026-04-21,19,1,BKK_Ladprao,Guava Smoothie,49.0,1,49.0,GB-RC000,44812,1979266633160505557,exact_duplicate
2026-06-13,8,5,BKK_Sukhumvit,Pineapple Smoothie,49.0,4,196.0,GB-RC000,45763,14486241216563789278,exact_duplicate
2026-03-05,11,3,Pattaya_Central,pineapple ice,49.0,12,588.0,GB-RC000,46132,9396362615749060713,exact_duplicate
2026-08-10,15,0,Pattaya_Beach,Passion Fruit Smoothie,57.2,2,114.4,LM-RC103,46910,17532981604887071608,exact_duplicate
2025-12-15,20,0,Pattaya_Central,แตงโมปั่น,45.0,12,540.0,LM-RC000,48888,3532372037100222184,exact_duplicate
2025-10-14,18,1,BKK_Ladprao,เสาวรสปั่น,65.0,1,65.0,GB-RC000,50205,17116889074563267003,exact_duplicate
2026-05-15,6,4,Pattaya_Beach,Passion Fruit Ice,65.0,1,65.0,GB-RC000,51424,9359171360826952626,exact_duplicate
2026-05-21,18,3,Pattaya_Beach,ฝรั่งปั่น,49.0,4,196.0,LM-RC000,51757,8846786112723248955,exact_duplicate
2026-01-07,7,2,Pattaya_Beach,Watermelon Ice,45.0,3,135.0,GB-RC000,51942,17154404212551948593,exact_duplicate
2026-04-13,6,0,BKK_Sukhumvit,ฝรั่งปั่น (ใส่เกลือ),49.0,3,147.0,GB-RC000,52030,13042452385717117329,exact_duplicate
2026-06-08,23,0,Pattaya_Central,Pineapple Smoothie,49.0,10,490.0,GB-RC000,52414,765395137705603976,exact_duplicate
2025-12-22,18,0,Pattaya_Central,Pineapple smoothie ,49.0,13,637.0,GB-RC000,52623,11047679738081551762,exact_duplicate
2026-04-20,17,0,BKK_Ladprao,ฝรั่งปั่น,49.0,5,245.0,LM-RC000,52719,6877210502655673273,exact_duplicate
2026-08-14,20,4,BKK_Ladprao,สัปปะรดปั่น,49.0,2,98.0,LM-RC000,53068,10101021257626714365,exact_duplicate
2025-12-17,11,2,BKK_Sukhumvit,Guava Ice,49.0,4,196.0,GB-RC000,53115,16724193863204443451,exact_duplicate
2025-09-07,17,6,Pattaya_Central,แตงโมปั่น,45.0,23,1035.0,GB-RC000,53375,1165450194036181065,exact_duplicate
2025-10-18,12,5,Pattaya_Central,guava ice,49.0,6,294.0,GB-RC000,53803,10272397447411208520,exact_duplicate
2026-08-06,12,3,BKK_Ladprao,Watermelon smoothy,45.0,5,225.0,LM-RC000,53814,4893860481217023564,exact_duplicate
2026-03-30,22,0,Pattaya_Beach,Pineapple Smoothie,49.0,10,490.0,LM-RC000,53928,7273812705102650812,exact_duplicate
2026-02-23,18,0,BKK_Sukhumvit,Watermelon Ice,45.0,13,585.0,LM-RC000,54299,15465096024789365157,exact_duplicate
2025-12-22,21,0,Pattaya_Beach,สัปปะรดปั่น,49.0,7,343.0,LM-RC000,54465,12238314269718119858,exact_duplicate
2026-02-13,13,4,BKK_Sukhumvit,ฝรั่งปั่น,49.0,1,49.0,LM-RC000,54781,1647356483381946537,exact_duplicate
2025-10-22,19,2,BKK_Sukhumvit,แตงโมปั่น (ไซส์ M),45.0,9,405.0,LM-RC000,55416,6013701688160877527,exact_duplicate
2026-05-09,11,5,BKK_Sukhumvit,Guava Ice,49.0,4,196.0,GB-RC000,56202,6170977109441957466,exact_duplicate
2026-06-25,13,3,Pattaya_Beach,Pineapple smoothie ,43.12,7,301.84,LM-RC103,57122,16993075532527816637,exact_duplicate
2026-04-26,1,6,Pattaya_Beach,Guava Ice,49.0,4,196.0,LM-RC000,57485,11367153346245242680,exact_duplicate
2026-05-27,2,2,Pattaya_Beach,pineapple ice,49.0,3,147.0,GB-RC000,57503,13955137775748634936,exact_duplicate
2026-07-10,13,4,Pattaya_Central,สัปปะรดปั่น,49.0,10,490.0,GB-RC000,57978,11026814536357697454,exact_duplicate
2026-03-02,0,0,Pattaya_Central,Guava Ice,49.0,1,49.0,GB-RC000,58242,5127315864032395690,exact_duplicate
2026-06-22,20,0,BKK_Ladprao,Mixed Berry Premium,89.0,1,89.0,LM-RC000,58695,2418836979073978579,exact_duplicate
2026-03-18,9,2,BKK_Sukhumvit,Guava Smoothie,49.0,2,98.0,LM-RC000,58957,4038587257458245595,exact_duplicate
2025-09-15,23,0,Pattaya_Central,Passion Fruit Ice,57.2,2,114.4,LM-RC103,59015,11870268682526767755,exact_duplicate
2026-08-03,22,0,Pattaya_Beach,เบอร์รี่ปั่นพรีเมียม,89.0,2,178.0,LM-RC000,59035,6648252180564961978,exact_duplicate
2026-05-26,22,1,Pattaya_Beach,guava ice,49.0,8,392.0,LM-RC000,59249,18329385502492952019,exact_duplicate
2026-05-23,0,5,Pattaya_Beach,passionfruit ice,65.0,2,130.0,GB-RC000,59306,13753951950015901771,exact_duplicate
2026-04-27,13,0,BKK_Ladprao,pineapple ice,49.0,10,490.0,GB-RC000,60266,18116536398113189101,exact_duplicate
2025-10-17,10,4,Pattaya_Beach,Pineapple Smoothie,43.12,1,43.12,LM-RC103,60719,11648051457777037185,exact_duplicate
2026-06-20,21,5,BKK_Ladprao,Guava Smoothie,49.0,4,196.0,LM-RC000,60728,61755966941617753,exact_duplicate
2026-04-23,23,3,BKK_Sukhumvit,Pineapple smoothie ,49.0,8,392.0,GB-RC000,61295,15157683801704109970,exact_duplicate
2025-12-07,11,6,Pattaya_Central,watermelon ice,45.0,14,630.0,GB-RC000,61562,7808569668104082591,exact_duplicate
2026-04-01,9,2,BKK_Ladprao,Guava Smoothie,49.0,2,98.0,LM-RC000,61609,6313712931402688086,exact_duplicate
2025-12-28,17,6,BKK_Ladprao,Passion Fruit Ice,65.0,2,130.0,GB-RC000,62845,9508358102971759942,exact_duplicate
2026-04-16,10,3,BKK_Sukhumvit,Pineapple Smoothie,49.0,12,588.0,LM-RC000,63344,7010880713588833796,exact_duplicate
2025-09-12,23,4,BKK_Ladprao,Pineapple Ice,49.0,3,147.0,GB-RC000,63454,15359736876497821019,exact_duplicate
2025-12-06,11,5,BKK_Ladprao,Pineapple Ice,49.0,2,98.0,GB-RC000,63872,15737712193784835672,exact_duplicate
2026-04-01,19,2,BKK_Ladprao,Watermelon Ice,45.0,7,315.0,LM-RC000,63919,2056888501705371580,exact_duplicate
2026-05-25,16,0,Pattaya_Central,ฝรั่งปั่น,49.0,8,392.0,LM-RC000,64068,16684867783990327513,exact_duplicate
2026-08-04,23,1,Pattaya_Beach,Watermelon smoothy,45.0,13,585.0,LM-RC000,64218,5353544836640611163,exact_duplicate
2026-05-25,13,0,BKK_Ladprao,Mixed Berry (Premium),89.0,1,89.0,GB-RC000,64369,6107500575252203860,exact_duplicate
2026-03-19,16,3,BKK_Ladprao,สัปปะรดปั่น,49.0,7,343.0,GB-RC000,64542,13592012944566590710,exact_duplicate
2026-05-05,16,1,BKK_Ladprao,passionfruit ice,52.0,5,260.0,LM-RC102,64653,9222000587195332636,exact_duplicate
2026-05-04,0,0,Pattaya_Central,guava ice,49.0,1,49.0,LM-RC000,65438,2242548168432120140,exact_duplicate
2026-01-12,9,0,Pattaya_Beach,ฝรั่งปั่น,49.0,4,196.0,GB-RC000,65908,13841892436948721170,exact_duplicate
2026-04-17,17,4,BKK_Ladprao,Passion Fruit Smoothie,65.0,1,65.0,LM-RC000,66047,9233915525013803432,exact_duplicate
2025-09-05,9,4,BKK_Ladprao,Pineapple Ice,41.65,1,41.65,GB-RC101-PA,66062,968780915155839790,exact_duplicate
2026-06-17,2,2,Pattaya_Beach,guava ice,43.12,1,43.12,LM-RC103,66208,571768113051224514,exact_duplicate
2025-11-24,22,0,Pattaya_Central,Guava Smoothie,49.0,6,294.0,GB-RC000,66260,10559216862547352859,exact_duplicate
2026-05-26,13,1,BKK_Sukhumvit,Guava Smoothie,49.0,6,294.0,GB-RC000,66442,1027206772954496624,exact_duplicate
2025-09-05,16,4,Pattaya_Central,เสาวรสปั่น,65.0,2,130.0,GB-RC000,66550,6385360000812868158,exact_duplicate
2026-03-16,17,0,BKK_Ladprao,Guava Ice,49.0,3,147.0,LM-RC000,66834,13537877249751317496,exact_duplicate
2026-05-29,14,4,BKK_Sukhumvit,ฝรั่งปั่น,49.0,5,245.0,LM-RC000,66925,15988828611131322246,exact_duplicate
2026-03-25,2,2,Pattaya_Central,Guava Ice,49.0,3,147.0,LM-RC000,67251,9807405674683709806,exact_duplicate
2026-05-22,8,4,Pattaya_Central,watermelon ice,45.0,9,405.0,LM-RC000,68228,7268694989812444269,exact_duplicate
2025-09-20,9,5,Pattaya_Beach,watermelon ice,45.0,6,270.0,GB-RC000,68483,9032648881326969033,exact_duplicate
2025-11-27,8,3,Pattaya_Beach,แตงโมปั่น (ไซส์ M),45.0,4,180.0,GB-RC000,68715,7620102322521813845,exact_duplicate
2026-08-05,15,2,BKK_Sukhumvit,แตงโมปั่น,45.0,9,405.0,LM-RC000,68917,12939895719551606981,exact_duplicate
2025-12-09,3,1,BKK_Sukhumvit,ฝรั่งปั่น (ใส่เกลือ),49.0,2,98.0,LM-RC000,69828,8243497583755924628,exact_duplicate
2026-06-01,12,0,Pattaya_Central,watermelon ice,45.0,14,630.0,GB-RC000,70052,2344577473641858584,exact_duplicate
2026-08-12,12,2,BKK_Ladprao,Watermelon Smoothie,45.0,4,180.0,LM-RC000,70675,444294247253283291,exact_duplicate
2025-11-07,16,4,Pattaya_Beach,ฝรั่งปั่น,49.0,4,196.0,GB-RC000,70690,8373193065909345547,exact_duplicate
2026-05-01,16,4,BKK_Ladprao,guava ice,49.0,4,196.0,GB-RC000,71195,1059225337743847215,exact_duplicate
2025-10-05,15,6,Pattaya_Central,Pineapple smoothie ,49.0,3,147.0,GB-RC000,71806,1380882192317862133,exact_duplicate
2026-03-29,6,6,BKK_Sukhumvit,แตงโมปั่น,45.0,3,135.0,GB-RC000,71877,16974612300259909694,exact_duplicate
2025-12-17,22,2,BKK_Sukhumvit,Guava Smoothie,49.0,3,147.0,GB-RC000,71939,13374348645037188716,exact_duplicate
2026-02-26,19,3,BKK_Ladprao,สับปะรดปั่น,49.0,3,147.0,LM-RC000,72096,16719575855042238309,exact_duplicate
2026-02-04,15,2,Pattaya_Central,Passion Fruit Smoothie,65.0,5,325.0,GB-RC000,72539,11948975321790038681,exact_duplicate
2026-04-24,19,4,Pattaya_Beach,สัปปะรดปั่น,49.0,10,490.0,LM-RC000,73151,5270193902663063054,exact_duplicate
2026-05-03,1,6,Pattaya_Beach,guava ice,49.0,2,98.0,GB-RC000,73187,18113541200108866229,exact_duplicate
2026-02-17,23,1,BKK_Sukhumvit,Passion Fruit Smoothie,65.0,7,455.0,GB-RC000,73315,17815932239096284445,exact_duplicate
2026-07-12,9,6,BKK_Ladprao,Watermelon Smoothie,45.0,3,135.0,GB-RC000,73499,17114807271193854043,exact_duplicate
2025-12-08,0,0,Pattaya_Central,แตงโมปั่น (ไซส์ M),45.0,3,135.0,GB-RC000,73535,18165086349889346421,exact_duplicate
2026-03-30,16,0,BKK_Ladprao,Passion Fruit Smoothie,65.0,2,130.0,GB-RC000,73711,9031357720254128317,exact_duplicate
2026-02-18,4,2,Pattaya_Central,แตงโมปั่นสด,45.0,2,90.0,LM-RC000,73957,17327340821224562613,exact_duplicate
2025-10-02,7,3,Pattaya_Beach,แตงโมปั่น (ไซส์ M),45.0,2,90.0,GB-RC000,74134,15892653025840293714,exact_duplicate
2025-12-25,15,3,BKK_Sukhumvit,เสาวรสปั่น,65.0,1,65.0,LM-RC000,75066,14964248745382487895,exact_duplicate
2026-04-13,3,0,BKK_Ladprao,Passion Fruit Smoothie,65.0,1,65.0,LM-RC000,75100,14425631293462345311,exact_duplicate
2026-05-13,6,2,Pattaya_Beach,Watermelon Smoothie,45.0,2,90.0,GB-RC000,75217,16879702532683025774,exact_duplicate
2026-06-24,15,2,BKK_Ladprao,แตงโมปั่นสด,45.0,4,180.0,LM-RC000,75220,3897990364066725744,exact_duplicate
2026-08-15,0,5,Pattaya_Central,Pineapple Ice,49.0,3,147.0,LM-RC000,75560,2422665873932234698,exact_duplicate
2025-12-18,14,3,Pattaya_Beach,แตงโมปั่นสด,45.0,8,360.0,LM-RC000,76340,8083444597435163231,exact_duplicate
2026-06-11,3,3,Pattaya_Central,Pineapple Smoothie,49.0,2,98.0,GB-RC000,76499,4031661057318020585,exact_duplicate
2025-11-22,10,5,Pattaya_Beach,Watermelon Smoothie,45.0,9,405.0,GB-RC000,76941,2212176155597395752,exact_duplicate
2025-10-13,23,0,Pattaya_Beach,Pineapple smoothie ,49.0,10,490.0,GB-RC000,77008,12778586127549658197,exact_duplicate
2026-02-09,9,0,Pattaya_Central,สัปปะรดปั่น,49.0,5,245.0,LM-RC000,77079,5159327626983783959,exact_duplicate
2025-12-13,23,5,Pattaya_Beach,Pineapple smoothie ,49.0,9,441.0,LM-RC000,77215,11335410605167653737,exact_duplicate
2025-09-03,22,2,Pattaya_Beach,สัปปะรดปั่น,49.0,6,294.0,LM-RC000,77350,16717999687470991100,exact_duplicate
2025-10-31,15,4,BKK_Ladprao,ฝรั่งปั่น (ใส่เกลือ),49.0,2,98.0,GB-RC000,77566,5513340078157179972,exact_duplicate
2025-11-27,13,3,BKK_Ladprao,แก้วเปล่า,99.0,1,99.0,GB-RC000,77773,16511249576465834091,exact_duplicate
2025-12-12,9,4,Pattaya_Central,passionfruit ice,52.0,10,520.0,LM-RC102,77851,8663454101921229628,exact_duplicate
2026-06-01,23,0,BKK_Ladprao,guava ice,49.0,2,98.0,LM-RC000,78194,8794931409794551271,exact_duplicate
2026-08-06,20,3,BKK_Ladprao,Watermelon smoothy,45.0,3,135.0,LM-RC000,78196,7259197613430661449,exact_duplicate
2026-02-19,23,3,BKK_Sukhumvit,เสาวรสปั่นเข้มข้น,65.0,4,260.0,LM-RC000,78304,15809772484664284905,exact_duplicate
2025-09-26,14,4,BKK_Sukhumvit,Guava Smoothie,49.0,2,98.0,LM-RC000,78426,4057171152680589825,exact_duplicate
2025-11-14,10,4,BKK_Sukhumvit,สับปะรดปั่น,49.0,3,147.0,LM-RC000,78427,9880370440983941296,exact_duplicate
2026-03-31,6,1,Pattaya_Beach,สัปปะรดปั่น,49.0,1,49.0,LM-RC000,78943,2524209590512813572,exact_duplicate
2025-12-30,1,1,Pattaya_Central,watermelon ice,45.0,3,135.0,GB-RC000,79642,643474391773436025,exact_duplicate
2025-12-02,13,1,Pattaya_Central,Pineapple smoothie ,49.0,10,490.0,GB-RC000,79776,1711013638354058746,exact_duplicate
2025-09-03,20,2,Pattaya_Beach,Guava Ice,49.0,2,98.0,LM-RC000,80567,16954321591799740877,exact_duplicate
2026-04-27,15,0,BKK_Ladprao,เบอร์รี่รวมพรีเมียม,89.0,2,178.0,GB-RC000,81103,16066639066630020615,exact_duplicate
2026-08-27,9,3,BKK_Sukhumvit,เสาวรสปั่น,65.0,2,130.0,LM-RC000,81400,10602608721486117219,exact_duplicate
2026-01-27,15,1,Pattaya_Central,สับปะรดปั่น,49.0,2,98.0,GB-RC000,81474,15409723399178426535,exact_duplicate
2025-10-20,7,0,Pattaya_Beach,สัปปะรดปั่น,49.0,4,196.0,GB-RC000,82147,2087572356042258753,exact_duplicate
2026-08-07,16,4,BKK_Sukhumvit,pineapple ice,49.0,4,196.0,GB-RC000,82425,6164032915117484273,exact_duplicate
2026-05-06,22,2,Pattaya_Beach,Guava Ice,49.0,6,294.0,GB-RC000,82668,12725227322177390588,exact_duplicate
2025-09-24,10,2,BKK_Sukhumvit,Pineapple Smoothie,49.0,2,98.0,LM-RC000,82829,9320086084595786335,exact_duplicate
2026-06-06,16,5,Pattaya_Beach,Mixed Berry Premium,71.2,2,142.4,GB-RC102,82870,2549833259064215641,exact_duplicate
2026-05-13,1,2,Pattaya_Central,passionfruit ice,65.0,2,130.0,LM-RC000,83128,2669992709920347156,exact_duplicate
2025-11-23,11,6,BKK_Sukhumvit,pineapple ice,49.0,7,343.0,GB-RC000,83241,15040423578560429028,exact_duplicate
2026-07-04,20,5,Pattaya_Central,สับปะรดปั่น,49.0,5,245.0,LM-RC000,83311,7247178191639956000,exact_duplicate
2026-06-20,0,5,BKK_Ladprao,Guava Ice,49.0,1,49.0,LM-RC000,84152,1743460666484791181,exact_duplicate
2025-09-14,9,6,BKK_Ladprao,Pineapple Smoothie,49.0,4,196.0,GB-RC000,84394,7599996323154786451,exact_duplicate
2026-03-05,0,3,BKK_Sukhumvit,Watermelon Smoothie,45.0,6,270.0,LM-RC000,84491,12451002389998883578,exact_duplicate
2026-07-20,2,0,BKK_Ladprao,Watermelon Smoothie,45.0,2,90.0,LM-RC000,84504,6830530803558640536,exact_duplicate
2026-06-16,8,1,BKK_Ladprao,แตงโมปั่น (ไซส์ M),45.0,3,135.0,LM-RC000,85369,14200088733717900853,exact_duplicate
2026-06-21,17,6,BKK_Sukhumvit,เบอร์รี่รวมพรีเมียม,89.0,2,178.0,GB-RC000,85525,8518124484711411695,exact_duplicate
2025-09-05,9,4,Pattaya_Beach,Pineapple Ice,41.65,5,208.25,GB-RC101-PA,86112,5255598328740925107,exact_duplicate
2026-04-18,8,5,BKK_Ladprao,Passion Fruit Ice,65.0,2,130.0,LM-RC000,86280,11215863115861687571,exact_duplicate
2025-12-06,22,5,Pattaya_Central,เสาวรสปั่น,65.0,6,390.0,LM-RC000,86646,3577163785395234731,exact_duplicate
2026-05-25,20,0,BKK_Sukhumvit,แตงโมปั่น (ไซส์ M),45.0,10,450.0,GB-RC000,86920,16422427240591193804,exact_duplicate
2025-10-05,16,6,BKK_Ladprao,Pineapple Ice,49.0,3,147.0,GB-RC000,86952,11532082297220097328,exact_duplicate
2025-09-22,17,0,Pattaya_Beach,Passion Fruit Smoothie,65.0,1,65.0,LM-RC000,87163,7031805669766119948,exact_duplicate
2026-04-21,8,1,BKK_Ladprao,Mixed Berry (Premium),89.0,1,89.0,LM-RC000,87687,7847354306442304920,exact_duplicate
2026-05-02,9,5,Pattaya_Central,passionfruit ice,65.0,4,260.0,LM-RC000,87720,13563863704956137503,exact_duplicate
2026-05-27,10,2,Pattaya_Central,แตงโมปั่น,45.0,7,315.0,LM-RC000,88110,9836847301387519677,exact_duplicate
2026-06-18,2,3,BKK_Ladprao,Watermelon Smoothie,45.0,1,45.0,GB-RC000,88133,18090730964836077070,exact_duplicate
2025-11-02,7,6,BKK_Sukhumvit,Pineapple smoothie ,49.0,6,294.0,GB-RC000,88268,16081584771418006929,exact_duplicate
2026-05-11,20,0,BKK_Ladprao,guava ice,49.0,2,98.0,GB-RC000,88287,6126517169676666263,exact_duplicate
2026-03-29,23,6,BKK_Sukhumvit,Mixed Berry Premium,89.0,2,178.0,GB-RC000,88337,17918657257747075480,exact_duplicate
2026-03-22,11,6,Pattaya_Beach,Guava Ice,49.0,7,343.0,LM-RC000,88348,14988506859026922114,exact_duplicate
2026-06-13,20,5,BKK_Sukhumvit,pineapple ice,49.0,5,245.0,GB-RC000,88458,11519919957212793566,exact_duplicate
2025-10-27,8,0,BKK_Sukhumvit,เสาวรสปั่น,65.0,1,65.0,GB-RC000,89194,13663132492364516040,exact_duplicate
2026-01-06,11,1,Pattaya_Beach,เสาวรสปั่น,65.0,3,195.0,LM-RC000,89239,4261056205684349187,exact_duplicate
2025-12-15,17,0,Pattaya_Beach,Passion Fruit Smoothie,65.0,5,325.0,GB-RC000,89445,5500211850083856730,exact_duplicate
2026-05-08,20,4,Pattaya_Central,Passion Fruit Ice,65.0,6,390.0,LM-RC000,89518,7260838453685952904,exact_duplicate
2026-01-30,10,4,BKK_Sukhumvit,สับปะรดปั่น,49.0,3,147.0,GB-RC000,89801,6440720802098363206,exact_duplicate
2026-05-28,16,3,Pattaya_Beach,Pineapple smoothie ,49.0,6,294.0,GB-RC000,90115,2241031509837506489,exact_duplicate
2026-07-28,19,1,Pattaya_Beach,ฝรั่งปั่น,49.0,5,245.0,LM-RC000,90259,14502328466893446223,exact_duplicate
2025-09-05,19,4,Pattaya_Central,ฝรั่งปั่น,49.0,4,196.0,LM-RC000,90579,12414445994812814076,exact_duplicate
2025-12-07,15,6,Pattaya_Beach,Watermelon Smoothie,45.0,10,450.0,GB-RC000,91516,12056674769046475386,exact_duplicate
