base_code,hour,matched_strata,promo_rows,promo_units,promo_active_hours,baseline_units,incremental_units,promo_contribution_thb,baseline_contribution_thb,incremental_contribution_thb,promo_discount_cost_thb,promo_cups_per_active_hour,baseline_cups_per_active_hour,actual_demand_lift_pct,promo_contribution_per_cup_thb,baseline_contribution_per_cup_thb,break_even_lift_pct,contribution_lift_pct,actual_vs_breakeven_gap_pct,promo_roi_on_discount,decision
RC101,12,102,102,1017,102,791.8333333333334,225.16666666666666,8044.284000000001,10853.505833333335,-2809.221833333333,8041.95,9.970588235294118,7.7630718954248366,0.2843611871185012,7.9098171091445435,13.706805935592508,0.7328853178850447,-0.2588308217152876,-0.4485241307665435,-0.34932097729199174,OPTIMIZE / TARGET ONLY
RC101,17,102,102,843,102,596.75,246.25,6698.782000000001,8093.404166666667,-1394.6221666666663,6699.45,8.264705882352942,5.8504901960784315,0.4126518642647674,7.946360616844604,13.562470325373551,0.7067524341424907,-0.17231589303429684,-0.29410056987772326,-0.20816965074247384,OPTIMIZE / TARGET ONLY
RC101,10,87,87,526,87,338.5833333333333,187.41666666666666,4326.478,4619.244166666666,-292.76616666666644,4047.3,6.045977011494253,3.8917624521072796,0.5535318730002463,8.225243346007606,13.64285749446222,0.6586570050944733,-0.06337966907645243,-0.10512513209422703,-0.07233616649782977,OPTIMIZE / TARGET ONLY
RC101,9,88,88,383,88,297.8333333333333,85.16666666666667,3056.335,3929.2408333333333,-872.9058333333332,2992.65,4.3522727272727275,3.384469696969697,0.2859541130386123,7.9799869451697125,13.192750419697818,0.6532295742267338,-0.22215635802420697,-0.3672754611881215,-0.2916832350369516,OPTIMIZE / TARGET ONLY
RC101,8,86,86,325,86,231.25,93.75,2491.4990000000003,3213.5583333333334,-722.0593333333331,2636.5499999999997,3.7790697674418605,2.688953488372093,0.4054054054054055,7.66615076923077,13.896468468468468,0.812704822378918,-0.22469152834215445,-0.40729941697351246,-0.2738652152750121,OPTIMIZE / TARGET ONLY
RC101,7,62,62,197,62,116.83333333333333,80.16666666666667,1670.7190000000003,1622.2250000000001,48.494000000000085,1477.3500000000001,3.1774193548387095,1.8844086021505375,0.6861626248216834,8.480807106598986,13.884950071326678,0.6372203608454534,0.02989351045631783,0.04894226397623003,0.032824990692794584,KEEP / SCALE SELECTIVELY
RC101,6,30,30,54,30,49.166666666666664,4.833333333333333,435.05300000000005,652.2608333333334,-217.20783333333333,414.29999999999995,1.8,1.6388888888888888,0.09830508474576272,8.056537037037039,13.266322033898307,0.6466531430205249,-0.3330076285943889,-0.5483480582747622,-0.5242766916083353,OPTIMIZE / TARGET ONLY
RC101,5,19,19,39,19,25.5,13.5,339.50800000000004,347.77000000000004,-8.26199999999999,275.25,2.0526315789473686,1.3421052631578947,0.5294117647058822,8.705333333333334,13.638039215686277,0.5666303280387053,-0.02375708082928374,-0.03721856333282303,-0.030016348773841926,OPTIMIZE / TARGET ONLY
RC101,4,17,17,26,17,25.0,1.0,235.16100000000003,358.99,-123.829,192.3,1.5294117647058822,1.4705882352941178,0.040000000000000036,9.044653846153848,14.3596,0.5876340039377275,-0.34493718487980163,-0.5476340039377274,-0.6439365574622984,OPTIMIZE / TARGET ONLY
RC101,3,10,10,20,10,15.666666666666668,4.333333333333333,195.228,224.38000000000002,-29.152000000000015,143.4,2.0,1.5666666666666669,0.2765957446808509,9.7614,14.322127659574468,0.467220650682737,-0.12992245298154925,-0.19062490600188609,-0.20329149232914934,OPTIMIZE / TARGET ONLY
RC101,2,34,34,74,34,55.666666666666664,18.333333333333332,622.0830000000001,783.4183333333334,-161.3353333333333,555.9,2.176470588235294,1.6372549019607843,0.3293413173652695,8.406527027027028,14.073383233532937,0.674101943440726,-0.20593765357376115,-0.34476062607545654,-0.29022366132997535,OPTIMIZE / TARGET ONLY
RC101,1,52,52,126,52,115.16666666666667,10.833333333333332,1085.2040000000002,1614.58,-529.376,945.9,2.423076923076923,2.21474358974359,0.09406657018813314,8.61273015873016,14.019507959479014,0.627765842085318,-0.3278722639943513,-0.5336992718971849,-0.5596532403002431,OPTIMIZE / TARGET ONLY
RC101,11,103,103,981,103,659.75,321.25,7656.978000000001,9037.5725,-1380.5944999999997,7924.349999999999,9.524271844660195,6.405339805825243,0.48692686623721104,7.805278287461775,13.69848048503221,0.7550278132987447,-0.15276165142796905,-0.26810094706153365,-0.1742217973713932,OPTIMIZE / TARGET ONLY
RC102,14,155,155,1171,155,641.1666666666666,529.8333333333334,8220.922,9298.266666666666,-1077.344666666666,11932.599999999999,7.554838709677419,4.136559139784946,0.8263582011957371,7.0204286934244235,14.502105536781908,1.0657008524800036,-0.11586510747522827,-0.23934265128426646,-0.09028582762069172,OPTIMIZE / TARGET ONLY
RC102,15,173,173,1544,173,864.0,680.0,10893.978000000001,12446.731666666667,-1552.7536666666667,15827.199999999997,8.92485549132948,4.994219653179191,0.787037037037037,7.055685233160623,14.405939429012346,1.0417491643911028,-0.12475191947979913,-0.2547121273540658,-0.0981066560520286,OPTIMIZE / TARGET ONLY
RC102,16,177,177,1716,177,991.0,725.0,11966.184000000001,14266.985,-2300.8009999999995,17509.6,9.694915254237289,5.598870056497175,0.7315842583249244,6.9733006993007,14.396553985872856,1.0645250515751572,-0.16126749975555443,-0.33294079325023285,-0.13140225933202357,OPTIMIZE / TARGET ONLY
RC102,17,177,177,1979,177,1068.9166666666667,910.0833333333334,13586.304,15309.935833333335,-1723.6318333333334,20438.999999999996,11.180790960451978,6.039077212806027,0.8514071879628906,6.865236988377969,14.322852576596242,1.086286693502807,-0.11258256416598311,-0.23487950553991643,-0.08433053639284377,OPTIMIZE / TARGET ONLY
RC102,18,178,178,1726,178,940.0833333333334,785.9166666666666,11866.53,13618.223333333333,-1751.6933333333327,17953.199999999997,9.696629213483146,5.281367041198502,0.8360074461483911,6.8751622247972195,14.48618739473451,1.1070320846373591,-0.12862862434086475,-0.2710246384889681,-0.09756997823971955,OPTIMIZE / TARGET ONLY
RC102,23,179,179,1989,179,1082.5833333333333,906.4166666666666,13740.206,15534.271666666667,-1794.065666666667,20267.399999999998,11.111731843575418,6.047951582867784,0.8372719575090448,6.9080975364504775,14.349261796628436,1.0771654888939772,-0.11549081316225218,-0.2398935313849324,-0.08851977395554769,OPTIMIZE / TARGET ONLY
RC102,20,171,171,1497,171,831.9166666666666,665.0833333333334,10256.656,12077.455,-1820.7989999999995,15394.599999999999,8.75438596491228,4.865009746588694,0.7994590804367425,6.8514736138944565,14.517625964139038,1.118905622682104,-0.15076015600968906,-0.3194465422453614,-0.11827517441180672,OPTIMIZE / TARGET ONLY
RC102,21,180,180,2231,180,1359.6666666666667,871.3333333333334,15375.740000000002,19373.98416666667,-3998.244166666666,22706.999999999996,12.394444444444444,7.553703703703704,0.6408433439568522,6.891860152398029,14.249069012012749,1.0675214959280295,-0.20637180934346622,-0.4266781519711773,-0.17607980652074984,OPTIMIZE / TARGET ONLY
RC102,22,182,182,2533,182,1505.25,1027.75,17140.048000000003,21475.376666666667,-4335.328666666665,26077.799999999996,13.917582417582418,8.270604395604396,0.6827769473509384,6.766698776154758,14.266983336101424,1.1084111777484464,-0.20187439475256375,-0.42563423039750803,-0.1662459512177663,OPTIMIZE / TARGET ONLY
RC102,13,175,175,1800,175,1158.4166666666667,641.5833333333334,12543.672,16619.585833333334,-4075.913833333333,18502.399999999998,10.285714285714286,6.61952380952381,0.5538450471189122,6.968706666666667,14.346811740162579,1.0587481187560264,-0.245247617732953,-0.5049030716371141,-0.22029108836331143,OPTIMIZE / TARGET ONLY
RC102,19,176,176,1392,176,816.5833333333334,575.4166666666666,9577.144,11733.203333333333,-2156.0593333333327,14269.599999999999,7.909090909090909,4.63967803030303,0.7046637411980814,6.880132183908046,14.368653944280027,1.0884270185806746,-0.1837570927632436,-0.3837632773825932,-0.1510945880286296,OPTIMIZE / TARGET ONLY
RC102,12,180,180,2332,180,1441.3333333333333,890.6666666666666,16345.432,20895.175,-4549.7429999999995,23987.999999999996,12.955555555555556,8.007407407407406,0.6179463459759482,7.009190394511149,14.49711493987049,1.0683009197785647,-0.21774132066374163,-0.45035457380261645,-0.1896674587293647,OPTIMIZE / TARGET ONLY
RC102,11,183,183,2189,183,1318.8333333333333,870.1666666666666,15426.426000000001,18967.536666666667,-3541.110666666666,22310.6,11.96174863387978,7.206739526411657,0.6598003285732341,7.04724805847419,14.382057373941617,1.0408047587664306,-0.1866932290100577,-0.3810044301931965,-0.15871875550933934,OPTIMIZE / TARGET ONLY
RC102,10,161,161,1105,161,673.6666666666666,431.3333333333333,7705.054000000001,9702.522500000001,-1997.4684999999997,11343.399999999998,6.863354037267081,4.184265010351966,0.6402770905492332,6.972899547511313,14.402556902523505,1.0655047164222955,-0.20587105054381472,-0.4252276258730623,-0.17609081051536576,OPTIMIZE / TARGET ONLY
RC102,1,97,97,356,97,215.83333333333334,140.16666666666666,2427.4500000000003,3032.1133333333337,-604.6633333333332,3627.9999999999995,3.670103092783505,2.225085910652921,0.6494208494208493,6.818679775280899,14.048401544401546,1.0602817564963027,-0.19941976663141436,-0.4108609070754534,-0.1666657478868063,OPTIMIZE / TARGET ONLY
RC102,2,58,58,193,58,99.83333333333333,93.16666666666667,1408.8240000000003,1432.6266666666668,-23.8026666666665,1909.7999999999997,3.3275862068965516,1.721264367816092,0.9332220367278798,7.2996062176165815,14.350183639399,0.9658846260455576,-0.016614703062905356,-0.03266258931767774,-0.012463434216497279,OPTIMIZE / TARGET ONLY
RC102,3,27,27,70,27,39.5,30.5,536.7620000000001,582.7983333333334,-46.036333333333346,681.1999999999999,2.5925925925925926,1.462962962962963,0.7721518987341771,7.6680285714285725,14.75438818565401,0.9241436111270556,-0.07899187540572927,-0.15199171239287845,-0.06758122920336664,OPTIMIZE / TARGET ONLY
RC102,4,21,21,50,21,27.166666666666668,22.833333333333332,365.97400000000005,389.0716666666667,-23.09766666666664,501.19999999999993,2.380952380952381,1.2936507936507937,0.8404907975460121,7.319480000000001,14.321656441717792,0.9566494398123624,-0.059366097933971074,-0.11615864226635031,-0.04608472998137798,OPTIMIZE / TARGET ONLY
RC102,0,129,129,548,129,363.9166666666667,184.08333333333334,3718.8180000000007,5212.150833333333,-1493.332833333333,5726.4,4.248062015503876,2.821059431524548,0.5058392489122967,6.786164233576644,14.322374627891,1.1105257896687242,-0.28650990370098317,-0.6046865407564275,-0.26078039140355774,OPTIMIZE / TARGET ONLY
RC102,6,63,63,163,63,99.5,63.5,1105.9540000000002,1406.8366666666668,-300.8826666666665,1687.7999999999997,2.5873015873015874,1.5793650793650793,0.6381909547738693,6.784993865030676,14.139061976549415,1.0838724776776925,-0.2138717832678989,-0.4456815229038231,-0.17826914721333487,OPTIMIZE / TARGET ONLY
RC102,7,105,105,401,105,214.83333333333334,186.16666666666666,2697.1500000000005,3082.0733333333337,-384.923333333333,4088.9999999999995,3.8190476190476192,2.0460317460317463,0.8665632273079906,6.7260598503740665,14.346346004654773,1.1329495014613804,-0.12489103655331579,-0.2663862741533898,-0.09413630064400418,OPTIMIZE / TARGET ONLY
RC102,8,132,132,660,132,385.1666666666667,274.8333333333333,4482.954000000001,5488.4158333333335,-1005.4618333333333,6775.199999999999,5.0,2.9179292929292933,0.7135439203807874,6.792354545454546,14.249456945045434,1.097867072410287,-0.18319709436496467,-0.3843231520294996,-0.14840326976817414,OPTIMIZE / TARGET ONLY
RC102,9,151,151,885,151,542.5833333333334,342.4166666666667,6167.950000000001,7680.450000000001,-1512.4999999999995,9153.8,5.860927152317881,3.5932671081677707,0.6310858547074181,6.969435028248588,14.155337121793888,1.0310594853699513,-0.19692856538353876,-0.3999736306625332,-0.16523192553912033,OPTIMIZE / TARGET ONLY
RC102,5,31,31,71,31,39.5,31.5,504.2160000000001,558.6850000000001,-54.4689999999999,677.3999999999999,2.2903225806451615,1.2741935483870968,0.7974683544303798,7.101633802816903,14.143924050632913,0.9916436757162339,-0.09749501060526045,-0.19417532128585413,-0.08040891644523164,OPTIMIZE / TARGET ONLY
RC103,12,185,201,1441,201,1203.0,238.0,12946.4104,16125.0475,-3178.6371000000004,8813.880000000001,7.169154228855722,5.985074626865671,0.19783873649210304,8.984323664122138,13.404029509559436,0.49193528758173355,-0.19712420071940873,-0.2940965510896305,-0.3606399338316383,OPTIMIZE / TARGET ONLY
RC103,21,176,191,1457,191,1180.75,276.25,13216.9696,15924.1275,-2707.157900000001,8818.2,7.628272251308901,6.1819371727748695,0.23396146517044247,9.071358682223748,13.486451408003388,0.48670688487177394,-0.17000353080569097,-0.25274541970133146,-0.306996654646073,OPTIMIZE / TARGET ONLY
RC103,20,170,182,854,182,785.6666666666666,68.33333333333333,8077.6952,10652.24,-2574.5448000000006,5116.56,4.6923076923076925,4.316849816849817,0.0869749681798897,9.458659484777519,13.558218073822657,0.4334185616516637,-0.24169046134897443,-0.346443593471774,-0.5031788545428961,OPTIMIZE / TARGET ONLY
RC103,19,163,176,823,176,731.6666666666666,91.33333333333333,7710.8372,9878.8125,-2167.9753,4936.68,4.676136363636363,4.15719696969697,0.12482915717539877,9.369182503037667,13.501793849658315,0.4410855851383806,-0.2194570754329025,-0.3162564279629818,-0.43915653840232705,OPTIMIZE / TARGET ONLY
RC103,18,166,181,949,181,827.6666666666666,121.33333333333333,8646.7112,11033.21,-2386.4988000000003,5755.8,5.2430939226519335,4.572744014732965,0.1465968586387436,9.11139220231823,13.330499395892065,0.4630584547222498,-0.21630140276492515,-0.3164615960835062,-0.4146250390910039,OPTIMIZE / TARGET ONLY
RC103,17,177,192,1138,192,998.8333333333334,139.16666666666666,10479.7668,13285.301666666666,-2805.534866666667,6936.720000000001,5.927083333333333,5.202256944444445,0.13932921742032356,9.208933919156415,13.300819289170699,0.4443386613408473,-0.21117584960120717,-0.30500944392052376,-0.4044468951704359,OPTIMIZE / TARGET ONLY
RC103,16,175,188,1055,188,877.8333333333334,177.16666666666666,9471.554,11787.768333333333,-2316.2143333333333,6455.88,5.611702127659575,4.669326241134752,0.20182266945130056,8.977776303317535,13.428253275109169,0.4957215262923247,-0.19649303140642538,-0.2938988568410241,-0.3587759272683714,OPTIMIZE / TARGET ONLY
RC103,15,169,183,846,183,781.3333333333334,64.66666666666667,7563.9616000000005,10352.248333333333,-2788.2867333333334,5189.040000000001,4.622950819672131,4.269581056466302,0.08276450511945388,8.940852955082743,13.249464590443685,0.48190163254072527,-0.2693411753227841,-0.3991371274212714,-0.5373415378053229,OPTIMIZE / TARGET ONLY
RC103,14,156,170,686,170,562.0,124.0,6256.8504,7369.913333333334,-1113.0629333333336,4200.240000000001,4.035294117647059,3.3058823529411763,0.22064056939501775,9.120773177842565,13.113724792408068,0.4377865271626016,-0.15102795419575266,-0.21714595776758383,-0.2649998412789111,OPTIMIZE / TARGET ONLY
RC103,13,171,186,1176,186,954.6666666666666,221.33333333333334,10861.6624,12826.57,-1964.9076000000005,7170.72,6.32258064516129,5.132616487455197,0.23184357541899447,9.236107482993196,13.435652932960894,0.4546878062755857,-0.1531904164558413,-0.22284423085659122,-0.2740181739072228,OPTIMIZE / TARGET ONLY
RC103,11,180,195,1319,195,1182.1666666666667,136.83333333333334,11959.8596,15941.233333333334,-3981.373733333334,8052.360000000001,6.764102564102564,6.062393162393163,0.11574792048498517,9.067368915845337,13.484759622162695,0.4871744766663142,-0.24975318095421306,-0.371426556181329,-0.49443563543275926,OPTIMIZE / TARGET ONLY
RC103,6,57,61,86,61,89.5,-3.5,804.164,1216.0591666666667,-411.8951666666667,505.68000000000006,1.4098360655737705,1.4672131147540983,-0.03910614525139666,9.350744186046512,13.587253258845438,0.4530665141198904,-0.3387130971560457,-0.49217265937128707,-0.8145371908453303,REDUCE / PAUSE BLANKET USE
RC103,9,139,148,457,148,442.5833333333333,14.416666666666664,4317.7428,6018.910833333333,-1701.1680333333334,2722.6800000000003,3.0878378378378377,2.9904279279279278,0.03257390321973275,9.448014879649891,13.59949726981736,0.43940260923057606,-0.2826371880959083,-0.4068287060108433,-0.6248137986591642,OPTIMIZE / TARGET ONLY
RC103,8,127,138,373,138,352.6666666666667,20.333333333333332,3510.6972,4683.7,-1173.0028,2217.2400000000002,2.7028985507246377,2.555555555555556,0.05765595463137996,9.412056836461126,13.280812854442344,0.4110425686120107,-0.25044362363089,-0.35338661398063076,-0.5290373617650772,OPTIMIZE / TARGET ONLY
RC103,7,96,103,232,103,208.83333333333334,23.166666666666664,2234.4656,2866.7716666666665,-632.3060666666668,1369.44,2.2524271844660193,2.027508090614887,0.11093375897845159,9.63131724137931,13.72755786113328,0.42530429816548554,-0.22056380493040073,-0.31437053918703395,-0.46172600965844923,OPTIMIZE / TARGET ONLY
RC103,22,182,198,1511,198,1347.75,163.25,13523.246,17881.565000000002,-4358.319000000001,9293.640000000001,7.6313131313131315,6.806818181818182,0.12112780560192915,8.949864990072799,13.26771656464478,0.4824487944076641,-0.24373252564862202,-0.36132098880573493,-0.46895715779823627,OPTIMIZE / TARGET ONLY
RC103,5,21,22,27,22,27.5,-0.5,266.8336,382.805,-115.97139999999999,154.44,1.2272727272727273,1.25,-0.018181818181818188,9.882725925925925,13.920181818181819,0.4085366651385325,-0.3029516333381226,-0.42671848332035067,-0.7509155659155659,REDUCE / PAUSE BLANKET USE
RC103,4,15,17,24,17,23.0,1.0,230.32080000000002,318.27000000000004,-87.9492,144.48000000000002,1.411764705882353,1.3529411764705883,0.04347826086956519,9.5967,13.837826086956523,0.44193588285103447,-0.27633518710528804,-0.3984576219814693,-0.6087292358803986,OPTIMIZE / TARGET ONLY
RC103,3,22,23,27,23,27.0,0.0,253.57920000000001,357.63,-104.05079999999998,161.64000000000004,1.173913043478261,1.173913043478261,0.0,9.391822222222222,13.245555555555555,0.4103286073936663,-0.2909453904873752,-0.4103286073936663,-0.6437193763919818,REDUCE / PAUSE BLANKET USE
RC103,2,59,60,82,60,91.5,-9.5,825.6364000000001,1302.8866666666668,-477.2502666666667,474.00000000000006,1.3666666666666667,1.525,-0.10382513661202186,10.068736585365855,14.2391985428051,0.4141991323420553,-0.3663022109879088,-0.5180242689540772,-1.0068571026722923,REDUCE / PAUSE BLANKET USE
RC103,1,78,84,151,84,153.83333333333334,-2.833333333333334,1469.7156,2113.181666666667,-643.4660666666667,891.72,1.7976190476190477,1.8313492063492065,-0.018418201516793076,9.733215894039734,13.7368255687974,0.4113347241387433,-0.3045010643508328,-0.42975292565553636,-0.7216010257330403,REDUCE / PAUSE BLANKET USE
RC103,0,130,137,357,137,314.5,42.5,3233.5624000000003,4282.676666666667,-1049.1142666666667,2143.8,2.605839416058394,2.295620437956204,0.1351351351351351,9.057597759103642,13.61741388447271,0.5034244450506837,-0.2449669560236083,-0.36828930991554865,-0.4893713343906459,OPTIMIZE / TARGET ONLY
RC103,10,154,170,656,170,567.8333333333334,88.16666666666667,5671.3804,7617.159166666667,-1945.778766666667,4054.5600000000004,3.8588235294117648,3.3401960784313727,0.15526856471969475,8.645396951219512,13.414427648958029,0.5516265736145061,-0.2554467780037418,-0.3963580088948113,-0.4798988710653355,OPTIMIZE / TARGET ONLY
RC103,23,174,188,1169,188,993.8333333333334,175.16666666666669,10747.3536,13179.6175,-2432.2639,7071.960000000001,6.218085106382978,5.286347517730497,0.1762535636424618,9.19363011120616,13.261396109340936,0.44245482458300733,-0.18454738159130946,-0.2662012609405455,-0.3439306642005893,OPTIMIZE / TARGET ONLY
