month,sku,units_sold,gross_revenue_thb,sold_fruit_cost_thb,sold_packaging_cost_thb,sold_labor_cost_thb,commission_thb,product_margin_thb,contribution_before_waste_thb,units_wasted,waste_cost_thb,contribution_after_waste_thb,realized_price_thb,revenue_per_cup_thb,fruit_cost_per_cup_thb,packaging_cost_per_cup_thb,labor_cost_per_cup_thb,commission_per_cup_thb,contribution_before_waste_per_cup_thb,contribution_after_waste_per_cup_thb,product_margin_pct,contribution_margin_pct,contribution_after_waste_margin_pct,waste_cost_pct_revenue,waste_rate
2025-11-01,Pineapple,12603,611010.4,127514.48,75618,63015.0,163324.644,344862.92,181538.276,585.0,9429.37,172108.90600000002,48.48134571133857,48.48134571133857,10.11778782829485,6.0,5.0,12.959187812425613,14.404370070618107,13.656185511386179,0.5644141572713001,0.2971115974458045,0.28167917600093223,0.015432421444872297,0.044358507734303915
2025-11-01,Watermelon,19265,852122.25,154089.98,115590,96325.0,233837.145,486117.27,252280.125,669.0,9364.99,242915.135,44.23162470801972,44.23162470801972,7.99844173371399,6.0,5.0,12.137926031663639,13.095256942642097,12.609142745912276,0.5704783204522591,0.2960609525217772,0.28507075715955077,0.010990195362226488,0.03356075047657269
2025-12-01,Guava,8662,417374.65,77303.72,51972,47641.0,113607.039,240457.93000000002,126850.89100000002,495.0,7393.139999999999,119457.75100000002,48.18455899330409,48.18455899330409,8.924465481413069,6.0,5.5,13.115566728238283,14.644526783652738,13.791012583698917,0.5761201117509174,0.3039257199736496,0.28621228193902054,0.01771343803462908,0.05405700556950967
2025-12-01,PassionFruit,6859,440804.0,126075.21,41154,41154.0,119772.12,232420.79,112648.67,628.0,15358.79,97289.88,64.26651115322933,64.26651115322933,18.380989940224524,6.0,6.0,17.462038197988043,16.423483015016767,14.18426592797784,0.5272656101124309,0.255552739993285,0.22071006615184982,0.0348426738414352,0.0838787231200748
2025-12-01,Pineapple,13601,659814.4,137450.74,81606,68005.0,183732.36,372752.66000000003,189020.30000000002,630.0,10150.26,178870.04,48.51219763252702,48.51219763252702,10.1059289758106,6.0,5.0,13.508739063304168,13.89752959341225,13.151241820454379,0.5649356243210212,0.28647495416892993,0.27109144632187476,0.015383507847055172,0.04426955238563699
2025-12-01,Watermelon,20505,907164.0,165322.9,123030,102525.0,247934.52,516286.1,268351.58,728.0,10241.24,258110.34000000003,44.241111923921,44.241111923921,8.062565227993172,6.0,5.0,12.091417702999268,13.087128992928555,12.58767812728603,0.5691210189116852,0.29581374481350675,0.28452445202851967,0.011289292784987059,0.03428625253143691
2026-01-01,Guava,8804,424014.15,78920.5,52824,48422.0,116731.965,243847.65,127115.685,537.0,8041.11,119074.575,48.1615345297592,48.1615345297592,8.964164016356202,6.0,5.5,13.258969218537029,14.43840129486597,13.52505395274875,0.5750931896966174,0.2997911390457134,0.2808268898573314,0.018964249188382038,0.057488491596188844
2026-01-01,PassionFruit,7028,452010.0,128200.82,42168,42168.0,125059.74,239473.18000000002,114413.44,696.0,16855.6,97557.84,64.31559476380194,64.31559476380194,18.241437108708027,6.0,6.0,17.794499146272056,16.279658508821857,13.88130904951622,0.5297961991991328,0.2531214796132829,0.2158311541780049,0.03729032543527798,0.09010875194199897
2026-01-01,Pineapple,13751,667076.2,133907.27,82506,68755.0,186909.324,381907.93,194998.606,649.0,10212.05,184786.556,48.51110464693477,48.51110464693477,9.738002327103482,6.0,5.0,13.59241684241146,14.180685477419823,13.438044942186023,0.5725102019829219,0.2923183378450618,0.2770096669615855,0.01530867088347628,0.04506944444444445
2026-01-01,Watermelon,20567,914994.0,162923.85,123402,102835.0,244948.32,525833.15,280884.83,675.0,9388.32,271496.51,44.4884523751641,44.4884523751641,7.921614722613897,6.0,5.0,11.909773909661109,13.657063742889095,13.200588807312686,0.5746848066763279,0.30697996926755805,0.29671944296902497,0.010260526298533105,0.031776668863572166
2026-02-01,Guava,8172,396047.4,69484.99,49032,44946.0,106930.74,232584.41,125653.67,479.0,6940.75,118712.92,48.463950073421444,48.463950073421444,8.502813264806658,6.0,5.5,13.085014684287813,15.37612212432697,14.526789035731767,0.5872640749566844,0.31726927130439436,0.2997442225349794,0.017525048769414974,0.055369321465726505
2026-02-01,PassionFruit,6630,422945.25,127576.85,39780,39780.0,114730.395,215808.4,101078.00499999999,634.0,16006.09,85071.915,63.792647058823526,63.792647058823526,19.2423604826546,6.0,6.0,17.30473529411765,15.24555128205128,12.831359728506786,0.5102513859654412,0.23898602715126838,0.20114167259237453,0.03784435455889385,0.08727973568281938
2026-02-01,Pineapple,13070,632933.0,127930.12,78420,65350.0,174165.012,361232.88,187067.86800000002,631.0,9959.28,177108.58800000002,48.42639632746748,48.42639632746748,9.788073450650344,6.0,5.0,13.325555623565416,14.312767253251723,13.550771843917369,0.57072846573018,0.2955571411192022,0.2798220159163766,0.015735125202825575,0.046055032479381065
2026-02-01,Watermelon,19914,873501.75,158208.99,119484,99570.0,241120.125,496238.76,255118.635,695.0,9699.45,245419.185,43.863701416089185,43.863701416089185,7.944611328713467,6.0,5.0,12.10807095510696,12.811019132268756,12.323952244652004,0.5681027656784889,0.2920642517316079,0.2809601526270554,0.011104099104552453,0.03372313067106604
2026-03-01,Guava,10058,487697.0,90354.16,60348,55319.0,135765.084,281675.84,145910.756,601.0,9005.7,136905.05599999998,48.488466892026246,48.488466892026246,8.983312785842116,6.0,5.5,13.498218731358124,14.506935374826009,13.611558560349968,0.5775632001017026,0.2991832141678132,0.2807174454630641,0.018465768704749058,0.056384276198517685
2026-03-01,MixedBerryPremium,7772,679132.3,266925.18,62176,54404.0,184190.217,295627.12,111436.903,2014.0,85300.89,26136.013000000006,87.3819222851261,87.3819222851261,34.34446474523932,8.0,7.0,23.69920445187854,14.338253088008235,3.3628426402470413,0.43530122186796294,0.16408717859539299,0.03848442048773119,0.12560275810766178,0.2058042100960556
2026-03-01,PassionFruit,8269,528316.75,149223.09,49614,49614.0,144533.025,279865.66000000003,135332.635,798.0,19152.9,116179.73500000002,63.89125045350103,63.89125045350103,18.046086588462934,6.0,6.0,17.478900108840246,16.36626375619785,14.050034466078126,0.5297308101626534,0.25615813808666865,0.21990545444565218,0.0362526836410165,0.088011470166538
2026-03-01,Pineapple,16433,796602.8,169091.87,98598,82165.0,212379.13199999998,446747.93,234368.798,737.0,12011.95,222356.848,48.47579869774235,48.47579869774235,10.289774843303109,6.0,5.0,12.92394158096513,14.262082273474107,13.531117142335544,0.5608164194250886,0.2942103618013896,0.27913139145380855,0.015078970347581003,0.042923704135119395
2026-03-01,Watermelon,24529,1091538.0,179184.7,147174,122645.0,301702.32,642534.3,340831.98000000004,841.0,11194.34,329637.64,44.49989807982388,44.49989807982388,7.305014472665009,6.0,5.0,12.299821435851442,13.895062171307433,13.438690529577237,0.5886504180340034,0.31224930327666106,0.3019937372771264,0.010255565999534602,0.0331493890421758
2026-04-01,Guava,12216,586140.45,113833.98,73296,67188.0,161921.235,331822.47000000003,169901.23500000002,668.0,10219.14,159682.09500000003,47.98137278978388,47.98137278978388,9.318433202357564,6.0,5.5,13.254848968565813,13.908090618860513,13.07155329076621,0.5661142649342833,0.2898643746562791,0.2724297478530957,0.017434626803183435,0.051847252406085065
2026-04-01,MixedBerryPremium,6494,568434.1,225949.94,51952,45458.0,154808.469,245074.16,90265.691,1752.0,75080.7,15184.991000000009,87.53219895287958,87.53219895287958,34.79364644287034,8.0,7.0,23.838692485371112,13.899860024638128,2.338310902371421,0.43113908894628244,0.15879710770342598,0.02671372283963965,0.13208338486378632,0.21246665049721078
2026-04-01,PassionFruit,9710,621370.75,180418.34,58260,58260.0,171107.82,324432.41000000003,153324.59,916.0,22508.54,130816.04999999999,63.99286817713697,63.99286817713697,18.580673532440784,6.0,6.0,17.621814624098867,15.790380020597322,13.472301750772399,0.5221237240407599,0.24675218458545078,0.21052817500662846,0.036224009578822304,0.08620365142104272
2026-04-01,Pineapple,19755,951631.45,157495.98,118530,98775.0,261110.661,576830.4700000001,315719.809,901.0,12611.27,303108.539,48.171675525183495,48.171675525183495,7.9724616552771455,6.0,5.0,13.217446772968868,15.981767096937485,15.343383396608454,0.6061490191397102,0.3317668925296658,0.3185146297970711,0.013252262732594642,0.04361928737412858
2026-04-01,Watermelon,29241,1301598.0,207912.69,175446,146205.0,360783.72,772034.3099999999,411250.59,928.0,12162.49,399088.10000000003,44.51277316097261,44.51277316097261,7.110313942751616,6.0,5.0,12.338282548476453,14.064176669744537,13.648237064395884,0.5931434359917578,0.3159582221238816,0.3066139468560954,0.009344275267786214,0.030760051708707613
2026-05-01,Guava,10676,515166.4,99899.2,64056,58718.0,139867.119,292493.2,152626.081,631.0,9693.56,142932.521,48.25462720119895,48.25462720119895,9.357362307980516,6.0,5.5,13.101078962158113,14.296185931060323,13.388209160734359,0.5677645125924361,0.29626559690228244,0.27744922999636623,0.01881636690591622,0.0558061377907491
2026-05-01,MixedBerryPremium,5205,453459.45,193952.58000000002,41640,36435.0,124035.651,181431.87,57396.219000000005,1330.0,60187.99,-2791.7709999999934,87.1199711815562,87.1199711815562,37.26274351585015,8.0,7.0,23.830096253602306,11.027131412103747,-0.5363633045148882,0.4001060513790152,0.126574093890865,-0.006156605623722239,0.13273069951458724,0.2035195103289977
2026-05-01,PassionFruit,8399,540163.0,154066.58,50394,50394.0,148081.44,285308.42,137226.98,790.0,19249.6,117977.38,64.31277533039648,64.31277533039648,18.3434432670556,6.0,6.0,17.63084176687701,16.338490296463867,14.046598404571974,0.5281894909499539,0.25404735237326515,0.21841070195478032,0.03563665041848479,0.08597235825443465
2026-05-01,Pineapple,16793,814380.0,133805.12,100758,83965.0,224980.56,495851.88000000006,270871.32,755.0,10542.02,260329.30000000002,48.49520633597332,48.49520633597332,7.96791043887334,6.0,5.0,13.397282200917049,16.130013696182935,15.50225093789079,0.6088704044794814,0.3326104766816474,0.31966563520715147,0.012944841474495936,0.04302484613631183
2026-05-01,Watermelon,26312,1155935.25,186839.94,157872,131560.0,313256.97,679663.31,366406.34,869.0,11386.22,355020.12000000005,43.931865688659165,43.931865688659165,7.100940255396777,6.0,5.0,11.905479249011856,13.925446184250534,13.492707509881425,0.5879769736237389,0.3169782563512965,0.3071280333392377,0.00985022301205885,0.03197086199919061
2026-06-01,Guava,7113,339954.16,74105.53,42678,39121.5,93285.8472,184049.13,90763.2828,410.0,6735.25,84028.0328,47.79335863911148,47.79335863911148,10.418322789259102,6.0,5.5,13.114838633487981,12.760197216364404,11.813304203570926,0.5413939632331607,0.26698682787114597,0.24717459789284535,0.019812229978300604,0.05449953476006912
2026-06-01,MixedBerryPremium,3285,280203.15,137041.31,26280,22995.0,76284.837,93886.84000000001,17602.003000000004,823.0,40937.36,-23335.356999999996,85.29776255707763,85.29776255707763,41.717293759512934,8.0,7.0,23.222172602739725,5.358296194824963,-7.103609436834093,0.33506703975312196,0.06281871920426306,-0.08328013799987614,0.1460988572041392,0.20034079844206426
2026-06-01,PassionFruit,5734,362854.7,157165.02,34404,34404.0,98607.6,136881.68,38274.08,600.0,20033.48,18240.600000000002,63.28125217997908,63.28125217997908,27.409316358562958,6.0,6.0,17.197000348796653,6.674935472619463,3.1811301011510293,0.37723551603437955,0.10548045815584034,0.05026970850866752,0.05521074964717282,0.0947268708556994
2026-06-01,Pineapple,11573,552557.32,92555.52,69438,57865.0,151803.0192,332698.8,180895.7808,523.0,7318.68,173577.10080000001,47.74538321956277,47.74538321956277,7.997539099628446,6.0,5.0,13.116998116305194,15.630846003629138,14.998453365592328,0.6021073071658882,0.3273792134361735,0.31413410793291097,0.013245105503262541,0.04323743386243386
2026-06-01,Watermelon,17478,766969.2,141827.22,104868,87390.0,210979.62,432883.98,221904.36,621.0,8768.38,213135.97999999998,43.88197734294541,43.88197734294541,8.114613800205973,6.0,5.0,12.071153450051494,12.69621009268795,12.194529122325207,0.5644085577360864,0.28932629889179384,0.27789379286678006,0.011432506025013781,0.034311287916459474
2026-07-01,Guava,6949,333699.8,72106.27,41694,38219.5,91403.77679999999,181680.03,90276.2532,390.0,6389.36,83886.8932,48.02126924737372,48.02126924737372,10.37649589869046,6.0,5.5,13.15351515325946,12.991258195423804,12.071793524248093,0.5444415309808397,0.27053133744761015,0.25138430769212333,0.01914702975548682,0.05314075487123587
2026-07-01,MixedBerryPremium,2750,238153.32,121196.69,22000,19250.0,64997.412,75706.62999999999,10709.218000000006,700.0,36434.92,-25725.70199999999,86.60120727272728,86.60120727272728,44.07152363636364,8.0,7.0,23.635422545454546,3.8942610909090933,-9.354800727272723,0.31789029856900586,0.044967745988172686,-0.1080215971794976,0.1529893431676703,0.2028985507246377
2026-07-01,PassionFruit,5589,351800.15,155210.39,33534,33534.0,96204.342,129521.76,33317.418000000005,539.0,18205.65,15111.768000000004,62.94509751297191,62.94509751297191,27.770690642333157,6.0,6.0,17.21315834675255,5.961248523886206,2.7038411164787983,0.36816857525501334,0.09470552528189656,0.042955547346980955,0.051749977934915606,0.08795691906005222
2026-07-01,Pineapple,11225,536045.79,108931.66,67350,56125.0,147376.4376,303639.13,156262.6924,492.0,7725.78,148536.9124,47.75463608017818,47.75463608017818,9.704379510022273,6.0,5.0,13.129304017817372,13.92095255233853,13.23268707349666,0.5664425235015836,0.2915099704448756,0.27709743303832307,0.014412537406552524,0.04199027054706836
2026-07-01,Watermelon,16779,737244.0,130614.27,100674,83895.0,199872.468,422060.73,222188.26200000002,547.0,7539.8,214648.46200000003,43.938494546754875,43.938494546754875,7.784389415340605,6.0,5.0,11.912060790273555,13.242044341140712,12.79268502294535,0.5724844556212054,0.3013768331787034,0.2911498255665696,0.01022700761213384,0.031571049290084266
2026-08-01,Guava,7126,340028.64,70667.08,42756,39193.0,93491.7648,187412.56000000003,93920.79520000001,409.0,6507.62,87413.17520000001,47.71662082514735,47.71662082514735,9.916794835812517,6.0,5.5,13.119809823182711,13.18001616615212,12.266794162222848,0.5511669840516964,0.2762143659428218,0.2570759192519783,0.019138446690843452,0.054280026542800265
2026-08-01,MixedBerryPremium,2538,219744.56,128415.11,20304,17766.0,59592.6912,53259.450000000004,-6333.241199999998,632.0,36994.96,-43328.201199999996,86.58178092986604,86.58178092986604,50.59697005516154,8.0,7.0,23.48017777777778,-2.4953669030732852,-17.07178928289992,0.2423698224884384,-0.028820923712514192,-0.19717530754800025,0.16835438383548607,0.19936908517350158
2026-08-01,PassionFruit,5725,362538.8,159549.16,34350,34350.0,99101.496,134289.64,35188.14400000001,552.0,18716.11,16472.034000000007,63.32555458515284,63.32555458515284,27.868848908296943,6.0,6.0,17.310304978165938,6.146400698689957,2.8772111790393025,0.37041453218248643,0.09706035326425753,0.04543523065669111,0.05162512260756642,0.08794009877329935
2026-08-01,Pineapple,11076,529288.2,111811.52,66456,55380.0,143206.1064,295640.68,152434.5736,500.0,8026.32,144408.2536,47.786944745395445,47.786944745395445,10.094936800288913,6.0,5.0,12.929406500541711,13.762601444564826,13.037942723004695,0.5585627641046976,0.2879991913668206,0.2728348253371226,0.015164366029698,0.04319281271596406
2026-08-01,Watermelon,17340,760314.6,137484.71,104040,86700.0,205298.172,432089.89,226791.718,592.0,8246.93,218544.788,43.84743944636678,43.84743944636678,7.928760668973471,6.0,5.0,11.839571626297577,13.079107151095732,12.603505651672434,0.5683040809685885,0.29828668027682226,0.28743994656948585,0.01084673370733641,0.03301360695962525
