month,kitchen,units_sold,gross_revenue_thb,sold_fruit_cost_thb,sold_packaging_cost_thb,sold_labor_cost_thb,commission_thb,product_margin_thb,contribution_before_waste_thb,units_wasted,waste_cost_thb,contribution_after_waste_thb,realized_price_thb,revenue_per_cup_thb,fruit_cost_per_cup_thb,packaging_cost_per_cup_thb,labor_cost_per_cup_thb,commission_per_cup_thb,contribution_before_waste_per_cup_thb,contribution_after_waste_per_cup_thb,product_margin_pct,contribution_margin_pct,contribution_after_waste_margin_pct,waste_cost_pct_revenue,waste_rate,fixed_monthly_overhead_thb,modeled_operating_result_thb,operating_margin_pct
2026-01-01,BKK_Ladprao,7503,368325.55,75509.83,45018,39274.0,100698.165,208523.72,107825.555,544.0,9501.36,98324.19499999999,49.090437158469946,49.090437158469946,10.063951752632281,6.0,5.2344395575103295,13.421053578568571,14.370992269758762,13.104650806344129,0.5661397098300675,0.29274524941318897,0.2669491567989242,0.025796092614264746,0.06760283335404499,140000.0,-41675.80500000001,-0.11314937288493836
2026-01-01,BKK_Sukhumvit,12239,599718.35,122660.31,73434,63961.5,166179.576,339662.54000000004,173482.964,554.0,9518.7,163964.264,49.00060053925974,49.00060053925974,10.022085954734864,6.0,5.226039709126563,13.577872048369965,14.174602827028352,13.396867717950812,0.5663700968963181,0.2892740633999277,0.27340211284180316,0.015871950558124494,0.04330493238489799,200000.0,-36035.736000000004,-0.06008776619891655
2026-01-01,Pattaya_Beach,13941,683258.2,140271.55,83646,72850.5,186923.58,386490.15,199566.57,679.0,11837.02,187729.55000000002,49.0107022451761,49.0107022451761,10.06179972742271,6.0,5.225629438347321,13.408190230256078,14.31508284914999,13.466003156158097,0.5656575361993461,0.2920807536594512,0.27475638053081547,0.017324373128635707,0.04644322845417237,150000.0,37729.55000000002,0.055220047121278634
2026-01-01,Pattaya_Central,16467,806792.25,165510.75,98802,86094.0,219848.028,456385.5,236537.472,780.0,13640.0,222897.472,48.99448897795591,48.99448897795591,10.05105665877209,6.0,5.228274731280743,13.350824558207323,14.364333029695755,13.536009716402502,0.5656790828122109,0.2931826278698141,0.2762761689889808,0.016906458880833326,0.04522525656635937,180000.0,42897.47200000001,0.053170406631942745
2026-02-01,BKK_Ladprao,6961,337838.75,69801.77,41766,36337.0,92855.685,189933.98,97078.295,527.0,9100.89,87977.405,48.533077144088494,48.533077144088494,10.027549202700762,6.0,5.220083321361873,13.339417468754489,13.94602715127137,12.63861585979026,0.5622030628517304,0.28735097735236115,0.26041241568647766,0.0269385616658835,0.0703792735042735,140000.0,-52022.595,-0.15398646543654332
2026-02-01,BKK_Sukhumvit,11841,576019.9,119526.16,71046,61837.0,158546.292,323610.74,165064.448,550.0,9706.3,155358.14800000002,48.646220758381894,48.646220758381894,10.094262308926611,6.0,5.22227852377333,13.389603242969343,13.94007668271261,13.120357064437126,0.5618047918136161,0.28656032196109893,0.26970968884929153,0.01685063311180742,0.04438705512065209,200000.0,-44641.851999999984,-0.0775005377418384
2026-02-01,Pattaya_Beach,13299,647661.5,134518.03,79794,69495.5,177316.2,363853.97,186537.77000000002,647.0,11343.92,175193.85,48.700015038724715,48.700015038724715,10.114898112640049,6.0,5.225618467553951,13.333047597563727,14.02645086096699,13.173460410557185,0.5617965094420465,0.28801738253701975,0.27050218362524253,0.017515198911777215,0.04639323103398824,150000.0,25193.850000000006,0.038899718448603175
2026-02-01,Pattaya_Central,15685,763907.25,159354.99,94110,81976.5,208228.095,428465.76,220237.665,715.0,12454.460000000001,207783.20500000002,48.70304430985018,48.70304430985018,10.1597060886197,6.0,5.226426522154925,13.275619700350653,14.041291998724898,13.247255658272236,0.5608871495852409,0.2883041953064328,0.2720005668227393,0.016303628483693537,0.04359756097560975,180000.0,27783.205000000016,0.0363698668915631
2026-03-01,BKK_Ladprao,9999,534736.25,128174.22,62384,54396.0,144440.745,289782.03,145341.285,1177.0,32463.7,112877.585,53.47897289728973,53.47897289728973,12.818703870387038,6.239023902390239,5.44014401440144,14.44551905190519,14.53558205820582,11.288887388738875,0.5419158136370968,0.2717999481052575,0.2110902056855132,0.06070974241974431,0.10531496062992125,140000.0,-27122.414999999994,-0.050721107835872345
2026-03-01,BKK_Sukhumvit,16419,877328.85,209526.08,102300,89163.0,237614.787,476339.77,238724.983,1096.0,29866.89,208858.093,53.43375662342408,53.43375662342408,12.76119617516292,6.230586515622145,5.430476886533894,14.471940252146904,14.53955679395822,12.720512394177478,0.542943241864211,0.27210433465171013,0.23806135293510525,0.0340429817166049,0.06257493576934056,200000.0,8858.092999999993,0.010096662158094988
2026-03-01,Pattaya_Beach,18779,1002546.35,238350.45,116964,101882.0,278299.59,545349.9,267050.31,1249.0,34876.16,232174.15,53.38656744235582,53.38656744235582,12.692393098674051,6.228446669151712,5.425315512008094,14.819723627456202,14.220688535065765,12.363499121358965,0.5439647752944291,0.26637203357231315,0.23158445492320628,0.03478757864910685,0.06236269223087677,150000.0,82174.15,0.08196543730870896
2026-03-01,Pattaya_Central,21864,1168675.4,278728.25,136262,118706.0,318214.656,634979.15,316764.494,1469.0,39459.03,277305.46400000004,53.452039882912544,53.452039882912544,12.748273417489937,6.232253933406513,5.42929015733626,14.55427442371021,14.48794795096963,12.683199048664473,0.5433323487428589,0.2710457446096667,0.23728185259996065,0.03376389200970603,0.06295804225774654,180000.0,97305.46400000004,0.0832613264555753
2026-04-01,BKK_Ladprao,11467,597393.0,131472.2,70768,61628.0,165930.372,333524.8,167594.428,1173.0,31171.95,136422.478,52.096712304874856,52.096712304874856,11.465265544606263,6.1714485044039415,5.3743786517833785,14.470251329903201,14.615368274178078,11.89696328595099,0.5583004822620955,0.28054300602785776,0.22836303404961222,0.052179971978245476,0.0928006329113924,140000.0,-3577.521999999997,-0.005988556946599637
2026-04-01,BKK_Sukhumvit,19128,996909.25,219536.67,118060,102798.0,274495.374,556514.5800000001,282019.206,1190.0,31055.7,250963.506,52.11779851526558,52.11779851526558,11.477241217063991,6.172103722291928,5.374215809284818,14.3504482434128,14.743789523212046,13.120216750313675,0.5582399601568548,0.2828935592683085,0.25174157627687777,0.031151982991430766,0.05856875676739837,200000.0,50963.505999999994,0.05112150980643423
2026-04-01,Pattaya_Beach,21402,1113249.8,244447.9,131996,114912.5,305944.893,621893.4,315948.50700000004,1270.0,32468.7,283479.80700000003,52.01615736847024,52.01615736847024,11.421731613867863,6.167460984954677,5.369241192411924,14.295154331370899,14.762569245864874,13.245482057751614,0.5586288001129666,0.2838073781823271,0.2546416868882438,0.02916569129408332,0.056016231474947074,150000.0,133479.80700000003,0.11990103838329907
2026-04-01,Pattaya_Central,25419,1321622.7,290154.16,156660,136547.5,363361.266,738261.04,374899.77400000003,1532.0,37885.79,337013.98400000005,51.99349699044022,51.99349699044022,11.414853456076163,6.163106337778827,5.371867500688461,14.294868641567332,14.74880105432944,13.25834942365947,0.5586019671120964,0.2836662642068724,0.2550001479242147,0.028666116282657677,0.05684390189603354,180000.0,157013.98400000005,0.11880394003523098
2026-05-01,BKK_Ladprao,9917,511260.15,113025.21,61064,53090.5,140281.473,284080.44,143798.967,995.0,26058.63,117740.337,51.5539124735303,51.5539124735303,11.39711707169507,6.157507310678633,5.353483916507008,14.145555409902189,14.500248764747404,11.872576081476252,0.5556475309096552,0.2812637890905442,0.2302943755737661,0.050969413516778105,0.09118401759530792,140000.0,-22259.663,-0.04353881874032232
2026-05-01,BKK_Sukhumvit,16611,856744.55,189024.02,102196,88995.0,231481.161,476529.53,245048.369,986.0,25126.17,219922.19900000002,51.57693997953164,51.57693997953164,11.379448558184334,6.152308711095057,5.3575943651797004,13.935413942568177,14.752174402504364,13.239552043826382,0.556209584292074,0.2860226761874353,0.2566951829457217,0.029327493241713645,0.05603227822924362,200000.0,19922.199000000022,0.023253371147794313
2026-05-01,Pattaya_Beach,18745,967228.6,213145.15,115300,100419.0,264890.616,538364.45,273473.83400000003,1082.0,26215.91,247257.92400000003,51.59928514270472,51.59928514270472,11.370773539610562,6.150973592958122,5.357108562283275,14.131267858095491,14.58916158975727,13.190606775140038,0.5566051810295932,0.28273960674860116,0.2556354557753979,0.027104150973203234,0.05457204821707772,150000.0,97257.92400000003,0.1005531929059997
2026-05-01,Pattaya_Central,22112,1143870.8,253369.04,136160,118567.5,313568.49,635774.26,322205.77,1312.0,33658.68,288547.09,51.73077062228654,51.73077062228654,11.458440665701882,6.157742402315485,5.362133683068017,14.180919410274964,14.571534460926195,13.049343795224313,0.5558095022619687,0.281680212485536,0.2522549662077221,0.029425246277813892,0.056010928961748634,180000.0,108547.09000000003,0.09489453704037205
2026-06-01,BKK_Ladprao,6827,346461.7,89940.61,41916,36455.0,95645.21459999999,178150.09,82504.8754,698.0,19927.17,62577.705400000006,50.74874761974513,50.74874761974513,13.17425076900542,6.139739270543431,5.339827156877106,14.009845407939064,12.085085015380109,9.166208495678923,0.5141985102538029,0.23813563057619355,0.18061940295276507,0.0575162276234285,0.09275747508305648,140000.0,-77422.2946,-0.22346566619051975
2026-06-01,BKK_Sukhumvit,11177,570896.63,149672.0,68678,59829.5,156014.7624,292717.13,136702.3676,671.0,18854.95,117847.4176,51.077805314485104,51.077805314485104,13.391070949270825,6.144582625033551,5.352912230473294,13.958554388476337,12.2306851212311,10.543743186901674,0.5127322786964078,0.23945204861342412,0.2064251414481112,0.033026907165312924,0.05663403106009453,200000.0,-82152.5824,-0.1439009762590471
2026-06-01,Pattaya_Beach,12497,636843.72,167193.28,76782,66886.0,172725.4794,325982.44,153256.9606,724.0,20458.64,132798.32059999998,50.959727934704325,50.959727934704325,13.37867328158758,6.144034568296391,5.352164519484677,13.821355477314556,12.263500088021125,10.62641598783708,0.5118719550221835,0.24065081555644452,0.2085257598206354,0.032125055735809094,0.05476136449587777,150000.0,-17201.679400000023,-0.027010833050218386
2026-06-01,Pattaya_Central,14682,748336.48,195888.71,90292,78605.0,206575.467,383550.77,176975.303,884.0,24552.39,152422.913,50.96965536030513,50.96965536030513,13.342099850156654,6.1498433455932435,5.353834627434955,14.069981405803025,12.053896131317261,10.381617831358126,0.5125378492840548,0.23649161537601376,0.2036823234916999,0.032809291884313856,0.05679044070409868,180000.0,-27577.087,-0.036851186247127764
2026-07-01,BKK_Ladprao,6357,320801.71,84687.29,38864,33840.0,87656.0514,163410.42,75754.3686,581.0,16401.49,59352.8786,50.464324366839705,50.464324366839705,13.321895548214565,6.113575585968224,5.323265691363851,13.78890221802737,11.91668532326569,9.33661768129621,0.509381387025649,0.23614078802759497,0.18501422140174997,0.051126566625844985,0.08374171230902278,140000.0,-80647.1214,-0.25139242992189786
2026-07-01,BKK_Sukhumvit,10716,542964.07,144825.03,65630,57133.0,148977.93,275376.04,126398.11,599.0,16679.52,109718.59,50.66853956700261,50.66853956700261,13.514840425531915,6.124486748786861,5.331560283687943,13.902382418812989,11.795269690182904,10.238763531168345,0.5071717544772346,0.23279277024720993,0.2020733894970251,0.030719380750184818,0.05293857711003093,200000.0,-90281.41,-0.16627510914304147
2026-07-01,Pattaya_Beach,11922,606527.46,163503.7,73090,63712.0,165922.7106,306221.76,140299.04940000002,683.0,20009.12,120289.92940000002,50.8746401610468,50.8746401610468,13.71445227310854,6.1306827713470895,5.3440697869484985,13.917355359838952,11.768079969803726,10.089744120114077,0.5048769927086236,0.23131524729317288,0.19832561150652606,0.03298963578664683,0.05418484728282428,150000.0,-29710.070599999977,-0.048983883763482
2026-07-01,Pattaya_Central,14297,726649.82,195043.26,87668,76338.5,197297.7444,367600.06,170302.3156,805.0,23205.38,147096.9356,50.82533538504581,50.82533538504581,13.64225082185074,6.131915786528642,5.3394768133174795,13.79994015527733,11.911751808071623,10.288657452612435,0.5058833703419895,0.23436641820127335,0.20243166866813508,0.03193474953313826,0.053304198119454374,180000.0,-32903.0644,-0.04528049618177846
2026-08-01,BKK_Ladprao,6372,321905.96,87994.11,38964,33921.0,86966.3208,161026.85,74060.5292,607.0,17885.329999999998,56175.1992,50.51882611424985,50.51882611424985,13.809496233521658,6.114877589453861,5.323446327683616,13.648198493408664,11.622807470182048,8.815944632768362,0.5002294769565621,0.2300688350100756,0.17450810541066092,0.055560729599414674,0.08697521134833071,140000.0,-83824.8008,-0.26040151850559085
2026-08-01,BKK_Sukhumvit,10851,548255.24,149818.88,66354,57760.0,147034.788,274322.36000000004,127287.572,585.0,17291.71,109995.862,50.52578011243203,50.52578011243203,13.80691917795595,6.115012441249655,5.3230117039904155,13.55034448437932,11.730492304856694,10.136933185881485,0.5003551995234921,0.23216845496998806,0.20062892969340337,0.03153952527658468,0.051154249737670514,200000.0,-90004.138,-0.16416466534820534
2026-08-01,Pattaya_Beach,12256,619467.36,172007.6,75042,65412.5,170154.9648,307005.26,136850.2952,720.0,21076.13,115774.16519999999,50.544007832898174,50.544007832898174,14.03456266318538,6.122878590078329,5.337181788511749,13.883401174934725,11.165983616187988,9.446325489556134,0.4955955387221693,0.22091607086449236,0.18689308376150762,0.034022987102984736,0.055487053020961775,150000.0,-34225.83480000001,-0.05525042481657147
2026-08-01,Pattaya_Central,14326,722286.24,198106.99,87546,76295.5,196534.1568,360337.75,163803.5932,773.0,22238.77,141564.8232,50.41785843920145,50.41785843920145,13.828492949881333,6.110987016613151,5.32566662013123,13.718704230071198,11.434007622504538,9.881671310903254,0.4988849711438501,0.22678487298885827,0.1959954590855836,0.030789413903274693,0.05119544340684814,180000.0,-38435.17679999999,-0.053213220287845975
