month,kitchen,sku,baseline_units,target_sales,target_prep,expected_waste,waste_rate_target,target_price,contribution_thb,days,daily_sales_target,daily_prep_if_demand_confirmed,extra_sales_vs_base,contribution_per_cup,basis
2026-09-01,BKK_Ladprao,Guava,1050.0055853860908,1050.0055853860908,1103.4778653488577,53.47227996276686,0.04845795429332142,49.15394840146955,13784.48357949521,30,35.000186179536364,36.78259551162859,0.0,13.128009766182917,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-09-01,Pattaya_Beach,PassionFruit,1597.6544257135313,1597.6544257135313,1736.78253245201,139.12810673847872,0.08010680907877164,64.04189301416707,5531.54643340746,30,53.25514752378437,57.892751081733664,0.0,3.462292185581376,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-09-01,Pattaya_Beach,Pineapple,2944.755608947261,2944.755608947261,3061.1086001604363,116.35299121317487,0.03801008275468461,49.10338426978846,40234.26068650339,30,98.15852029824204,102.03695333868122,0.0,13.663022005716456,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-09-01,Pattaya_Beach,Watermelon,4665.46538572383,4665.46538572383,4805.424817864084,139.95943214025345,0.029125298479326298,45.17292796610169,63859.18765653085,30,155.515512857461,160.18082726213612,0.0,13.687635075364154,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-09-01,Pattaya_Central,Guava,2260.884676031216,2260.884676031216,2376.021833435781,115.13715740456504,0.04845795429332142,49.15394840146955,29680.91610715109,30,75.36282253437386,79.2007277811927,0.0,13.128009766182911,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-09-01,Pattaya_Central,MixedBerryPremium,726.824084033284,363.412042016642,443.82442989523963,80.41238787859763,0.18118062563067605,87.7661065487471,-4637.248601312801,30,12.113734733888066,14.794147663174654,-363.412042016642,-12.760305287573393,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-09-01,Pattaya_Central,PassionFruit,1804.0166165394683,1804.0166165394683,1961.115305933326,157.0986893938577,0.08010680907877164,64.04189301416707,6246.032634103579,30,60.13388721798228,65.37051019777753,0.0,3.4622921855813895,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-09-01,Pattaya_Central,Pineapple,3477.393248408193,3477.393248408193,3614.791783229708,137.39853482151517,0.03801008275468461,49.10338426978846,47511.70047553098,30,115.9131082802731,120.49305944099027,0.0,13.66302200571646,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-09-01,Pattaya_Central,Watermelon,5474.921697974693,5474.921697974693,5639.16403362799,164.24233565329672,0.029125298479326298,45.17292796610169,74938.73026807075,30,182.49738993248977,187.97213445426632,0.0,13.687635075364167,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-10-01,BKK_Ladprao,Guava,1085.0057715656274,1193.5063487221903,1247.2291701631345,53.7228214409444,0.04307373714961904,51.45,18410.288254258838,31,38.50020479749001,40.23319903752047,108.50057715656294,15.42537940746569,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-10-01,BKK_Ladprao,MixedBerryPremium,355.2542892878543,0.0,0.0,0.0,0.16104944500504537,89.0,0.0,31,0.0,0.0,-355.2542892878543,,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-10-01,BKK_Ladprao,PassionFruit,764.0677632058173,764.0677632058173,822.6450713576767,58.577308151859455,0.07120605251446369,65.0,4605.496134747906,31,24.647347200187657,26.536937785731507,0.0,6.027601682113267,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-10-01,BKK_Ladprao,Pineapple,1619.6984940203345,1781.668343422368,1843.9700815530286,62.30173813066046,0.03378674022638632,51.45,28481.81375967041,31,57.47317236846349,59.48290585654931,161.96984940203356,15.986035709070473,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-10-01,BKK_Ladprao,Watermelon,2547.584158084171,2802.3425738925885,2876.8210373452876,74.47846345269916,0.0258891542038456,47.25,43875.52756205195,31,90.39814754492221,92.80067862404154,254.75841580841734,15.656732324880158,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-10-01,BKK_Sukhumvit,Guava,1670.5557316488735,1837.611304813761,1920.3269636890284,82.7156588752672,0.04307373714961904,51.45,28345.851580200357,31,59.27778402625036,61.94603108674285,167.05557316488762,15.425379407465694,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-10-01,BKK_Sukhumvit,MixedBerryPremium,598.5165437816096,0.0,0.0,0.0,0.16104944500504537,89.0,0.0,31,0.0,0.0,-598.5165437816096,,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-10-01,BKK_Sukhumvit,PassionFruit,1306.1340438183997,1306.1340438183997,1406.2689010349513,100.13485721655178,0.07120605251446369,65.0,7872.855759585205,31,42.13335625220644,45.363512936611336,0.0,6.0276016821132785,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-10-01,BKK_Sukhumvit,Pineapple,2805.525188618686,3086.0777074805546,3193.992295452073,107.9145879715184,0.03378674022638632,51.45,49334.14843275044,31,99.55089378969531,103.03200953071203,280.5525188618685,15.986035709070457,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-10-01,BKK_Sukhumvit,Watermelon,4191.490042018346,4610.639046220181,4733.176995326277,122.53794910609713,0.0258891542038456,47.25,72187.54139331006,31,148.7302918135542,152.68312888149282,419.14900420183494,15.656732324880146,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-10-01,Pattaya_Beach,Guava,1848.4826495080524,2033.330914458858,2124.8564214364933,91.52550697763564,0.04307373714961904,51.45,31364.900816457048,31,65.59131982125348,68.54375553020947,184.84826495080551,15.425379407465691,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-10-01,Pattaya_Beach,MixedBerryPremium,698.4864333497671,0.0,0.0,0.0,0.16104944500504537,89.0,0.0,31,0.0,0.0,-698.4864333497671,,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-10-01,Pattaya_Beach,PassionFruit,1650.9095732373155,1650.9095732373155,1777.476670370986,126.56709713367044,0.07120605251446369,65.0,9951.02532066215,31,53.25514752378437,57.337957108741485,0.0,6.027601682113273,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-10-01,Pattaya_Beach,Pineapple,3042.9141292455033,3347.205542170054,3464.251300954318,117.04575878426432,0.03378674022638632,51.45,53508.54732272904,31,107.97437232806625,111.75004196626833,304.2914129245505,15.986035709070464,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-10-01,Pattaya_Beach,Watermelon,4820.9808985812915,5303.078988439421,5444.020063348274,140.94107490885287,0.0258891542038456,47.25,83028.88821969219,31,171.06706414320712,175.61355043058947,482.09808985812924,15.656732324880148,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-10-01,Pattaya_Central,Guava,2336.24749856559,2569.872248422149,2685.548874755837,115.67662633368793,0.04307373714961904,51.45,39641.254460628574,31,82.89910478781125,86.63060886309151,233.624749856559,15.425379407465693,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-10-01,Pattaya_Central,MixedBerryPremium,751.0515535010601,0.0,0.0,0.0,0.16104944500504537,89.0,0.0,31,0.0,0.0,-751.0515535010601,,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-10-01,Pattaya_Central,PassionFruit,1864.1505037574507,1864.1505037574507,2007.0657316449408,142.9152278874902,0.07120605251446369,65.0,11236.356712160703,31,60.13388721798228,64.74405585951422,0.0,6.027601682113267,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-10-01,Pattaya_Central,Pineapple,3593.3063566884657,3952.636992357313,4090.853600253246,138.21660789593312,0.03378674022638632,51.45,63186.99610481688,31,127.50441910830041,131.96301936300793,359.3306356688472,15.986035709070462,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-10-01,Pattaya_Central,Watermelon,5657.419087907183,6223.160996697901,6388.555289733609,165.3942930357071,0.0258891542038456,47.25,97434.36593993341,31,200.74712892573876,206.08242870108418,565.7419087907183,15.656732324880151,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-11-01,BKK_Ladprao,Guava,1050.0055853860908,1317.7570096595439,1373.209443360824,55.45243370128006,0.04038162857776785,51.45,20387.626065408913,30,43.92523365531813,45.773648112027466,267.75142427345304,15.471460911201122,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-11-01,BKK_Ladprao,MixedBerryPremium,343.7944735043751,0.0,0.0,0.0,0.15098385469223002,89.0,0.0,30,0.0,0.0,-343.7944735043751,,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-11-01,BKK_Ladprao,PassionFruit,739.4204160056296,739.4204160056296,792.311719010324,52.891303004694485,0.0667556742323097,65.0,4581.109616304129,30,24.647347200187653,26.41039063367747,0.0,6.195541152422346,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-11-01,BKK_Ladprao,Pineapple,1567.4501555035495,1967.1499451569546,2031.4977773511848,64.34783219423011,0.03167506896223717,51.45,31517.58193435792,30,65.57166483856516,67.71659257837283,399.6997896534051,16.021951967592994,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-11-01,BKK_Ladprao,Watermelon,2465.4040239524234,3094.0820500602913,3171.0467868596206,76.96473679932936,0.02427108206610525,47.25,48514.274946725265,30,103.13606833534304,105.70155956198735,628.6780261078679,15.679698909658816,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-11-01,BKK_Sukhumvit,Guava,1616.666837079555,2028.9168805348415,2114.295579322666,85.37869878782445,0.04038162857776785,51.45,31390.308209270923,30,67.63056268449472,70.47651931075553,412.25004345528646,15.471460911201124,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-11-01,BKK_Sukhumvit,MixedBerryPremium,579.2095584983318,0.0,0.0,0.0,0.15098385469223002,89.0,0.0,30,0.0,0.0,-579.2095584983318,,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-11-01,BKK_Sukhumvit,PassionFruit,1264.0006875661932,1264.0006875661932,1354.4156151460352,90.41492757984194,0.0667556742323097,65.0,7831.168276506507,30,42.13335625220644,45.147187171534505,0.0,6.19554115242236,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-11-01,BKK_Sukhumvit,Pineapple,2715.0243760825992,3407.3555919836617,3518.814276868785,111.45868488512349,0.03167506896223717,51.45,54592.48763127164,30,113.57851973278872,117.29380922895949,692.3312159010625,16.021951967592997,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-11-01,BKK_Sukhumvit,Watermelon,4056.2806858242056,5090.632260709377,5217.26082638689,126.62856567751277,0.02427108206610525,47.25,79819.5811077188,30,169.6877420236459,173.90869421289634,1034.3515748851714,15.679698909658812,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-11-01,Pattaya_Beach,Guava,1788.8541769432766,2245.011992063812,2339.484173001526,94.47218093771397,0.04038162857776785,51.45,34733.61528039302,30,74.83373306879373,77.98280576671753,456.1578151205356,15.471460911201117,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-11-01,Pattaya_Beach,MixedBerryPremium,675.9546129191294,0.0,0.0,0.0,0.15098385469223002,89.0,0.0,30,0.0,0.0,-675.9546129191294,,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-11-01,Pattaya_Beach,PassionFruit,1597.6544257135313,1597.6544257135313,1711.935858168004,114.28143245447274,0.0667556742323097,65.0,9898.333741857885,30,53.25514752378437,57.06452860560013,0.0,6.195541152422353,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-11-01,Pattaya_Beach,Pineapple,2944.755608947261,3695.6682892288127,3816.558027962918,120.88973873410524,0.03167506896223717,51.45,59211.81981818061,30,123.18894297429375,127.21860093209726,750.9126802815517,16.021951967592994,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-11-01,Pattaya_Beach,Watermelon,4665.46538572383,5855.159059083407,6000.8050919324005,145.6460328489939,0.02427108206610525,47.25,91807.13111458902,30,195.17196863611355,200.02683639774668,1189.6936733595767,15.679698909658814,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-11-01,Pattaya_Central,Guava,2260.884676031216,2837.4102684191757,2956.8111167087222,119.40084828954667,0.04038162857776785,51.45,43898.88205688795,30,94.58034228063919,98.56037055695741,576.5255923879599,15.471460911201119,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-11-01,Pattaya_Central,MixedBerryPremium,726.824084033284,0.0,0.0,0.0,0.15098385469223002,89.0,0.0,30,0.0,0.0,-726.824084033284,,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-11-01,Pattaya_Central,PassionFruit,1804.0166165394683,1804.0166165394683,1933.0592929729064,129.04267643343815,0.0667556742323097,65.0,11176.859187424006,30,60.13388721798228,64.43530976576355,0.0,6.195541152422351,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-11-01,Pattaya_Central,Pineapple,3477.393248408193,4364.128526752282,4506.8844009574395,142.7558742051579,0.03167506896223717,51.45,69921.85763602747,30,145.47095089174272,150.22948003191465,886.7352783440888,16.021951967593004,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
2026-11-01,Pattaya_Central,Watermelon,5474.921697974693,6871.02673095824,7041.9422901881735,170.9155592299345,0.02427108206610525,47.25,107735.63034164248,30,229.03422436527464,234.73140967293912,1396.1050329835462,15.679698909658814,conditional target; do not pre-produce unconfirmed growth; no purchase quantity
