week_start,kitchen,sku,units_sold,units_wasted,waste_cost_thb,waste_rate,series_active
2025-09-08,Pattaya_Central,Guava,526,26.0,402.21999999999997,0.04710144927536232,True
2025-09-08,Pattaya_Central,PassionFruit,453,42.0,1059.24,0.08484848484848485,True
2025-09-08,Pattaya_Central,Pineapple,881,42.0,711.9000000000001,0.04550379198266522,True
2025-09-08,Pattaya_Central,Watermelon,1404,43.0,588.24,0.029716655148583276,True
2025-09-15,BKK_Ladprao,Guava,237,19.0,280.63,0.07421875,True
2025-09-15,BKK_Ladprao,PassionFruit,161,24.0,614.4,0.12972972972972974,True
2025-09-15,BKK_Ladprao,Pineapple,380,24.0,381.6,0.0594059405940594,True
2025-09-15,BKK_Ladprao,Watermelon,565,26.0,356.2,0.043993231810490696,True
2025-09-15,BKK_Sukhumvit,Guava,399,18.0,265.86,0.04316546762589928,True
2025-09-15,BKK_Sukhumvit,PassionFruit,333,31.0,793.6,0.08516483516483517,True
2025-09-15,BKK_Sukhumvit,Pineapple,637,29.0,461.1,0.04354354354354354,True
2025-09-15,BKK_Sukhumvit,Watermelon,932,30.0,411.0,0.031185031185031187,True
2025-09-15,Pattaya_Beach,Guava,465,19.0,280.63,0.03925619834710744,True
2025-09-15,Pattaya_Beach,PassionFruit,313,26.0,665.6,0.07669616519174041,True
2025-09-15,Pattaya_Beach,Pineapple,707,26.0,413.4,0.03547066848567531,True
2025-09-15,Pattaya_Beach,Watermelon,1118,29.0,397.3,0.025283347863993024,True
2025-09-15,Pattaya_Central,Guava,497,23.0,339.71,0.04423076923076923,True
2025-09-15,Pattaya_Central,PassionFruit,414,38.0,972.8000000000001,0.084070796460177,True
2025-09-15,Pattaya_Central,Pineapple,778,36.0,572.4000000000001,0.044226044226044224,True
2025-09-15,Pattaya_Central,Watermelon,1279,30.0,411.0,0.02291825821237586,True
2025-09-22,BKK_Ladprao,Guava,243,18.0,268.2,0.06896551724137931,True
2025-09-22,BKK_Ladprao,PassionFruit,167,27.0,640.17,0.13917525773195877,True
2025-09-22,BKK_Ladprao,Pineapple,362,29.0,482.85,0.0741687979539642,True
2025-09-22,BKK_Ladprao,Watermelon,553,30.0,423.59999999999997,0.051457975986277875,True
2025-09-22,BKK_Sukhumvit,Guava,405,19.0,283.1,0.04481132075471698,True
2025-09-22,BKK_Sukhumvit,PassionFruit,313,36.0,853.56,0.10315186246418338,True
2025-09-22,BKK_Sukhumvit,Pineapple,607,22.0,366.3,0.034976152623211444,True
2025-09-22,BKK_Sukhumvit,Watermelon,962,35.0,494.2,0.03510531594784353,True
2025-09-22,Pattaya_Beach,Guava,413,20.0,298.0,0.046189376443418015,True
2025-09-22,Pattaya_Beach,PassionFruit,324,26.0,616.46,0.07428571428571429,True
2025-09-22,Pattaya_Beach,Pineapple,664,20.0,333.0,0.029239766081871343,True
2025-09-22,Pattaya_Beach,Watermelon,1026,25.0,353.0,0.023786869647954328,True
2025-09-22,Pattaya_Central,Guava,505,31.0,461.9,0.05783582089552239,True
2025-09-22,Pattaya_Central,PassionFruit,428,43.0,1019.53,0.09129511677282377,True
2025-09-22,Pattaya_Central,Pineapple,760,30.0,499.5,0.0379746835443038,True
2025-09-22,Pattaya_Central,Watermelon,1229,28.0,395.35999999999996,0.022275258552108195,True
2025-09-29,BKK_Ladprao,Guava,227,18.0,280.62,0.07346938775510205,True
2025-09-29,BKK_Ladprao,PassionFruit,163,26.0,645.06,0.13756613756613756,True
2025-09-29,BKK_Ladprao,Pineapple,403,28.0,423.64,0.06496519721577726,True
2025-09-29,BKK_Ladprao,Watermelon,556,36.0,505.44,0.060810810810810814,True
2025-09-29,BKK_Sukhumvit,Guava,384,21.0,327.39,0.05185185185185185,True
2025-09-29,BKK_Sukhumvit,PassionFruit,302,29.0,719.49,0.08761329305135952,True
2025-09-29,BKK_Sukhumvit,Pineapple,649,29.0,438.77000000000004,0.04277286135693215,True
2025-09-29,BKK_Sukhumvit,Watermelon,951,31.0,435.24,0.031568228105906315,True
2025-09-29,Pattaya_Beach,Guava,452,25.0,389.75,0.05241090146750524,True
2025-09-29,Pattaya_Beach,PassionFruit,349,23.0,570.63,0.06182795698924731,True
2025-09-29,Pattaya_Beach,Pineapple,710,26.0,393.38,0.035326086956521736,True
2025-09-29,Pattaya_Beach,Watermelon,986,38.0,533.52,0.037109375,True
2025-09-29,Pattaya_Central,Guava,478,19.0,296.21000000000004,0.03822937625754527,True
2025-09-29,Pattaya_Central,PassionFruit,395,35.0,868.35,0.08139534883720931,True
2025-09-29,Pattaya_Central,Pineapple,819,37.0,559.8100000000001,0.04322429906542056,True
2025-09-29,Pattaya_Central,Watermelon,1201,37.0,519.48,0.02988691437802908,True
2025-10-06,BKK_Ladprao,Guava,277,26.0,412.1,0.0858085808580858,True
2025-10-06,BKK_Ladprao,PassionFruit,188,31.0,790.8100000000001,0.1415525114155251,True
2025-10-06,BKK_Ladprao,Pineapple,461,26.0,408.46000000000004,0.053388090349075976,True
2025-10-06,BKK_Ladprao,Watermelon,597,29.0,412.09000000000003,0.0463258785942492,True
2025-10-06,BKK_Sukhumvit,Guava,444,19.0,301.15,0.04103671706263499,True
2025-10-06,BKK_Sukhumvit,PassionFruit,328,34.0,867.34,0.09392265193370165,True
2025-10-06,BKK_Sukhumvit,Pineapple,653,24.0,377.04,0.03545051698670606,True
2025-10-06,BKK_Sukhumvit,Watermelon,1018,29.0,412.09000000000003,0.027698185291308502,True
2025-10-06,Pattaya_Beach,Guava,481,23.0,364.55,0.04563492063492063,True
2025-10-06,Pattaya_Beach,PassionFruit,371,35.0,892.85,0.08620689655172414,True
2025-10-06,Pattaya_Beach,Pineapple,730,26.0,408.46000000000004,0.03439153439153439,True
2025-10-06,Pattaya_Beach,Watermelon,1120,34.0,483.14,0.029462738301559793,True
2025-10-06,Pattaya_Central,Guava,564,29.0,459.65,0.048903878583473864,True
2025-10-06,Pattaya_Central,PassionFruit,435,38.0,969.38,0.080338266384778,True
2025-10-06,Pattaya_Central,Pineapple,899,32.0,502.72,0.034371643394199784,True
2025-10-06,Pattaya_Central,Watermelon,1295,38.0,539.98,0.028507126781695424,True
2025-10-13,BKK_Ladprao,Guava,268,21.0,313.74,0.0726643598615917,True
2025-10-13,BKK_Ladprao,PassionFruit,186,25.0,580.5,0.11848341232227488,True
2025-10-13,BKK_Ladprao,Pineapple,362,26.0,400.14,0.06701030927835051,True
2025-10-13,BKK_Ladprao,Watermelon,576,29.0,412.38,0.047933884297520664,True
2025-10-13,BKK_Sukhumvit,Guava,415,22.0,328.68,0.05034324942791762,True
2025-10-13,BKK_Sukhumvit,PassionFruit,275,14.0,325.08,0.04844290657439446,True
2025-10-13,BKK_Sukhumvit,Pineapple,657,22.0,338.58000000000004,0.03240058910162003,True
2025-10-13,BKK_Sukhumvit,Watermelon,1008,35.0,497.69999999999993,0.03355704697986577,True
2025-10-13,Pattaya_Beach,Guava,485,24.0,358.56,0.047151277013752456,True
2025-10-13,Pattaya_Beach,PassionFruit,372,29.0,673.38,0.07231920199501247,True
2025-10-13,Pattaya_Beach,Pineapple,676,31.0,477.09000000000003,0.04384724186704385,True
2025-10-13,Pattaya_Beach,Watermelon,1067,35.0,497.7,0.03176043557168784,True
2025-10-13,Pattaya_Central,Guava,575,36.0,537.84,0.058919803600654665,True
2025-10-13,Pattaya_Central,PassionFruit,386,39.0,905.5799999999999,0.09176470588235294,True
2025-10-13,Pattaya_Central,Pineapple,890,40.0,615.6,0.043010752688172046,True
2025-10-13,Pattaya_Central,Watermelon,1205,45.0,639.9,0.036,True
2025-10-20,BKK_Ladprao,Guava,239,19.0,293.36,0.07364341085271318,True
2025-10-20,BKK_Ladprao,PassionFruit,178,21.0,539.91,0.10552763819095477,True
2025-10-20,BKK_Ladprao,Pineapple,370,26.0,425.62,0.06565656565656566,True
2025-10-20,BKK_Ladprao,Watermelon,531,27.0,370.43999999999994,0.04838709677419355,True
2025-10-20,BKK_Sukhumvit,Guava,385,25.0,386.0,0.06097560975609756,True
2025-10-20,BKK_Sukhumvit,PassionFruit,315,32.0,822.72,0.09221902017291066,True
2025-10-20,BKK_Sukhumvit,Pineapple,625,27.0,441.99,0.04141104294478527,True
2025-10-20,BKK_Sukhumvit,Watermelon,911,29.0,397.88,0.030851063829787233,True
2025-10-20,Pattaya_Beach,Guava,467,17.0,262.48,0.03512396694214876,True
2025-10-20,Pattaya_Beach,PassionFruit,306,34.0,874.1400000000001,0.1,True
2025-10-20,Pattaya_Beach,Pineapple,688,29.0,474.73,0.040446304044630406,True
2025-10-20,Pattaya_Beach,Watermelon,986,33.0,452.76,0.0323846908734053,True
2025-10-20,Pattaya_Central,Guava,485,29.0,447.76,0.05642023346303502,True
2025-10-20,Pattaya_Central,PassionFruit,430,35.0,899.85,0.07526881720430108,True
2025-10-20,Pattaya_Central,Pineapple,844,37.0,605.69,0.04199772985244041,True
2025-10-20,Pattaya_Central,Watermelon,1170,31.0,425.32,0.025811823480432972,True
2025-10-27,BKK_Ladprao,Guava,205,16.0,239.2,0.07239819004524888,True
2025-10-27,BKK_Ladprao,PassionFruit,207,30.0,708.3,0.12658227848101267,True
2025-10-27,BKK_Ladprao,Pineapple,365,29.0,456.46000000000004,0.07360406091370558,True
2025-10-27,BKK_Ladprao,Watermelon,547,21.0,291.06,0.03697183098591549,True
2025-10-27,BKK_Sukhumvit,Guava,391,23.0,343.85,0.05555555555555555,True
2025-10-27,BKK_Sukhumvit,PassionFruit,342,28.0,661.0799999999999,0.07567567567567568,True
2025-10-27,BKK_Sukhumvit,Pineapple,631,25.0,393.5,0.038109756097560975,True
2025-10-27,BKK_Sukhumvit,Watermelon,929,33.0,457.38,0.034303534303534305,True
2025-10-27,Pattaya_Beach,Guava,444,24.0,358.8,0.05128205128205128,True
2025-10-27,Pattaya_Beach,PassionFruit,411,28.0,661.0799999999999,0.06378132118451026,True
2025-10-27,Pattaya_Beach,Pineapple,676,28.0,440.72,0.03977272727272727,True
2025-10-27,Pattaya_Beach,Watermelon,1061,32.0,443.52,0.0292772186642269,True
2025-10-27,Pattaya_Central,Guava,538,31.0,463.45000000000005,0.054481546572934976,True
2025-10-27,Pattaya_Central,PassionFruit,428,36.0,849.96,0.07758620689655173,True
2025-10-27,Pattaya_Central,Pineapple,835,46.0,724.04,0.05221339387060159,True
2025-10-27,Pattaya_Central,Watermelon,1248,41.0,568.26,0.03180760279286268,True
2025-11-03,BKK_Ladprao,Guava,247,24.0,348.24,0.08856088560885608,True
2025-11-03,BKK_Ladprao,PassionFruit,215,29.0,722.39,0.11885245901639344,True
2025-11-03,BKK_Ladprao,Pineapple,414,31.0,494.45,0.0696629213483146,True
2025-11-03,BKK_Ladprao,Watermelon,698,34.0,465.8,0.04644808743169399,True
2025-11-03,BKK_Sukhumvit,Guava,472,30.0,435.29999999999995,0.05976095617529881,True
2025-11-03,BKK_Sukhumvit,PassionFruit,344,31.0,772.21,0.08266666666666667,True
2025-11-03,BKK_Sukhumvit,Pineapple,725,33.0,526.35,0.04353562005277045,True
2025-11-03,BKK_Sukhumvit,Watermelon,1142,37.0,506.90000000000003,0.031382527565733676,True
2025-11-03,Pattaya_Beach,Guava,496,27.0,391.77,0.05162523900573614,True
2025-11-03,Pattaya_Beach,PassionFruit,420,43.0,1071.13,0.09287257019438445,True
2025-11-03,Pattaya_Beach,Pineapple,786,31.0,494.45,0.037943696450428395,True
2025-11-03,Pattaya_Beach,Watermelon,1265,47.0,643.9,0.035823170731707314,True
2025-11-03,Pattaya_Central,Guava,559,28.0,406.28,0.04770017035775128,True
2025-11-03,Pattaya_Central,PassionFruit,490,42.0,1046.22,0.07894736842105263,True
2025-11-03,Pattaya_Central,Pineapple,967,38.0,606.1,0.03781094527363184,True
2025-11-03,Pattaya_Central,Watermelon,1513,48.0,657.6,0.03074951953875721,True
2025-11-10,BKK_Ladprao,Guava,260,24.0,368.64,0.08450704225352113,True
2025-11-10,BKK_Ladprao,PassionFruit,256,37.0,885.78,0.12627986348122866,True
2025-11-10,BKK_Ladprao,Pineapple,431,27.0,450.09000000000003,0.05895196506550218,True
2025-11-10,BKK_Ladprao,Watermelon,664,34.0,474.3,0.04871060171919771,True
2025-11-10,BKK_Sukhumvit,Guava,478,27.0,414.71999999999997,0.053465346534653464,True
2025-11-10,BKK_Sukhumvit,PassionFruit,387,31.0,742.14,0.07416267942583732,True
2025-11-10,BKK_Sukhumvit,Pineapple,807,28.0,466.76,0.033532934131736525,True
2025-11-10,BKK_Sukhumvit,Watermelon,1192,41.0,571.95,0.0332522303325223,True
2025-11-10,Pattaya_Beach,Guava,526,29.0,445.44,0.05225225225225225,True
2025-11-10,Pattaya_Beach,PassionFruit,474,42.0,1005.48,0.08139534883720931,True
2025-11-10,Pattaya_Beach,Pineapple,902,38.0,633.4599999999999,0.04042553191489362,True
2025-11-10,Pattaya_Beach,Watermelon,1324,32.0,446.4,0.02359882005899705,True
2025-11-10,Pattaya_Central,Guava,605,29.0,445.44,0.04574132492113565,True
2025-11-10,Pattaya_Central,PassionFruit,525,50.0,1197.0,0.08695652173913043,True
2025-11-10,Pattaya_Central,Pineapple,1060,48.0,800.16,0.04332129963898917,True
2025-11-10,Pattaya_Central,Watermelon,1568,53.0,739.3499999999999,0.03269586674892042,True
2025-11-17,BKK_Ladprao,Guava,284,25.0,370.0,0.08090614886731391,True
2025-11-17,BKK_Ladprao,PassionFruit,191,27.0,644.76,0.12385321100917432,True
2025-11-17,BKK_Ladprao,Pineapple,422,29.0,481.69,0.06430155210643015,True
2025-11-17,BKK_Ladprao,Watermelon,632,27.0,385.29,0.0409711684370258,True
2025-11-17,BKK_Sukhumvit,Guava,433,25.0,370.0,0.05458515283842795,True
2025-11-17,BKK_Sukhumvit,PassionFruit,338,29.0,692.52,0.07901907356948229,True
2025-11-17,BKK_Sukhumvit,Pineapple,699,29.0,481.69,0.03983516483516483,True
2025-11-17,BKK_Sukhumvit,Watermelon,1070,34.0,485.17999999999995,0.030797101449275364,True
2025-11-17,Pattaya_Beach,Guava,473,28.0,414.40000000000003,0.05588822355289421,True
2025-11-17,Pattaya_Beach,PassionFruit,400,33.0,788.04,0.07621247113163972,True
2025-11-17,Pattaya_Beach,Pineapple,794,40.0,664.4,0.047961630695443645,True
2025-11-17,Pattaya_Beach,Watermelon,1142,41.0,585.0699999999999,0.034657650042265425,True
2025-11-17,Pattaya_Central,Guava,586,31.0,458.79999999999995,0.050243111831442464,True
2025-11-17,Pattaya_Central,PassionFruit,491,39.0,931.3199999999999,0.07358490566037736,True
2025-11-17,Pattaya_Central,Pineapple,921,43.0,714.23,0.044605809128630707,True
2025-11-17,Pattaya_Central,Watermelon,1388,44.0,627.88,0.030726256983240222,True
2025-11-24,BKK_Ladprao,Guava,263,19.0,274.74,0.0673758865248227,True
2025-11-24,BKK_Ladprao,PassionFruit,224,32.0,739.84,0.125,True
2025-11-24,BKK_Ladprao,Pineapple,389,28.0,427.84000000000003,0.0671462829736211,True
2025-11-24,BKK_Ladprao,Watermelon,617,26.0,367.9,0.04043545878693624,True
2025-11-24,BKK_Sukhumvit,Guava,403,19.0,274.74,0.045023696682464455,True
2025-11-24,BKK_Sukhumvit,PassionFruit,376,38.0,878.5600000000001,0.09178743961352658,True
2025-11-24,BKK_Sukhumvit,Pineapple,719,30.0,458.4,0.04005340453938585,True
2025-11-24,BKK_Sukhumvit,Watermelon,1115,43.0,608.45,0.037132987910189985,True
2025-11-24,Pattaya_Beach,Guava,499,26.0,375.96,0.049523809523809526,True
2025-11-24,Pattaya_Beach,PassionFruit,414,36.0,832.32,0.08,True
2025-11-24,Pattaya_Beach,Pineapple,784,29.0,443.12,0.03567035670356704,True
2025-11-24,Pattaya_Beach,Watermelon,1171,45.0,636.75,0.03700657894736842,True
2025-11-24,Pattaya_Central,Guava,558,27.0,390.42,0.046153846153846156,True
2025-11-24,Pattaya_Central,PassionFruit,503,46.0,1063.52,0.08378870673952642,True
2025-11-24,Pattaya_Central,Pineapple,911,44.0,672.32,0.04607329842931937,True
2025-11-24,Pattaya_Central,Watermelon,1385,41.0,580.15,0.028751753155680224,True
2025-12-01,BKK_Ladprao,Guava,264,21.0,322.77,0.07368421052631578,True
2025-12-01,BKK_Ladprao,PassionFruit,217,36.0,907.5600000000001,0.1422924901185771,True
2025-12-01,BKK_Ladprao,Pineapple,456,30.0,489.9,0.06172839506172839,True
2025-12-01,BKK_Ladprao,Watermelon,691,35.0,498.05,0.048209366391184574,True
2025-12-01,BKK_Sukhumvit,Guava,457,20.0,307.4,0.041928721174004195,True
2025-12-01,BKK_Sukhumvit,PassionFruit,396,25.0,630.25,0.05938242280285035,True
2025-12-01,BKK_Sukhumvit,Pineapple,748,36.0,587.88,0.04591836734693878,True
2025-12-01,BKK_Sukhumvit,Watermelon,1110,34.0,483.82,0.02972027972027972,True
2025-12-01,Pattaya_Beach,Guava,483,24.0,368.88,0.047337278106508875,True
2025-12-01,Pattaya_Beach,PassionFruit,397,36.0,907.56,0.08314087759815242,True
2025-12-01,Pattaya_Beach,Pineapple,820,41.0,669.53,0.047619047619047616,True
2025-12-01,Pattaya_Beach,Watermelon,1270,47.0,668.81,0.03568716780561883,True
2025-12-01,Pattaya_Central,Guava,637,40.0,614.8,0.059084194977843424,True
2025-12-01,Pattaya_Central,PassionFruit,523,52.0,1310.92,0.09043478260869565,True
2025-12-01,Pattaya_Central,Pineapple,977,41.0,669.53,0.04027504911591356,True
2025-12-01,Pattaya_Central,Watermelon,1479,45.0,640.35,0.02952755905511811,True
2025-12-08,BKK_Ladprao,Guava,314,29.0,416.15,0.08454810495626822,True
2025-12-08,BKK_Ladprao,PassionFruit,262,33.0,772.53,0.11186440677966102,True
2025-12-08,BKK_Ladprao,Pineapple,489,27.0,435.78000000000003,0.05232558139534884,True
2025-12-08,BKK_Ladprao,Watermelon,727,44.0,614.6800000000001,0.057068741893644616,True
2025-12-08,BKK_Sukhumvit,Guava,537,31.0,444.84999999999997,0.05457746478873239,True
2025-12-08,BKK_Sukhumvit,PassionFruit,454,28.0,655.48,0.058091286307053944,True
2025-12-08,BKK_Sukhumvit,Pineapple,831,36.0,581.04,0.04152249134948097,True
2025-12-08,BKK_Sukhumvit,Watermelon,1246,44.0,614.68,0.034108527131782945,True
2025-12-08,Pattaya_Beach,Guava,591,33.0,473.55,0.052884615384615384,True
2025-12-08,Pattaya_Beach,PassionFruit,467,35.0,819.35,0.0697211155378486,True
2025-12-08,Pattaya_Beach,Pineapple,927,39.0,629.46,0.040372670807453416,True
2025-12-08,Pattaya_Beach,Watermelon,1406,41.0,572.77,0.028334485141672427,True
2025-12-08,Pattaya_Central,Guava,701,27.0,387.45,0.03708791208791209,True
2025-12-08,Pattaya_Central,PassionFruit,534,44.0,1030.04,0.07612456747404844,True
2025-12-08,Pattaya_Central,Pineapple,1107,45.0,726.3,0.0390625,True
2025-12-08,Pattaya_Central,Watermelon,1621,58.0,810.26,0.034544371649791544,True
2025-12-15,BKK_Ladprao,Guava,278,21.0,317.52,0.07023411371237458,True
2025-12-15,BKK_Ladprao,PassionFruit,236,30.0,755.1,0.11278195488721804,True
2025-12-15,BKK_Ladprao,Pineapple,467,29.0,462.26,0.05846774193548387,True
2025-12-15,BKK_Ladprao,Watermelon,661,42.0,593.46,0.059743954480796585,True
2025-12-15,BKK_Sukhumvit,Guava,468,28.0,423.36,0.056451612903225805,True
2025-12-15,BKK_Sukhumvit,PassionFruit,398,35.0,880.95,0.08083140877598152,True
2025-12-15,BKK_Sukhumvit,Pineapple,725,29.0,462.26,0.038461538461538464,True
2025-12-15,BKK_Sukhumvit,Watermelon,1146,45.0,635.85,0.037783375314861464,True
2025-12-15,Pattaya_Beach,Guava,529,28.0,423.36,0.05026929982046679,True
2025-12-15,Pattaya_Beach,PassionFruit,397,43.0,1082.31,0.09772727272727273,True
2025-12-15,Pattaya_Beach,Pineapple,819,33.0,526.02,0.03873239436619718,True
2025-12-15,Pattaya_Beach,Watermelon,1253,41.0,579.33,0.03168469860896445,True
2025-12-15,Pattaya_Central,Guava,633,38.0,574.56,0.05663189269746647,True
2025-12-15,Pattaya_Central,PassionFruit,488,54.0,1359.18,0.0996309963099631,True
2025-12-15,Pattaya_Central,Pineapple,1034,46.0,733.24,0.04259259259259259,True
2025-12-15,Pattaya_Central,Watermelon,1553,45.0,635.85,0.028160200250312892,True
2025-12-22,BKK_Ladprao,Guava,281,27.0,407.96999999999997,0.08766233766233766,True
2025-12-22,BKK_Ladprao,PassionFruit,263,29.0,693.6800000000001,0.09931506849315068,True
2025-12-22,BKK_Ladprao,Pineapple,420,28.0,451.08,0.0625,True
2025-12-22,BKK_Ladprao,Watermelon,653,30.0,423.29999999999995,0.043923865300146414,True
2025-12-22,BKK_Sukhumvit,Guava,504,27.0,407.96999999999997,0.05084745762711865,True
2025-12-22,BKK_Sukhumvit,PassionFruit,371,29.0,693.6800000000001,0.0725,True
2025-12-22,BKK_Sukhumvit,Pineapple,744,35.0,563.85,0.044929396662387676,True
2025-12-22,BKK_Sukhumvit,Watermelon,1113,35.0,493.84999999999997,0.03048780487804878,True
2025-12-22,Pattaya_Beach,Guava,569,28.0,423.08,0.04690117252931323,True
2025-12-22,Pattaya_Beach,PassionFruit,395,30.0,717.6,0.07058823529411765,True
2025-12-22,Pattaya_Beach,Pineapple,825,37.0,596.0699999999999,0.042923433874709975,True
2025-12-22,Pattaya_Beach,Watermelon,1271,42.0,592.62,0.03198781416603199,True
2025-12-22,Pattaya_Central,Guava,648,35.0,528.85,0.05124450951683748,True
2025-12-22,Pattaya_Central,PassionFruit,485,40.0,956.8000000000001,0.0761904761904762,True
2025-12-22,Pattaya_Central,Pineapple,968,45.0,724.95,0.044422507403751234,True
2025-12-22,Pattaya_Central,Watermelon,1446,44.0,620.8399999999999,0.02953020134228188,True
2025-12-29,BKK_Ladprao,Guava,322,28.0,405.72,0.08,True
2025-12-29,BKK_Ladprao,PassionFruit,264,43.0,1040.6,0.14006514657980457,True
2025-12-29,BKK_Ladprao,Pineapple,445,31.0,491.96999999999997,0.06512605042016807,True
2025-12-29,BKK_Ladprao,Watermelon,717,27.0,367.73999999999995,0.036290322580645164,True
2025-12-29,BKK_Sukhumvit,Guava,481,26.0,376.74,0.05128205128205128,True
2025-12-29,BKK_Sukhumvit,PassionFruit,359,31.0,750.2,0.07948717948717948,True
2025-12-29,BKK_Sukhumvit,Pineapple,849,24.0,380.88,0.027491408934707903,True
2025-12-29,BKK_Sukhumvit,Watermelon,1203,43.0,585.66,0.03451043338683788,True
2025-12-29,Pattaya_Beach,Guava,592,30.0,434.7,0.04823151125401929,True
2025-12-29,Pattaya_Beach,PassionFruit,447,38.0,919.6,0.07835051546391752,True
2025-12-29,Pattaya_Beach,Pineapple,908,37.0,587.19,0.039153439153439155,True
2025-12-29,Pattaya_Beach,Watermelon,1397,41.0,558.42,0.02851182197496523,True
2025-12-29,Pattaya_Central,Guava,683,32.0,463.68,0.044755244755244755,True
2025-12-29,Pattaya_Central,PassionFruit,559,59.0,1427.8,0.09546925566343042,True
2025-12-29,Pattaya_Central,Pineapple,1130,52.0,825.24,0.043993231810490696,True
2025-12-29,Pattaya_Central,Watermelon,1699,56.0,762.7199999999999,0.03190883190883191,True
2026-01-05,BKK_Ladprao,Guava,298,24.0,340.8,0.07453416149068323,True
2026-01-05,BKK_Ladprao,PassionFruit,202,29.0,691.94,0.12554112554112554,True
2026-01-05,BKK_Ladprao,Pineapple,426,34.0,525.98,0.07391304347826087,True
2026-01-05,BKK_Ladprao,Watermelon,660,31.0,442.68000000000006,0.04486251808972504,True
2026-01-05,BKK_Sukhumvit,Guava,486,18.0,255.6,0.03571428571428571,True
2026-01-05,BKK_Sukhumvit,PassionFruit,366,31.0,739.66,0.07808564231738035,True
2026-01-05,BKK_Sukhumvit,Pineapple,733,25.0,386.75,0.032981530343007916,True
2026-01-05,BKK_Sukhumvit,Watermelon,1152,33.0,471.24,0.027848101265822784,True
2026-01-05,Pattaya_Beach,Guava,515,39.0,553.8,0.0703971119133574,True
2026-01-05,Pattaya_Beach,PassionFruit,430,44.0,1049.84,0.09282700421940929,True
2026-01-05,Pattaya_Beach,Pineapple,886,40.0,618.8,0.04319654427645788,True
2026-01-05,Pattaya_Beach,Watermelon,1247,38.0,542.64,0.029571984435797664,True
2026-01-05,Pattaya_Central,Guava,669,35.0,497.0,0.04971590909090909,True
2026-01-05,Pattaya_Central,PassionFruit,509,53.0,1264.58,0.09430604982206406,True
2026-01-05,Pattaya_Central,Pineapple,980,43.0,665.21,0.042033235581622676,True
2026-01-05,Pattaya_Central,Watermelon,1478,39.0,556.9200000000001,0.025708635464733027,True
2026-01-12,BKK_Ladprao,Guava,325,29.0,437.9,0.08192090395480225,True
2026-01-12,BKK_Ladprao,PassionFruit,249,29.0,731.38,0.10431654676258993,True
2026-01-12,BKK_Ladprao,Pineapple,466,28.0,456.96000000000004,0.05668016194331984,True
2026-01-12,BKK_Ladprao,Watermelon,718,32.0,442.56000000000006,0.042666666666666665,True
2026-01-12,BKK_Sukhumvit,Guava,483,35.0,528.5,0.06756756756756757,True
