date,month,kitchen,sku,forecast_units_base,method,coverage_rule,planning_error_pct,recent_realized_price_thb,standard_price_thb,commission_rate_weighted,cost_median,cost_p90,packaging_cost_per_cup_thb,labor_cost_per_cup_thb,waste_rate_base,waste_rate_action,cost_up_pct,forecast_lower_units,forecast_upper_units,prep_target_cups_base,prep_target_cups_lower,prep_target_cups_upper,expected_waste_units_base
2026-09-01,2026-09-01,BKK_Ladprao,Guava,37.000093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,28.527134518356856,45.47305166117951,40.04415595012597,30.874112145928677,49.21419975432326,3.0440628603577835
2026-09-14,2026-09-01,BKK_Ladprao,Guava,27.500093089768182,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,21.202618407900548,33.79756777163581,29.76257420914932,22.946995187743745,36.578153230554896,2.262481119381139
2026-09-15,2026-09-01,BKK_Ladprao,Guava,37.000093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,28.527134518356856,45.47305166117951,40.04415595012597,30.874112145928677,49.21419975432326,3.0440628603577835
2026-09-16,2026-09-01,BKK_Ladprao,Guava,34.000093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,26.21412943084434,41.786056748692026,36.79734066350177,28.37081205387028,45.223869273133246,2.7972475737335856
2026-09-17,2026-09-01,BKK_Ladprao,Guava,37.500093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,28.912635366275612,46.087550813260755,40.58529183123001,31.291328827938415,49.87925483452159,3.0851987414618236
2026-09-18,2026-09-01,BKK_Ladprao,Guava,38.500093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,29.683637062113117,47.31654911742325,41.667563593438075,32.12576219195788,51.20936499491826,3.1674705036698896
2026-09-19,2026-09-01,BKK_Ladprao,Guava,36.500093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,28.141633670438104,44.85855250909826,39.503020069021936,30.456895463918947,48.549144674124925,3.0029269792537505
2026-09-20,2026-09-01,BKK_Ladprao,Guava,44.000093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,33.9241463892194,54.07603979031697,47.620058285582445,36.71514569406495,58.524970877099946,3.6199651958142596
2026-09-21,2026-09-01,BKK_Ladprao,Guava,27.500093089768182,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,21.202618407900548,33.79756777163581,29.76257420914932,22.946995187743745,36.578153230554896,2.262481119381139
2026-09-22,2026-09-01,BKK_Ladprao,Guava,37.000093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,28.527134518356856,45.47305166117951,40.04415595012597,30.874112145928677,49.21419975432326,3.0440628603577835
2026-09-23,2026-09-01,BKK_Ladprao,Guava,34.000093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,26.21412943084434,41.786056748692026,36.79734066350177,28.37081205387028,45.223869273133246,2.7972475737335856
2026-09-24,2026-09-01,BKK_Ladprao,Guava,37.500093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,28.912635366275612,46.087550813260755,40.58529183123001,31.291328827938415,49.87925483452159,3.0851987414618236
2026-09-25,2026-09-01,BKK_Ladprao,Guava,38.500093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,29.683637062113117,47.31654911742325,41.667563593438075,32.12576219195788,51.20936499491826,3.1674705036698896
2026-09-26,2026-09-01,BKK_Ladprao,Guava,36.500093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,28.141633670438104,44.85855250909826,39.503020069021936,30.456895463918947,48.549144674124925,3.0029269792537505
2026-09-27,2026-09-01,BKK_Ladprao,Guava,44.000093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,33.9241463892194,54.07603979031697,47.620058285582445,36.71514569406495,58.524970877099946,3.6199651958142596
2026-09-28,2026-09-01,BKK_Ladprao,Guava,27.500093089768182,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,21.202618407900548,33.79756777163581,29.76257420914932,22.946995187743745,36.578153230554896,2.262481119381139
2026-09-29,2026-09-01,BKK_Ladprao,Guava,37.000093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,28.527134518356856,45.47305166117951,40.04415595012597,30.874112145928677,49.21419975432326,3.0440628603577835
2026-09-30,2026-09-01,BKK_Ladprao,Guava,34.000093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,26.21412943084434,41.786056748692026,36.79734066350177,28.37081205387028,45.223869273133246,2.7972475737335856
2026-10-01,2026-10-01,BKK_Ladprao,Guava,37.500093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,28.912635366275612,46.087550813260755,40.58529183123001,31.291328827938415,49.87925483452159,3.0851987414618236
2026-10-02,2026-10-01,BKK_Ladprao,Guava,38.500093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,29.683637062113117,47.31654911742325,41.667563593438075,32.12576219195788,51.20936499491826,3.1674705036698896
2026-10-03,2026-10-01,BKK_Ladprao,Guava,36.500093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,28.141633670438104,44.85855250909826,39.503020069021936,30.456895463918947,48.549144674124925,3.0029269792537505
2026-10-04,2026-10-01,BKK_Ladprao,Guava,44.000093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,33.9241463892194,54.07603979031697,47.620058285582445,36.71514569406495,58.524970877099946,3.6199651958142596
2026-10-05,2026-10-01,BKK_Ladprao,Guava,27.500093089768182,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,21.202618407900548,33.79756777163581,29.76257420914932,22.946995187743745,36.578153230554896,2.262481119381139
2026-10-06,2026-10-01,BKK_Ladprao,Guava,37.000093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,28.527134518356856,45.47305166117951,40.04415595012597,30.874112145928677,49.21419975432326,3.0440628603577835
2026-10-07,2026-10-01,BKK_Ladprao,Guava,34.000093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,26.21412943084434,41.786056748692026,36.79734066350177,28.37081205387028,45.223869273133246,2.7972475737335856
2026-10-08,2026-10-01,BKK_Ladprao,Guava,37.500093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,28.912635366275612,46.087550813260755,40.58529183123001,31.291328827938415,49.87925483452159,3.0851987414618236
2026-10-09,2026-10-01,BKK_Ladprao,Guava,38.500093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,29.683637062113117,47.31654911742325,41.667563593438075,32.12576219195788,51.20936499491826,3.1674705036698896
2026-10-10,2026-10-01,BKK_Ladprao,Guava,36.500093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,28.141633670438104,44.85855250909826,39.503020069021936,30.456895463918947,48.549144674124925,3.0029269792537505
2026-10-11,2026-10-01,BKK_Ladprao,Guava,44.000093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,33.9241463892194,54.07603979031697,47.620058285582445,36.71514569406495,58.524970877099946,3.6199651958142596
2026-10-12,2026-10-01,BKK_Ladprao,Guava,27.500093089768182,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,21.202618407900548,33.79756777163581,29.76257420914932,22.946995187743745,36.578153230554896,2.262481119381139
2026-10-13,2026-10-01,BKK_Ladprao,Guava,37.000093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,28.527134518356856,45.47305166117951,40.04415595012597,30.874112145928677,49.21419975432326,3.0440628603577835
2026-10-14,2026-10-01,BKK_Ladprao,Guava,34.000093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,26.21412943084434,41.786056748692026,36.79734066350177,28.37081205387028,45.223869273133246,2.7972475737335856
2026-10-15,2026-10-01,BKK_Ladprao,Guava,37.500093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,28.912635366275612,46.087550813260755,40.58529183123001,31.291328827938415,49.87925483452159,3.0851987414618236
2026-10-16,2026-10-01,BKK_Ladprao,Guava,38.500093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,29.683637062113117,47.31654911742325,41.667563593438075,32.12576219195788,51.20936499491826,3.1674705036698896
2026-10-17,2026-10-01,BKK_Ladprao,Guava,36.500093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,28.141633670438104,44.85855250909826,39.503020069021936,30.456895463918947,48.549144674124925,3.0029269792537505
2026-10-18,2026-10-01,BKK_Ladprao,Guava,44.000093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,33.9241463892194,54.07603979031697,47.620058285582445,36.71514569406495,58.524970877099946,3.6199651958142596
2026-10-19,2026-10-01,BKK_Ladprao,Guava,27.500093089768182,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,21.202618407900548,33.79756777163581,29.76257420914932,22.946995187743745,36.578153230554896,2.262481119381139
2026-10-20,2026-10-01,BKK_Ladprao,Guava,37.000093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,28.527134518356856,45.47305166117951,40.04415595012597,30.874112145928677,49.21419975432326,3.0440628603577835
2026-10-21,2026-10-01,BKK_Ladprao,Guava,34.000093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,26.21412943084434,41.786056748692026,36.79734066350177,28.37081205387028,45.223869273133246,2.7972475737335856
2026-10-22,2026-10-01,BKK_Ladprao,Guava,37.500093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,28.912635366275612,46.087550813260755,40.58529183123001,31.291328827938415,49.87925483452159,3.0851987414618236
2026-10-23,2026-10-01,BKK_Ladprao,Guava,38.500093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,29.683637062113117,47.31654911742325,41.667563593438075,32.12576219195788,51.20936499491826,3.1674705036698896
2026-10-24,2026-10-01,BKK_Ladprao,Guava,36.500093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,28.141633670438104,44.85855250909826,39.503020069021936,30.456895463918947,48.549144674124925,3.0029269792537505
2026-10-25,2026-10-01,BKK_Ladprao,Guava,44.000093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,33.9241463892194,54.07603979031697,47.620058285582445,36.71514569406495,58.524970877099946,3.6199651958142596
2026-10-26,2026-10-01,BKK_Ladprao,Guava,27.500093089768182,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,21.202618407900548,33.79756777163581,29.76257420914932,22.946995187743745,36.578153230554896,2.262481119381139
2026-10-27,2026-10-01,BKK_Ladprao,Guava,37.000093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,28.527134518356856,45.47305166117951,40.04415595012597,30.874112145928677,49.21419975432326,3.0440628603577835
2026-10-28,2026-10-01,BKK_Ladprao,Guava,34.000093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,26.21412943084434,41.786056748692026,36.79734066350177,28.37081205387028,45.223869273133246,2.7972475737335856
2026-10-29,2026-10-01,BKK_Ladprao,Guava,37.500093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,28.912635366275612,46.087550813260755,40.58529183123001,31.291328827938415,49.87925483452159,3.0851987414618236
2026-10-30,2026-10-01,BKK_Ladprao,Guava,38.500093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,29.683637062113117,47.31654911742325,41.667563593438075,32.12576219195788,51.20936499491826,3.1674705036698896
2026-10-31,2026-10-01,BKK_Ladprao,Guava,36.500093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,28.141633670438104,44.85855250909826,39.503020069021936,30.456895463918947,48.549144674124925,3.0029269792537505
2026-11-01,2026-11-01,BKK_Ladprao,Guava,44.000093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,33.9241463892194,54.07603979031697,47.620058285582445,36.71514569406495,58.524970877099946,3.6199651958142596
2026-11-02,2026-11-01,BKK_Ladprao,Guava,27.500093089768182,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,21.202618407900548,33.79756777163581,29.76257420914932,22.946995187743745,36.578153230554896,2.262481119381139
2026-11-03,2026-11-01,BKK_Ladprao,Guava,37.000093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,28.527134518356856,45.47305166117951,40.04415595012597,30.874112145928677,49.21419975432326,3.0440628603577835
2026-11-04,2026-11-01,BKK_Ladprao,Guava,34.000093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,26.21412943084434,41.786056748692026,36.79734066350177,28.37081205387028,45.223869273133246,2.7972475737335856
2026-11-05,2026-11-01,BKK_Ladprao,Guava,37.500093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,28.912635366275612,46.087550813260755,40.58529183123001,31.291328827938415,49.87925483452159,3.0851987414618236
2026-11-06,2026-11-01,BKK_Ladprao,Guava,38.500093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,29.683637062113117,47.31654911742325,41.667563593438075,32.12576219195788,51.20936499491826,3.1674705036698896
2026-11-07,2026-11-01,BKK_Ladprao,Guava,36.500093089768185,level_weekday_blend,active SKU window only; historical active windows have complete daily rows; no pre-launch zero fill,0.22899830416249398,47.85507074181193,49.0,0.2740250742751767,10.23,10.763,6,5.5,0.0760176557135851,0.05701324178518882,0.05210166177908104,28.141633670438104,44.85855250909826,39.503020069021936,30.456895463918947,48.549144674124925,3.0029269792537505
