date,month,kitchen,sku,forecast_units_base,forecast_lower_units,forecast_upper_units,planning_error_pct,waste_rate_base,prep_target_cups_lower,prep_target_cups_base,prep_target_cups_upper,expected_waste_units_base,usable_on_hand_cups,usable_inbound_cups,lead_time_days,review_period_days,safety_stock_cups,order_qty_cups,order_qty_status
2026-09-14,2026-09-01,BKK_Ladprao,Guava,27.500093089768182,21.202618407900548,33.79756777163581,0.22899830416249398,0.0760176557135851,22.946995187743745,29.76257420914932,36.578153230554896,2.262481119381139,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-09-15,2026-09-01,BKK_Ladprao,Guava,37.000093089768185,28.527134518356856,45.47305166117951,0.22899830416249398,0.0760176557135851,30.874112145928677,40.04415595012597,49.21419975432326,3.0440628603577835,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-09-16,2026-09-01,BKK_Ladprao,Guava,34.000093089768185,26.21412943084434,41.786056748692026,0.22899830416249398,0.0760176557135851,28.37081205387028,36.79734066350177,45.223869273133246,2.7972475737335856,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-09-17,2026-09-01,BKK_Ladprao,Guava,37.500093089768185,28.912635366275612,46.087550813260755,0.22899830416249398,0.0760176557135851,31.291328827938415,40.58529183123001,49.87925483452159,3.0851987414618236,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-09-18,2026-09-01,BKK_Ladprao,Guava,38.500093089768185,29.683637062113117,47.31654911742325,0.22899830416249398,0.0760176557135851,32.12576219195788,41.667563593438075,51.20936499491826,3.1674705036698896,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-09-19,2026-09-01,BKK_Ladprao,Guava,36.500093089768185,28.141633670438104,44.85855250909826,0.22899830416249398,0.0760176557135851,30.456895463918947,39.503020069021936,48.549144674124925,3.0029269792537505,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-09-20,2026-09-01,BKK_Ladprao,Guava,44.000093089768185,33.9241463892194,54.07603979031697,0.22899830416249398,0.0760176557135851,36.71514569406495,47.620058285582445,58.524970877099946,3.6199651958142596,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-09-21,2026-09-01,BKK_Ladprao,Guava,27.500093089768182,21.202618407900548,33.79756777163581,0.22899830416249398,0.0760176557135851,22.946995187743745,29.76257420914932,36.578153230554896,2.262481119381139,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-09-22,2026-09-01,BKK_Ladprao,Guava,37.000093089768185,28.527134518356856,45.47305166117951,0.22899830416249398,0.0760176557135851,30.874112145928677,40.04415595012597,49.21419975432326,3.0440628603577835,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-09-23,2026-09-01,BKK_Ladprao,Guava,34.000093089768185,26.21412943084434,41.786056748692026,0.22899830416249398,0.0760176557135851,28.37081205387028,36.79734066350177,45.223869273133246,2.7972475737335856,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-09-24,2026-09-01,BKK_Ladprao,Guava,37.500093089768185,28.912635366275612,46.087550813260755,0.22899830416249398,0.0760176557135851,31.291328827938415,40.58529183123001,49.87925483452159,3.0851987414618236,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-09-25,2026-09-01,BKK_Ladprao,Guava,38.500093089768185,29.683637062113117,47.31654911742325,0.22899830416249398,0.0760176557135851,32.12576219195788,41.667563593438075,51.20936499491826,3.1674705036698896,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-09-26,2026-09-01,BKK_Ladprao,Guava,36.500093089768185,28.141633670438104,44.85855250909826,0.22899830416249398,0.0760176557135851,30.456895463918947,39.503020069021936,48.549144674124925,3.0029269792537505,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-09-27,2026-09-01,BKK_Ladprao,Guava,44.000093089768185,33.9241463892194,54.07603979031697,0.22899830416249398,0.0760176557135851,36.71514569406495,47.620058285582445,58.524970877099946,3.6199651958142596,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-09-28,2026-09-01,BKK_Ladprao,Guava,27.500093089768182,21.202618407900548,33.79756777163581,0.22899830416249398,0.0760176557135851,22.946995187743745,29.76257420914932,36.578153230554896,2.262481119381139,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-09-29,2026-09-01,BKK_Ladprao,Guava,37.000093089768185,28.527134518356856,45.47305166117951,0.22899830416249398,0.0760176557135851,30.874112145928677,40.04415595012597,49.21419975432326,3.0440628603577835,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-09-30,2026-09-01,BKK_Ladprao,Guava,34.000093089768185,26.21412943084434,41.786056748692026,0.22899830416249398,0.0760176557135851,28.37081205387028,36.79734066350177,45.223869273133246,2.7972475737335856,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-01,2026-10-01,BKK_Ladprao,Guava,37.500093089768185,28.912635366275612,46.087550813260755,0.22899830416249398,0.0760176557135851,31.291328827938415,40.58529183123001,49.87925483452159,3.0851987414618236,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-02,2026-10-01,BKK_Ladprao,Guava,38.500093089768185,29.683637062113117,47.31654911742325,0.22899830416249398,0.0760176557135851,32.12576219195788,41.667563593438075,51.20936499491826,3.1674705036698896,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-03,2026-10-01,BKK_Ladprao,Guava,36.500093089768185,28.141633670438104,44.85855250909826,0.22899830416249398,0.0760176557135851,30.456895463918947,39.503020069021936,48.549144674124925,3.0029269792537505,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-04,2026-10-01,BKK_Ladprao,Guava,44.000093089768185,33.9241463892194,54.07603979031697,0.22899830416249398,0.0760176557135851,36.71514569406495,47.620058285582445,58.524970877099946,3.6199651958142596,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-05,2026-10-01,BKK_Ladprao,Guava,27.500093089768182,21.202618407900548,33.79756777163581,0.22899830416249398,0.0760176557135851,22.946995187743745,29.76257420914932,36.578153230554896,2.262481119381139,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-06,2026-10-01,BKK_Ladprao,Guava,37.000093089768185,28.527134518356856,45.47305166117951,0.22899830416249398,0.0760176557135851,30.874112145928677,40.04415595012597,49.21419975432326,3.0440628603577835,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-07,2026-10-01,BKK_Ladprao,Guava,34.000093089768185,26.21412943084434,41.786056748692026,0.22899830416249398,0.0760176557135851,28.37081205387028,36.79734066350177,45.223869273133246,2.7972475737335856,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-08,2026-10-01,BKK_Ladprao,Guava,37.500093089768185,28.912635366275612,46.087550813260755,0.22899830416249398,0.0760176557135851,31.291328827938415,40.58529183123001,49.87925483452159,3.0851987414618236,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-09,2026-10-01,BKK_Ladprao,Guava,38.500093089768185,29.683637062113117,47.31654911742325,0.22899830416249398,0.0760176557135851,32.12576219195788,41.667563593438075,51.20936499491826,3.1674705036698896,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-10,2026-10-01,BKK_Ladprao,Guava,36.500093089768185,28.141633670438104,44.85855250909826,0.22899830416249398,0.0760176557135851,30.456895463918947,39.503020069021936,48.549144674124925,3.0029269792537505,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-11,2026-10-01,BKK_Ladprao,Guava,44.000093089768185,33.9241463892194,54.07603979031697,0.22899830416249398,0.0760176557135851,36.71514569406495,47.620058285582445,58.524970877099946,3.6199651958142596,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-12,2026-10-01,BKK_Ladprao,Guava,27.500093089768182,21.202618407900548,33.79756777163581,0.22899830416249398,0.0760176557135851,22.946995187743745,29.76257420914932,36.578153230554896,2.262481119381139,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-13,2026-10-01,BKK_Ladprao,Guava,37.000093089768185,28.527134518356856,45.47305166117951,0.22899830416249398,0.0760176557135851,30.874112145928677,40.04415595012597,49.21419975432326,3.0440628603577835,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-14,2026-10-01,BKK_Ladprao,Guava,34.000093089768185,26.21412943084434,41.786056748692026,0.22899830416249398,0.0760176557135851,28.37081205387028,36.79734066350177,45.223869273133246,2.7972475737335856,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-15,2026-10-01,BKK_Ladprao,Guava,37.500093089768185,28.912635366275612,46.087550813260755,0.22899830416249398,0.0760176557135851,31.291328827938415,40.58529183123001,49.87925483452159,3.0851987414618236,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-16,2026-10-01,BKK_Ladprao,Guava,38.500093089768185,29.683637062113117,47.31654911742325,0.22899830416249398,0.0760176557135851,32.12576219195788,41.667563593438075,51.20936499491826,3.1674705036698896,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-17,2026-10-01,BKK_Ladprao,Guava,36.500093089768185,28.141633670438104,44.85855250909826,0.22899830416249398,0.0760176557135851,30.456895463918947,39.503020069021936,48.549144674124925,3.0029269792537505,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-18,2026-10-01,BKK_Ladprao,Guava,44.000093089768185,33.9241463892194,54.07603979031697,0.22899830416249398,0.0760176557135851,36.71514569406495,47.620058285582445,58.524970877099946,3.6199651958142596,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-19,2026-10-01,BKK_Ladprao,Guava,27.500093089768182,21.202618407900548,33.79756777163581,0.22899830416249398,0.0760176557135851,22.946995187743745,29.76257420914932,36.578153230554896,2.262481119381139,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-20,2026-10-01,BKK_Ladprao,Guava,37.000093089768185,28.527134518356856,45.47305166117951,0.22899830416249398,0.0760176557135851,30.874112145928677,40.04415595012597,49.21419975432326,3.0440628603577835,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-21,2026-10-01,BKK_Ladprao,Guava,34.000093089768185,26.21412943084434,41.786056748692026,0.22899830416249398,0.0760176557135851,28.37081205387028,36.79734066350177,45.223869273133246,2.7972475737335856,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-22,2026-10-01,BKK_Ladprao,Guava,37.500093089768185,28.912635366275612,46.087550813260755,0.22899830416249398,0.0760176557135851,31.291328827938415,40.58529183123001,49.87925483452159,3.0851987414618236,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-23,2026-10-01,BKK_Ladprao,Guava,38.500093089768185,29.683637062113117,47.31654911742325,0.22899830416249398,0.0760176557135851,32.12576219195788,41.667563593438075,51.20936499491826,3.1674705036698896,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-24,2026-10-01,BKK_Ladprao,Guava,36.500093089768185,28.141633670438104,44.85855250909826,0.22899830416249398,0.0760176557135851,30.456895463918947,39.503020069021936,48.549144674124925,3.0029269792537505,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-25,2026-10-01,BKK_Ladprao,Guava,44.000093089768185,33.9241463892194,54.07603979031697,0.22899830416249398,0.0760176557135851,36.71514569406495,47.620058285582445,58.524970877099946,3.6199651958142596,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-26,2026-10-01,BKK_Ladprao,Guava,27.500093089768182,21.202618407900548,33.79756777163581,0.22899830416249398,0.0760176557135851,22.946995187743745,29.76257420914932,36.578153230554896,2.262481119381139,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-27,2026-10-01,BKK_Ladprao,Guava,37.000093089768185,28.527134518356856,45.47305166117951,0.22899830416249398,0.0760176557135851,30.874112145928677,40.04415595012597,49.21419975432326,3.0440628603577835,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-28,2026-10-01,BKK_Ladprao,Guava,34.000093089768185,26.21412943084434,41.786056748692026,0.22899830416249398,0.0760176557135851,28.37081205387028,36.79734066350177,45.223869273133246,2.7972475737335856,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-29,2026-10-01,BKK_Ladprao,Guava,37.500093089768185,28.912635366275612,46.087550813260755,0.22899830416249398,0.0760176557135851,31.291328827938415,40.58529183123001,49.87925483452159,3.0851987414618236,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-30,2026-10-01,BKK_Ladprao,Guava,38.500093089768185,29.683637062113117,47.31654911742325,0.22899830416249398,0.0760176557135851,32.12576219195788,41.667563593438075,51.20936499491826,3.1674705036698896,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-10-31,2026-10-01,BKK_Ladprao,Guava,36.500093089768185,28.141633670438104,44.85855250909826,0.22899830416249398,0.0760176557135851,30.456895463918947,39.503020069021936,48.549144674124925,3.0029269792537505,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-01,2026-11-01,BKK_Ladprao,Guava,44.000093089768185,33.9241463892194,54.07603979031697,0.22899830416249398,0.0760176557135851,36.71514569406495,47.620058285582445,58.524970877099946,3.6199651958142596,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-02,2026-11-01,BKK_Ladprao,Guava,27.500093089768182,21.202618407900548,33.79756777163581,0.22899830416249398,0.0760176557135851,22.946995187743745,29.76257420914932,36.578153230554896,2.262481119381139,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-03,2026-11-01,BKK_Ladprao,Guava,37.000093089768185,28.527134518356856,45.47305166117951,0.22899830416249398,0.0760176557135851,30.874112145928677,40.04415595012597,49.21419975432326,3.0440628603577835,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-04,2026-11-01,BKK_Ladprao,Guava,34.000093089768185,26.21412943084434,41.786056748692026,0.22899830416249398,0.0760176557135851,28.37081205387028,36.79734066350177,45.223869273133246,2.7972475737335856,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-05,2026-11-01,BKK_Ladprao,Guava,37.500093089768185,28.912635366275612,46.087550813260755,0.22899830416249398,0.0760176557135851,31.291328827938415,40.58529183123001,49.87925483452159,3.0851987414618236,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-06,2026-11-01,BKK_Ladprao,Guava,38.500093089768185,29.683637062113117,47.31654911742325,0.22899830416249398,0.0760176557135851,32.12576219195788,41.667563593438075,51.20936499491826,3.1674705036698896,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-07,2026-11-01,BKK_Ladprao,Guava,36.500093089768185,28.141633670438104,44.85855250909826,0.22899830416249398,0.0760176557135851,30.456895463918947,39.503020069021936,48.549144674124925,3.0029269792537505,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-08,2026-11-01,BKK_Ladprao,Guava,44.000093089768185,33.9241463892194,54.07603979031697,0.22899830416249398,0.0760176557135851,36.71514569406495,47.620058285582445,58.524970877099946,3.6199651958142596,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-09,2026-11-01,BKK_Ladprao,Guava,27.500093089768182,21.202618407900548,33.79756777163581,0.22899830416249398,0.0760176557135851,22.946995187743745,29.76257420914932,36.578153230554896,2.262481119381139,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-10,2026-11-01,BKK_Ladprao,Guava,37.000093089768185,28.527134518356856,45.47305166117951,0.22899830416249398,0.0760176557135851,30.874112145928677,40.04415595012597,49.21419975432326,3.0440628603577835,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-11,2026-11-01,BKK_Ladprao,Guava,34.000093089768185,26.21412943084434,41.786056748692026,0.22899830416249398,0.0760176557135851,28.37081205387028,36.79734066350177,45.223869273133246,2.7972475737335856,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-12,2026-11-01,BKK_Ladprao,Guava,37.500093089768185,28.912635366275612,46.087550813260755,0.22899830416249398,0.0760176557135851,31.291328827938415,40.58529183123001,49.87925483452159,3.0851987414618236,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-13,2026-11-01,BKK_Ladprao,Guava,38.500093089768185,29.683637062113117,47.31654911742325,0.22899830416249398,0.0760176557135851,32.12576219195788,41.667563593438075,51.20936499491826,3.1674705036698896,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-14,2026-11-01,BKK_Ladprao,Guava,36.500093089768185,28.141633670438104,44.85855250909826,0.22899830416249398,0.0760176557135851,30.456895463918947,39.503020069021936,48.549144674124925,3.0029269792537505,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-15,2026-11-01,BKK_Ladprao,Guava,44.000093089768185,33.9241463892194,54.07603979031697,0.22899830416249398,0.0760176557135851,36.71514569406495,47.620058285582445,58.524970877099946,3.6199651958142596,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-16,2026-11-01,BKK_Ladprao,Guava,27.500093089768182,21.202618407900548,33.79756777163581,0.22899830416249398,0.0760176557135851,22.946995187743745,29.76257420914932,36.578153230554896,2.262481119381139,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-17,2026-11-01,BKK_Ladprao,Guava,37.000093089768185,28.527134518356856,45.47305166117951,0.22899830416249398,0.0760176557135851,30.874112145928677,40.04415595012597,49.21419975432326,3.0440628603577835,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-18,2026-11-01,BKK_Ladprao,Guava,34.000093089768185,26.21412943084434,41.786056748692026,0.22899830416249398,0.0760176557135851,28.37081205387028,36.79734066350177,45.223869273133246,2.7972475737335856,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-19,2026-11-01,BKK_Ladprao,Guava,37.500093089768185,28.912635366275612,46.087550813260755,0.22899830416249398,0.0760176557135851,31.291328827938415,40.58529183123001,49.87925483452159,3.0851987414618236,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-20,2026-11-01,BKK_Ladprao,Guava,38.500093089768185,29.683637062113117,47.31654911742325,0.22899830416249398,0.0760176557135851,32.12576219195788,41.667563593438075,51.20936499491826,3.1674705036698896,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-21,2026-11-01,BKK_Ladprao,Guava,36.500093089768185,28.141633670438104,44.85855250909826,0.22899830416249398,0.0760176557135851,30.456895463918947,39.503020069021936,48.549144674124925,3.0029269792537505,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-22,2026-11-01,BKK_Ladprao,Guava,44.000093089768185,33.9241463892194,54.07603979031697,0.22899830416249398,0.0760176557135851,36.71514569406495,47.620058285582445,58.524970877099946,3.6199651958142596,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-23,2026-11-01,BKK_Ladprao,Guava,27.500093089768182,21.202618407900548,33.79756777163581,0.22899830416249398,0.0760176557135851,22.946995187743745,29.76257420914932,36.578153230554896,2.262481119381139,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-24,2026-11-01,BKK_Ladprao,Guava,37.000093089768185,28.527134518356856,45.47305166117951,0.22899830416249398,0.0760176557135851,30.874112145928677,40.04415595012597,49.21419975432326,3.0440628603577835,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-25,2026-11-01,BKK_Ladprao,Guava,34.000093089768185,26.21412943084434,41.786056748692026,0.22899830416249398,0.0760176557135851,28.37081205387028,36.79734066350177,45.223869273133246,2.7972475737335856,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-26,2026-11-01,BKK_Ladprao,Guava,37.500093089768185,28.912635366275612,46.087550813260755,0.22899830416249398,0.0760176557135851,31.291328827938415,40.58529183123001,49.87925483452159,3.0851987414618236,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-27,2026-11-01,BKK_Ladprao,Guava,38.500093089768185,29.683637062113117,47.31654911742325,0.22899830416249398,0.0760176557135851,32.12576219195788,41.667563593438075,51.20936499491826,3.1674705036698896,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-28,2026-11-01,BKK_Ladprao,Guava,36.500093089768185,28.141633670438104,44.85855250909826,0.22899830416249398,0.0760176557135851,30.456895463918947,39.503020069021936,48.549144674124925,3.0029269792537505,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-29,2026-11-01,BKK_Ladprao,Guava,44.000093089768185,33.9241463892194,54.07603979031697,0.22899830416249398,0.0760176557135851,36.71514569406495,47.620058285582445,58.524970877099946,3.6199651958142596,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-11-30,2026-11-01,BKK_Ladprao,Guava,27.500093089768182,21.202618407900548,33.79756777163581,0.22899830416249398,0.0760176557135851,22.946995187743745,29.76257420914932,36.578153230554896,2.262481119381139,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-09-01,2026-09-01,BKK_Ladprao,MixedBerryPremium,9.729907891739586,6.819504000062561,12.640311783416612,0.29911936721907467,0.2932330827067669,9.64887268093958,13.766784570227285,17.88469645951499,4.036876678487699,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-09-02,2026-09-01,BKK_Ladprao,MixedBerryPremium,11.229907891739586,7.870824949233949,14.588990834245223,0.29911936721907467,0.2932330827067669,11.136379981362927,15.8891249957592,20.641870010155472,4.659217104019614,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-09-03,2026-09-01,BKK_Ladprao,MixedBerryPremium,11.229907891739586,7.870824949233949,14.588990834245223,0.29911936721907467,0.2932330827067669,11.136379981362927,15.8891249957592,20.641870010155472,4.659217104019614,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
2026-09-04,2026-09-01,BKK_Ladprao,MixedBerryPremium,11.229907891739586,7.870824949233949,14.588990834245223,0.29911936721907467,0.2932330827067669,11.136379981362927,15.8891249957592,20.641870010155472,4.659217104019614,,,,,,,"not calculable: missing on-hand, inbound, lead time, shelf life, BOM/yield"
