cutoff,method,kitchen,sku,horizon_days,mae,absolute_error_units,signed_error_units,wape,bias_pct,actual_units,forecast_units
2026-04-30,naive_last_day,Pattaya_Central,Pineapple,28,30.392857142857142,851.0,613.0,0.171607178866707,0.12361363178060093,4959.0,5572.0
2026-04-30,naive_last_day,Pattaya_Central,Watermelon,28,36.785714285714285,1030.0,128.0,0.1330749354005168,0.016537467700258397,7740.0,7868.0
2026-04-30,naive_last_day,BKK_Ladprao,MixedBerryPremium,28,7.892857142857143,221.0,155.0,0.30995792426367463,0.21739130434782608,713.0,868.0
2026-04-30,naive_last_day,BKK_Sukhumvit,MixedBerryPremium,28,13.035714285714286,365.0,329.0,0.323868677905945,0.2919254658385093,1127.0,1456.0
2026-04-30,naive_last_day,Pattaya_Beach,MixedBerryPremium,28,7.321428571428571,205.0,-43.0,0.1607843137254902,-0.03372549019607843,1275.0,1232.0
2026-04-30,naive_last_day,Pattaya_Central,MixedBerryPremium,28,9.928571428571429,278.0,222.0,0.1770700636942675,0.14140127388535031,1570.0,1792.0
2026-04-30,moving_avg_4w,BKK_Ladprao,Guava,28,13.984693877551015,391.57142857142844,372.99999999999983,0.2881320298538841,0.27446651949963197,1359.0,1732.0
2026-04-30,moving_avg_4w,BKK_Ladprao,PassionFruit,28,9.130102040816329,255.64285714285722,244.0000000000001,0.23736569836848395,0.2265552460538534,1077.0,1320.9999999999995
2026-04-30,moving_avg_4w,BKK_Ladprao,Pineapple,28,19.43622448979591,544.2142857142856,484.9999999999998,0.24273607748184012,0.21632471008028537,2242.0,2727.000000000001
2026-04-30,moving_avg_4w,BKK_Ladprao,Watermelon,28,24.790816326530603,694.1428571428569,430.9999999999998,0.19255002972062604,0.11955617198335639,3605.0,4036.000000000001
2026-04-30,moving_avg_4w,BKK_Sukhumvit,Guava,28,19.79336734693877,554.2142857142856,436.9999999999998,0.23073034376115134,0.18193172356369683,2402.0,2839.000000000001
2026-04-30,moving_avg_4w,BKK_Sukhumvit,PassionFruit,28,15.288265306122444,428.07142857142844,353.9999999999999,0.22928303619251658,0.18960899839314402,1867.0,2221.0
2026-04-30,moving_avg_4w,BKK_Sukhumvit,Pineapple,28,30.079081632653054,842.2142857142856,773.9999999999998,0.22405274959145666,0.2059058260175578,3759.0,4533.0
2026-04-30,moving_avg_4w,BKK_Sukhumvit,Watermelon,28,49.543367346938794,1387.2142857142862,1010.0000000000005,0.23660485855607816,0.17226675763261137,5863.0,6872.999999999998
2026-04-30,moving_avg_4w,Pattaya_Beach,Guava,28,19.188775510204078,537.2857142857142,414.9999999999998,0.19818727933814614,0.1530800442641091,2711.0,3126.000000000001
2026-04-30,moving_avg_4w,Pattaya_Beach,PassionFruit,28,16.9438775510204,474.4285714285712,430.9999999999998,0.22516780798698208,0.2045562411010915,2107.0,2538.000000000001
2026-04-30,moving_avg_4w,Pattaya_Beach,Pineapple,28,44.95408163265305,1258.7142857142853,1138.9999999999998,0.3027939104436578,0.2739956699542939,4157.0,5295.999999999999
2026-04-30,moving_avg_4w,Pattaya_Beach,Watermelon,28,52.24234693877549,1462.7857142857138,993.9999999999995,0.22153350208779551,0.15053763440860207,6603.0,7596.999999999999
2026-04-30,moving_avg_4w,Pattaya_Central,Guava,28,25.673469387755087,718.8571428571424,704.9999999999995,0.22952016055464317,0.22509578544061287,3132.0,3836.9999999999995
2026-04-30,moving_avg_4w,Pattaya_Central,PassionFruit,28,26.341836734693864,737.5714285714282,613.9999999999998,0.29837031900138683,0.24838187702265363,2472.0,3086.0
2026-04-30,moving_avg_4w,Pattaya_Central,Pineapple,28,45.91836734693876,1285.7142857142853,1134.9999999999998,0.25926886180969655,0.22887678967533773,4959.0,6093.999999999999
2026-04-30,moving_avg_4w,Pattaya_Central,Watermelon,28,59.969387755102034,1679.1428571428569,1257.9999999999995,0.21694352159468436,0.16253229974160202,7740.0,8998.0
2026-04-30,moving_avg_4w,BKK_Ladprao,MixedBerryPremium,28,9.829081632653063,275.2142857142858,224.00000000000006,0.3859947906231217,0.3141654978962133,713.0,936.9999999999998
2026-04-30,moving_avg_4w,BKK_Sukhumvit,MixedBerryPremium,28,15.943877551020405,446.42857142857133,420.99999999999994,0.3961211813918113,0.3735581188997338,1127.0,1547.9999999999998
2026-04-30,moving_avg_4w,Pattaya_Beach,MixedBerryPremium,28,15.30102040816327,428.42857142857156,409.00000000000017,0.33602240896358554,0.3207843137254903,1275.0,1684.0
2026-04-30,moving_avg_4w,Pattaya_Central,MixedBerryPremium,28,14.836734693877544,415.4285714285712,393.9999999999998,0.26460418562329374,0.2509554140127387,1570.0,1963.9999999999998
2026-04-30,exp_smoothing_4w,BKK_Ladprao,Guava,28,9.74510250518213,272.86287014509963,217.20801820313943,0.20078209723701224,0.15982929963439252,1359.0,1576.20801820314
2026-04-30,exp_smoothing_4w,BKK_Ladprao,PassionFruit,28,6.574725710737679,184.092319900655,152.88207976819507,0.17093065914638347,0.14195179179962403,1077.0,1229.8820797681954
2026-04-30,exp_smoothing_4w,BKK_Ladprao,Pineapple,28,15.414483149977046,431.6055281993573,353.86158134463653,0.19250915619953493,0.1578329979235667,2242.0,2595.8615813446368
2026-04-30,exp_smoothing_4w,BKK_Ladprao,Watermelon,28,18.96359455272405,530.9806474762734,214.1729064667827,0.1472900547784392,0.05940996018496053,3605.0,3819.172906466782
2026-04-30,exp_smoothing_4w,BKK_Sukhumvit,Guava,28,12.417055478545848,347.67755339928374,161.8971495179943,0.14474502639437292,0.06740097815070538,2402.0,2563.897149517994
2026-04-30,exp_smoothing_4w,BKK_Sukhumvit,PassionFruit,28,11.445775631989417,320.48171769570365,186.5930059674812,0.17165598162597945,0.09994269200186459,1867.0,2053.593005967481
2026-04-30,exp_smoothing_4w,BKK_Sukhumvit,Pineapple,28,17.19264996096147,481.39419890692125,369.1265653914081,0.1280644317390054,0.09819807539010592,3759.0,4128.126565391408
2026-04-30,exp_smoothing_4w,BKK_Sukhumvit,Watermelon,28,33.155019302808114,928.3405404786272,425.9788697000711,0.15833882662094956,0.07265544426062956,5863.0,6288.978869700072
2026-04-30,exp_smoothing_4w,Pattaya_Beach,Guava,28,14.104494896297755,394.92585709633715,122.39239986974412,0.145675343820117,0.04514658792686983,2711.0,2833.392399869745
2026-04-30,exp_smoothing_4w,Pattaya_Beach,PassionFruit,28,11.424669573842822,319.890748067599,169.09409458927723,0.15182285147963884,0.08025348580411829,2107.0,2276.0940945892767
2026-04-30,exp_smoothing_4w,Pattaya_Beach,Pineapple,28,29.707755561092743,831.8171557105968,671.6200149956962,0.2001003501829677,0.1615636312234054,4157.0,4828.620014995697
2026-04-30,exp_smoothing_4w,Pattaya_Beach,Watermelon,28,37.65713881835627,1054.3998869139757,295.79977382795164,0.15968497454399147,0.04479778492018047,6603.0,6898.799773827954
2026-04-30,exp_smoothing_4w,Pattaya_Central,Guava,28,16.293607723584866,456.22101626037625,345.90942276452677,0.14566443686474337,0.11044362157232655,3132.0,3477.909422764528
2026-04-30,exp_smoothing_4w,Pattaya_Central,PassionFruit,28,18.32614054888483,513.1319353687752,347.48088689535655,0.20757764375759516,0.14056670181850994,2472.0,2819.480886895356
2026-04-30,exp_smoothing_4w,Pattaya_Central,Pineapple,28,33.423040885415205,935.8451447916257,731.1665479166145,0.1887165042935321,0.14744233674462887,4959.0,5690.166547916614
2026-04-30,exp_smoothing_4w,Pattaya_Central,Watermelon,28,44.586816498650236,1248.4308619622066,623.3368963856547,0.1612959769977011,0.08053448273716468,7740.0,8363.336896385654
2026-04-30,exp_smoothing_4w,BKK_Ladprao,MixedBerryPremium,28,7.07470673388941,198.09178854890348,122.92850396846487,0.27782859544025734,0.1724102439950419,713.0,835.9285039684647
2026-04-30,exp_smoothing_4w,BKK_Sukhumvit,MixedBerryPremium,28,12.32315307761287,345.04828617316036,305.7230005353539,0.3061652938537359,0.27127151777759884,1127.0,1432.7230005353538
2026-04-30,exp_smoothing_4w,Pattaya_Beach,MixedBerryPremium,28,9.743695694562806,272.8234794477586,208.6910890335775,0.21397919956686948,0.16367928551653138,1275.0,1483.6910890335773
2026-04-30,exp_smoothing_4w,Pattaya_Central,MixedBerryPremium,28,8.6608152586459,242.50282724208523,139.40791627783864,0.15446039951725174,0.0887948511323813,1570.0,1709.4079162778385
2026-04-30,seasonal_naive_7d,BKK_Ladprao,Guava,28,9.535714285714286,267.0,105.0,0.19646799116997793,0.0772626931567329,1359.0,1464.0
2026-04-30,seasonal_naive_7d,BKK_Ladprao,PassionFruit,28,10.25,287.0,171.0,0.26648096564531104,0.15877437325905291,1077.0,1248.0
2026-04-30,seasonal_naive_7d,BKK_Ladprao,Pineapple,28,16.285714285714285,456.0,330.0,0.2033898305084746,0.1471900089206066,2242.0,2572.0
2026-04-30,seasonal_naive_7d,BKK_Ladprao,Watermelon,28,18.535714285714285,519.0,95.0,0.14396671289875174,0.026352288488210817,3605.0,3700.0
2026-04-30,seasonal_naive_7d,BKK_Sukhumvit,Guava,28,13.071428571428571,366.0,66.0,0.1523730224812656,0.027477102414654453,2402.0,2468.0
2026-04-30,seasonal_naive_7d,BKK_Sukhumvit,PassionFruit,28,13.178571428571429,369.0,173.0,0.19764327798607392,0.09266202463845742,1867.0,2040.0
2026-04-30,seasonal_naive_7d,BKK_Sukhumvit,Pineapple,28,23.892857142857142,669.0,313.0,0.1779728651237031,0.08326682628358606,3759.0,4072.0
2026-04-30,seasonal_naive_7d,BKK_Sukhumvit,Watermelon,28,30.607142857142858,857.0,201.0,0.14617090226846324,0.034282790380351355,5863.0,6064.0
2026-04-30,seasonal_naive_7d,Pattaya_Beach,Guava,28,11.321428571428571,317.0,-15.0,0.11693102176318701,-0.005533013648100332,2711.0,2696.0
2026-04-30,seasonal_naive_7d,Pattaya_Beach,PassionFruit,28,10.607142857142858,297.0,137.0,0.14095870906502136,0.06502135738016136,2107.0,2244.0
2026-04-30,seasonal_naive_7d,Pattaya_Beach,Pineapple,28,32.464285714285715,909.0,679.0,0.21866730815491942,0.16333894635554486,4157.0,4836.0
2026-04-30,seasonal_naive_7d,Pattaya_Beach,Watermelon,28,28.321428571428573,793.0,129.0,0.12009692563986067,0.019536574284416176,6603.0,6732.0
2026-04-30,seasonal_naive_7d,Pattaya_Central,Guava,28,11.428571428571429,320.0,236.0,0.10217113665389528,0.07535121328224777,3132.0,3368.0
2026-04-30,seasonal_naive_7d,Pattaya_Central,PassionFruit,28,20.571428571428573,576.0,332.0,0.23300970873786409,0.1343042071197411,2472.0,2804.0
2026-04-30,seasonal_naive_7d,Pattaya_Central,Pineapple,28,32.75,917.0,657.0,0.1849163137729381,0.132486388384755,4959.0,5616.0
2026-04-30,seasonal_naive_7d,Pattaya_Central,Watermelon,28,37.785714285714285,1058.0,504.0,0.13669250645994832,0.06511627906976744,7740.0,8244.0
2026-04-30,seasonal_naive_7d,BKK_Ladprao,MixedBerryPremium,28,6.535714285714286,183.0,55.0,0.25666199158485276,0.07713884992987377,713.0,768.0
2026-04-30,seasonal_naive_7d,BKK_Sukhumvit,MixedBerryPremium,28,12.607142857142858,353.0,269.0,0.3132209405501331,0.23868677905944988,1127.0,1396.0
2026-04-30,seasonal_naive_7d,Pattaya_Beach,MixedBerryPremium,28,8.535714285714286,239.0,141.0,0.18745098039215685,0.11058823529411765,1275.0,1416.0
2026-04-30,seasonal_naive_7d,Pattaya_Central,MixedBerryPremium,28,8.714285714285714,244.0,26.0,0.1554140127388535,0.016560509554140127,1570.0,1596.0
2026-04-30,weekday_median_8w,BKK_Ladprao,Guava,28,8.214285714285714,230.0,111.0,0.1692420897718911,0.08167770419426049,1359.0,1470.0
2026-04-30,weekday_median_8w,BKK_Ladprao,PassionFruit,28,5.785714285714286,162.0,61.0,0.15041782729805014,0.056638811513463325,1077.0,1138.0
2026-04-30,weekday_median_8w,BKK_Ladprao,Pineapple,28,10.107142857142858,283.0,76.0,0.12622658340767173,0.03389830508474576,2242.0,2318.0
2026-04-30,weekday_median_8w,BKK_Ladprao,Watermelon,28,13.142857142857142,368.0,-189.0,0.10208044382801665,-0.05242718446601942,3605.0,3416.0
2026-04-30,weekday_median_8w,BKK_Sukhumvit,Guava,28,12.464285714285714,349.0,-112.0,0.14529558701082432,-0.0466278101582015,2402.0,2290.0
2026-04-30,weekday_median_8w,BKK_Sukhumvit,PassionFruit,28,8.928571428571429,250.0,71.0,0.1339046598821639,0.03802892340653455,1867.0,1938.0
2026-04-30,weekday_median_8w,BKK_Sukhumvit,Pineapple,28,10.785714285714286,302.0,85.0,0.08034051609470604,0.02261239691407289,3759.0,3844.0
2026-04-30,weekday_median_8w,BKK_Sukhumvit,Watermelon,28,25.428571428571427,712.0,-39.0,0.12143953607368242,-0.0066518847006651885,5863.0,5824.0
2026-04-30,weekday_median_8w,Pattaya_Beach,Guava,28,9.678571428571429,271.0,-33.0,0.099963113242346,-0.01217263002582073,2711.0,2678.0
2026-04-30,weekday_median_8w,Pattaya_Beach,PassionFruit,28,9.142857142857142,256.0,87.0,0.12149976269577599,0.04129093497864262,2107.0,2194.0
2026-04-30,weekday_median_8w,Pattaya_Beach,Pineapple,28,18.535714285714285,519.0,265.0,0.12484965119076256,0.06374789511667067,4157.0,4422.0
2026-04-30,weekday_median_8w,Pattaya_Beach,Watermelon,28,28.357142857142858,794.0,-219.0,0.12024837195214297,-0.033166742389822805,6603.0,6384.0
2026-04-30,weekday_median_8w,Pattaya_Central,Guava,28,9.142857142857142,256.0,30.0,0.08173690932311622,0.009578544061302681,3132.0,3162.0
2026-04-30,weekday_median_8w,Pattaya_Central,PassionFruit,28,12.535714285714286,351.0,84.0,0.14199029126213591,0.03398058252427184,2472.0,2556.0
2026-04-30,weekday_median_8w,Pattaya_Central,Pineapple,28,17.428571428571427,488.0,125.0,0.09840693688243597,0.025206694898164954,4959.0,5084.0
2026-04-30,weekday_median_8w,Pattaya_Central,Watermelon,28,31.321428571428573,877.0,-104.0,0.11330749354005168,-0.013436692506459949,7740.0,7636.0
2026-04-30,weekday_median_8w,BKK_Ladprao,MixedBerryPremium,28,8.214285714285714,230.0,179.0,0.3225806451612903,0.25105189340813466,713.0,892.0
2026-04-30,weekday_median_8w,BKK_Sukhumvit,MixedBerryPremium,28,15.5,434.0,381.0,0.38509316770186336,0.3380656610470275,1127.0,1508.0
2026-04-30,weekday_median_8w,Pattaya_Beach,MixedBerryPremium,28,14.071428571428571,394.0,363.0,0.30901960784313726,0.2847058823529412,1275.0,1638.0
2026-04-30,weekday_median_8w,Pattaya_Central,MixedBerryPremium,28,16.321428571428573,457.0,402.0,0.2910828025477707,0.25605095541401274,1570.0,1972.0
2026-04-30,level_weekday_blend,BKK_Ladprao,Guava,28,8.85900016252803,248.05200455078486,161.10400910156972,0.18252538966209333,0.11854599639556271,1359.0,1520.10400910157
2026-04-30,level_weekday_blend,BKK_Ladprao,PassionFruit,28,7.8712457119203565,220.39487993376997,161.94103988409745,0.20463777152624882,0.1503630825293384,1077.0,1238.9410398840976
2026-04-30,level_weekday_blend,BKK_Ladprao,Pineapple,28,15.753336496742813,441.09342190879875,341.93079067231827,0.19674104456235447,0.15251150342208664,2242.0,2583.9307906723193
2026-04-30,level_weekday_blend,BKK_Ladprao,Watermelon,28,18.078294963946767,506.19225899050946,154.58645323339135,0.1404139414675477,0.042881124336585676,3605.0,3759.586453233391
2026-04-30,level_weekday_blend,BKK_Sukhumvit,Guava,28,12.090787239979534,338.54204271942695,113.94857475899713,0.1409417330222427,0.0474390402826799,2402.0,2515.948574758997
2026-04-30,level_weekday_blend,BKK_Sukhumvit,PassionFruit,28,11.324409507279759,317.08346620383327,179.79650298374065,0.16983581478512763,0.09630235832016104,1867.0,2046.79650298374
2026-04-30,level_weekday_blend,BKK_Sukhumvit,Pineapple,28,18.88920802107484,528.8978245900955,341.0632826957042,0.14070173572495226,0.09073245083684602,3759.0,4100.063282695704
2026-04-30,level_weekday_blend,BKK_Sukhumvit,Watermelon,28,31.458968058163983,880.8511056285915,313.4894348500352,0.1502389741819191,0.053469117320490395,5863.0,6176.489434850036
2026-04-30,level_weekday_blend,Pattaya_Beach,Guava,28,11.9917979585191,335.7703428385348,53.696199934871856,0.1238547926368627,0.019806787139384677,2711.0,2764.6961999348723
2026-04-30,level_weekday_blend,Pattaya_Beach,PassionFruit,28,9.09291690217283,254.60167326083922,153.0470472946388,0.12083610501226351,0.07263742159213991,2107.0,2260.047047294639
2026-04-30,level_weekday_blend,Pattaya_Beach,Pineapple,28,30.3521175955919,849.8592926765732,675.3100074978481,0.2044405322772608,0.16245128878947512,4157.0,4832.3100074978465
2026-04-30,level_weekday_blend,Pattaya_Beach,Watermelon,28,29.824487488040315,835.0856496651288,212.3998869139756,0.12647064208164907,0.032167179602298285,6603.0,6815.399886913974
2026-04-30,level_weekday_blend,Pattaya_Central,Guava,28,13.718232433221,384.110508130188,290.9547113822632,0.12264064755114559,0.0928974174272871,3132.0,3422.9547113822637
2026-04-30,level_weekday_blend,Pattaya_Central,PassionFruit,28,19.295061201604856,540.261713644936,339.7404434476781,0.21855247315733656,0.13743545446912545,2472.0,2811.7404434476775
2026-04-30,level_weekday_blend,Pattaya_Central,Pineapple,28,32.586520442707595,912.4225723958127,694.083273958307,0.1839932592046406,0.13996436256469189,4959.0,5653.0832739583075
2026-04-30,level_weekday_blend,Pattaya_Central,Watermelon,28,41.18626539218225,1153.215430981103,563.6684481928273,0.1489942417288247,0.07282538090346606,7740.0,8303.668448192828
2026-04-30,level_weekday_blend,BKK_Ladprao,MixedBerryPremium,28,6.57079021400415,183.9821259921162,88.96425198423248,0.25803944739427237,0.12477454696245789,713.0,801.9642519842326
2026-04-30,level_weekday_blend,BKK_Sukhumvit,MixedBerryPremium,28,12.280552303429706,343.8554644960318,287.3615002676769,0.3051068895262039,0.2549791484185243,1127.0,1414.3615002676775
2026-04-30,level_weekday_blend,Pattaya_Beach,MixedBerryPremium,28,8.817882399620148,246.90070718936414,174.84554451678866,0.19364761348185422,0.13713376040532443,1275.0,1449.845544516789
2026-04-30,level_weekday_blend,Pattaya_Central,MixedBerryPremium,28,8.041101720450913,225.15084817262556,82.7039581389194,0.14340818354944304,0.052677680343260765,1570.0,1652.7039581389195
2026-05-31,naive_last_day,BKK_Ladprao,Guava,28,17.178571428571427,481.0,449.0,0.491317671092952,0.4586312563840654,979.0,1428.0
2026-05-31,naive_last_day,BKK_Ladprao,PassionFruit,28,7.857142857142857,220.0,182.0,0.2756892230576441,0.22807017543859648,798.0,980.0
2026-05-31,naive_last_day,BKK_Ladprao,Pineapple,28,18.357142857142858,514.0,494.0,0.309265944645006,0.2972322503008424,1662.0,2156.0
2026-05-31,naive_last_day,BKK_Ladprao,Watermelon,28,28.214285714285715,790.0,658.0,0.31176006314127863,0.2596685082872928,2534.0,3192.0
2026-05-31,naive_last_day,BKK_Sukhumvit,Guava,28,32.035714285714285,897.0,857.0,0.5486238532110091,0.5241590214067279,1635.0,2492.0
2026-05-31,naive_last_day,BKK_Sukhumvit,PassionFruit,28,21.821428571428573,611.0,611.0,0.45292809488510005,0.45292809488510005,1349.0,1960.0
2026-05-31,naive_last_day,BKK_Sukhumvit,Pineapple,28,54.357142857142854,1522.0,1472.0,0.5466954022988506,0.5287356321839081,2784.0,4256.0
2026-05-31,naive_last_day,BKK_Sukhumvit,Watermelon,28,70.85714285714286,1984.0,1984.0,0.5056065239551478,0.5056065239551478,3924.0,5908.0
2026-05-31,naive_last_day,Pattaya_Beach,Guava,28,48.392857142857146,1355.0,1331.0,0.7392253136933988,0.7261320240043644,1833.0,3164.0
2026-05-31,naive_last_day,Pattaya_Beach,PassionFruit,28,54.214285714285715,1518.0,1518.0,0.9895697522816167,0.9895697522816167,1534.0,3052.0
2026-05-31,naive_last_day,Pattaya_Beach,Pineapple,28,72.10714285714286,2019.0,1909.0,0.675025075225677,0.6382480775660314,2991.0,4900.0
2026-05-31,naive_last_day,Pattaya_Beach,Watermelon,28,82.53571428571429,2311.0,2227.0,0.511170095111701,0.49259013492590137,4521.0,6748.0
2026-05-31,naive_last_day,Pattaya_Central,Guava,28,66.0,1848.0,1848.0,0.8354430379746836,0.8354430379746836,2212.0,4060.0
2026-05-31,naive_last_day,Pattaya_Central,PassionFruit,28,51.357142857142854,1438.0,1436.0,0.8458823529411764,0.8447058823529412,1700.0,3136.0
2026-05-31,naive_last_day,Pattaya_Central,Pineapple,28,74.21428571428571,2078.0,1992.0,0.6040697674418605,0.5790697674418605,3440.0,5432.0
2026-05-31,naive_last_day,Pattaya_Central,Watermelon,28,102.03571428571429,2857.0,2741.0,0.5283891252080636,0.5069354540410579,5407.0,8148.0
2026-05-31,naive_last_day,BKK_Ladprao,MixedBerryPremium,28,10.0,280.0,280.0,0.625,0.625,448.0,728.0
2026-05-31,naive_last_day,BKK_Sukhumvit,MixedBerryPremium,28,10.892857142857142,305.0,269.0,0.39765319426336376,0.35071707953063885,767.0,1036.0
2026-05-31,naive_last_day,Pattaya_Beach,MixedBerryPremium,28,24.25,679.0,665.0,0.8016528925619835,0.7851239669421488,847.0,1512.0
2026-05-31,naive_last_day,Pattaya_Central,MixedBerryPremium,28,19.464285714285715,545.0,475.0,0.5255544840887174,0.45805207328833175,1037.0,1512.0
2026-05-31,moving_avg_4w,BKK_Ladprao,Guava,28,14.188775510204085,397.2857142857144,356.0000000000001,0.40580767547059693,0.36363636363636376,979.0,1334.9999999999995
2026-05-31,moving_avg_4w,BKK_Ladprao,PassionFruit,28,11.489795918367353,321.7142857142859,298.00000000000017,0.4031507339778019,0.37343358395989995,798.0,1096.0
2026-05-31,moving_avg_4w,BKK_Ladprao,Pineapple,28,21.57397959183672,604.0714285714282,590.9999999999997,0.36346054667354283,0.3555956678700359,1662.0,2253.0
2026-05-31,moving_avg_4w,BKK_Ladprao,Watermelon,28,40.0204081632653,1120.5714285714284,1013.9999999999995,0.4422144548427105,0.400157853196527,2534.0,3548.0
2026-05-31,moving_avg_4w,BKK_Sukhumvit,Guava,28,31.007653061224485,868.2142857142856,825.9999999999998,0.5310179117518566,0.5051987767584096,1635.0,2461.000000000001
2026-05-31,moving_avg_4w,BKK_Sukhumvit,PassionFruit,28,18.05867346938776,505.6428571428572,504.0000000000001,0.3748279148575665,0.37361008154188297,1349.0,1852.9999999999995
2026-05-31,moving_avg_4w,BKK_Sukhumvit,Pineapple,28,37.24489795918368,1042.8571428571431,956.0000000000002,0.3745894909688014,0.3433908045977012,2784.0,3740.0
2026-05-31,moving_avg_4w,BKK_Sukhumvit,Watermelon,28,67.17857142857146,1881.0000000000007,1881.0000000000007,0.4793577981651378,0.4793577981651378,3924.0,5805.0
2026-05-31,moving_avg_4w,Pattaya_Beach,Guava,28,33.07142857142857,926.0,869.0,0.5051827605019095,0.47408619749045283,1833.0,2702.0
2026-05-31,moving_avg_4w,Pattaya_Beach,PassionFruit,28,22.67346938775511,634.857142857143,590.0000000000002,0.4138573291115665,0.38461538461538475,1534.0,2124.0
2026-05-31,moving_avg_4w,Pattaya_Beach,Pineapple,28,48.130102040816304,1347.6428571428564,1185.9999999999993,0.45056598366528133,0.39652290203945145,2991.0,4177.0
2026-05-31,moving_avg_4w,Pattaya_Beach,Watermelon,28,75.00765306122449,2100.214285714286,2000.0,0.46454640250260687,0.44238000442380004,4521.0,6520.999999999999
2026-05-31,moving_avg_4w,Pattaya_Central,Guava,28,35.43877551020409,992.2857142857144,948.0000000000002,0.44859209506587455,0.42857142857142866,2212.0,3159.999999999999
2026-05-31,moving_avg_4w,Pattaya_Central,PassionFruit,28,29.510204081632658,826.2857142857144,776.0000000000001,0.4860504201680673,0.4564705882352942,1700.0,2476.0000000000005
2026-05-31,moving_avg_4w,Pattaya_Central,Pineapple,28,58.85969387755103,1648.071428571429,1529.0000000000005,0.47909053156146186,0.44447674418604666,3440.0,4968.999999999998
2026-05-31,moving_avg_4w,Pattaya_Central,Watermelon,28,84.625,2369.5,2216.0,0.43822822267431105,0.40983909746624747,5407.0,7623.0
2026-05-31,moving_avg_4w,BKK_Ladprao,MixedBerryPremium,28,9.285714285714283,259.99999999999994,259.99999999999994,0.5803571428571427,0.5803571428571427,448.0,708.0000000000002
2026-05-31,moving_avg_4w,BKK_Sukhumvit,MixedBerryPremium,28,14.071428571428571,394.0,367.0,0.5136897001303781,0.4784876140808344,767.0,1134.0
2026-05-31,moving_avg_4w,Pattaya_Beach,MixedBerryPremium,28,15.561224489795924,435.7142857142859,403.00000000000017,0.5144206442907744,0.47579693034238507,847.0,1250.0
2026-05-31,moving_avg_4w,Pattaya_Central,MixedBerryPremium,28,21.089285714285715,590.5,524.0,0.5694310511089682,0.5053037608486017,1037.0,1561.0
2026-05-31,exp_smoothing_4w,BKK_Ladprao,Guava,28,13.117937265530015,367.3022434348404,321.01928400731384,0.3751810453879882,0.32790529520665357,979.0,1300.0192840073141
2026-05-31,exp_smoothing_4w,BKK_Ladprao,PassionFruit,28,11.30027984979044,316.4078357941323,292.2853616244503,0.39650104736106806,0.36627238298803294,798.0,1090.2853616244504
2026-05-31,exp_smoothing_4w,BKK_Ladprao,Pineapple,28,18.033908379842213,504.94943463558195,484.25323729985746,0.303820357783142,0.29136777214191184,1662.0,2146.2532372998576
2026-05-31,exp_smoothing_4w,BKK_Ladprao,Watermelon,28,37.48726459860133,1049.6434087608372,937.615978665517,0.41422391821658927,0.3700141983683966,2534.0,3471.615978665516
2026-05-31,exp_smoothing_4w,BKK_Sukhumvit,Guava,28,31.600769499463784,884.821545984986,843.8847418299849,0.5411752574831719,0.5161374567767492,1635.0,2478.884741829984
